R;Z;BFS_Sag;CRD;Slope;BFS_Slope;Slope_Delta;One_fiber_coverage;delta_z1
-590;-16.0515 ;-15.8447 ;-0.2069 ;-0.0569 ;-0.0537 ;0.0032 ;-17.4901 ;-1.4386 
-589;-15.9947 ;-15.7910 ;-0.2037 ;-0.0568 ;-0.0537 ;0.0031 ;-17.4336 ;-1.4389 
-588;-15.9379 ;-15.7373 ;-0.2006 ;-0.0567 ;-0.0536 ;0.0031 ;-17.3771 ;-1.4391 
-587;-15.8813 ;-15.6838 ;-0.1975 ;-0.0566 ;-0.0535 ;0.0031 ;-17.3206 ;-1.4392 
-586;-15.8248 ;-15.6304 ;-0.1944 ;-0.0565 ;-0.0534 ;0.0031 ;-17.2640 ;-1.4393 
-585;-15.7684 ;-15.5771 ;-0.1913 ;-0.0563 ;-0.0533 ;0.0031 ;-17.2075 ;-1.4391 
-584;-15.7121 ;-15.5238 ;-0.1883 ;-0.0562 ;-0.0532 ;0.0030 ;-17.1510 ;-1.4389 
-583;-15.6559 ;-15.4707 ;-0.1853 ;-0.0561 ;-0.0531 ;0.0030 ;-17.0945 ;-1.4386 
-582;-15.5999 ;-15.4176 ;-0.1823 ;-0.0560 ;-0.0530 ;0.0030 ;-16.9618 ;-1.3620 
-581;-15.5439 ;-15.3646 ;-0.1793 ;-0.0559 ;-0.0529 ;0.0030 ;-16.9062 ;-1.3623 
-580;-15.4881 ;-15.3117 ;-0.1763 ;-0.0558 ;-0.0528 ;0.0029 ;-16.8506 ;-1.3625 
-579;-15.4324 ;-15.2589 ;-0.1734 ;-0.0557 ;-0.0527 ;0.0029 ;-16.7950 ;-1.3627 
-578;-15.3768 ;-15.2062 ;-0.1705 ;-0.0556 ;-0.0527 ;0.0029 ;-16.7394 ;-1.3626 
-577;-15.3213 ;-15.1536 ;-0.1676 ;-0.0554 ;-0.0526 ;0.0029 ;-16.6838 ;-1.3625 
-576;-15.2659 ;-15.1011 ;-0.1647 ;-0.0553 ;-0.0525 ;0.0029 ;-16.6282 ;-1.3623 
-575;-15.2106 ;-15.0487 ;-0.1619 ;-0.0552 ;-0.0524 ;0.0028 ;-16.5726 ;-1.3620 
-574;-15.1554 ;-14.9964 ;-0.1591 ;-0.0551 ;-0.0523 ;0.0028 ;-16.4425 ;-1.2871 
-573;-15.1004 ;-14.9441 ;-0.1563 ;-0.0550 ;-0.0522 ;0.0028 ;-16.3878 ;-1.2874 
-572;-15.0454 ;-14.8920 ;-0.1535 ;-0.0549 ;-0.0521 ;0.0028 ;-16.3330 ;-1.2876 
-571;-14.9906 ;-14.8399 ;-0.1507 ;-0.0548 ;-0.0520 ;0.0028 ;-16.2783 ;-1.2877 
-570;-14.9359 ;-14.7879 ;-0.1479 ;-0.0547 ;-0.0519 ;0.0027 ;-16.2236 ;-1.2877 
-569;-14.8813 ;-14.7361 ;-0.1452 ;-0.0545 ;-0.0518 ;0.0027 ;-16.1689 ;-1.2876 
-568;-14.8268 ;-14.6843 ;-0.1425 ;-0.0544 ;-0.0517 ;0.0027 ;-16.1142 ;-1.2874 
-567;-14.7724 ;-14.6326 ;-0.1398 ;-0.0543 ;-0.0516 ;0.0027 ;-16.0595 ;-1.2871 
-566;-14.7182 ;-14.5810 ;-0.1372 ;-0.0542 ;-0.0516 ;0.0027 ;-15.9352 ;-1.2170 
-565;-14.6640 ;-14.5295 ;-0.1345 ;-0.0541 ;-0.0515 ;0.0026 ;-15.8813 ;-1.2174 
-564;-14.6099 ;-14.4781 ;-0.1319 ;-0.0540 ;-0.0514 ;0.0026 ;-15.8275 ;-1.2176 
-563;-14.5560 ;-14.4267 ;-0.1293 ;-0.0539 ;-0.0513 ;0.0026 ;-15.7737 ;-1.2177 
-562;-14.5022 ;-14.3755 ;-0.1267 ;-0.0538 ;-0.0512 ;0.0026 ;-15.7199 ;-1.2177 
-561;-14.4485 ;-14.3243 ;-0.1241 ;-0.0537 ;-0.0511 ;0.0026 ;-15.6661 ;-1.2176 
-560;-14.3949 ;-14.2733 ;-0.1216 ;-0.0535 ;-0.0510 ;0.0025 ;-15.6122 ;-1.2174 
-559;-14.3414 ;-14.2223 ;-0.1191 ;-0.0534 ;-0.0509 ;0.0025 ;-15.5584 ;-1.2170 
-558;-14.2880 ;-14.1715 ;-0.1166 ;-0.0533 ;-0.0508 ;0.0025 ;-15.4374 ;-1.1494 
-557;-14.2347 ;-14.1207 ;-0.1141 ;-0.0532 ;-0.0507 ;0.0025 ;-15.3845 ;-1.1497 
-556;-14.1816 ;-14.0700 ;-0.1116 ;-0.0531 ;-0.0506 ;0.0025 ;-15.3315 ;-1.1499 
-555;-14.1285 ;-14.0194 ;-0.1091 ;-0.0530 ;-0.0506 ;0.0024 ;-15.2786 ;-1.1501 
-554;-14.0756 ;-13.9689 ;-0.1067 ;-0.0529 ;-0.0505 ;0.0024 ;-15.2256 ;-1.1500 
-553;-14.0228 ;-13.9185 ;-0.1043 ;-0.0528 ;-0.0504 ;0.0024 ;-15.1727 ;-1.1499 
-552;-13.9700 ;-13.8681 ;-0.1019 ;-0.0527 ;-0.0503 ;0.0024 ;-15.1198 ;-1.1497 
-551;-13.9174 ;-13.8179 ;-0.0995 ;-0.0526 ;-0.0502 ;0.0024 ;-15.0668 ;-1.1494 
-550;-13.8649 ;-13.7678 ;-0.0972 ;-0.0524 ;-0.0501 ;0.0023 ;-14.9491 ;-1.0841 
-549;-13.8126 ;-13.7177 ;-0.0948 ;-0.0523 ;-0.0500 ;0.0023 ;-14.8970 ;-1.0845 
-548;-13.7603 ;-13.6678 ;-0.0925 ;-0.0522 ;-0.0499 ;0.0023 ;-14.8450 ;-1.0847 
-547;-13.7081 ;-13.6179 ;-0.0902 ;-0.0521 ;-0.0498 ;0.0023 ;-14.7929 ;-1.0848 
-546;-13.6561 ;-13.5681 ;-0.0879 ;-0.0520 ;-0.0497 ;0.0023 ;-14.7408 ;-1.0848 
-545;-13.6041 ;-13.5184 ;-0.0857 ;-0.0519 ;-0.0496 ;0.0023 ;-14.6888 ;-1.0847 
-544;-13.5523 ;-13.4688 ;-0.0834 ;-0.0518 ;-0.0495 ;0.0022 ;-14.6367 ;-1.0845 
-543;-13.5005 ;-13.4193 ;-0.0812 ;-0.0517 ;-0.0495 ;0.0022 ;-14.5847 ;-1.0841 
-542;-13.4489 ;-13.3699 ;-0.0790 ;-0.0516 ;-0.0494 ;0.0022 ;-14.4709 ;-1.0220 
-541;-13.3974 ;-13.3206 ;-0.0768 ;-0.0515 ;-0.0493 ;0.0022 ;-14.4197 ;-1.0223 
-540;-13.3460 ;-13.2714 ;-0.0746 ;-0.0513 ;-0.0492 ;0.0022 ;-14.3686 ;-1.0226 
-539;-13.2947 ;-13.2222 ;-0.0725 ;-0.0512 ;-0.0491 ;0.0021 ;-14.3174 ;-1.0227 
-538;-13.2435 ;-13.1732 ;-0.0704 ;-0.0511 ;-0.0490 ;0.0021 ;-14.2662 ;-1.0227 
-537;-13.1925 ;-13.1242 ;-0.0682 ;-0.0510 ;-0.0489 ;0.0021 ;-14.2150 ;-1.0226 
-536;-13.1415 ;-13.0754 ;-0.0661 ;-0.0509 ;-0.0488 ;0.0021 ;-14.1638 ;-1.0223 
-535;-13.0907 ;-13.0266 ;-0.0641 ;-0.0508 ;-0.0487 ;0.0021 ;-14.1127 ;-1.0220 
-534;-13.0399 ;-12.9779 ;-0.0620 ;-0.0507 ;-0.0486 ;0.0021 ;-14.0029 ;-0.9630 
-533;-12.9893 ;-12.9293 ;-0.0600 ;-0.0506 ;-0.0485 ;0.0020 ;-13.9526 ;-0.9633 
-532;-12.9387 ;-12.8808 ;-0.0579 ;-0.0505 ;-0.0485 ;0.0020 ;-13.9022 ;-0.9635 
-531;-12.8883 ;-12.8324 ;-0.0559 ;-0.0504 ;-0.0484 ;0.0020 ;-13.8519 ;-0.9636 
-530;-12.8380 ;-12.7841 ;-0.0539 ;-0.0503 ;-0.0483 ;0.0020 ;-13.8016 ;-0.9636 
-529;-12.7878 ;-12.7359 ;-0.0519 ;-0.0501 ;-0.0482 ;0.0020 ;-13.7513 ;-0.9635 
-528;-12.7377 ;-12.6877 ;-0.0500 ;-0.0500 ;-0.0481 ;0.0020 ;-13.7010 ;-0.9633 
-527;-12.6877 ;-12.6397 ;-0.0480 ;-0.0499 ;-0.0480 ;0.0019 ;-13.6507 ;-0.9630 
-526;-12.6379 ;-12.5918 ;-0.0461 ;-0.0498 ;-0.0479 ;0.0019 ;-13.5440 ;-0.9062 
-525;-12.5881 ;-12.5439 ;-0.0442 ;-0.0497 ;-0.0478 ;0.0019 ;-13.4946 ;-0.9065 
-524;-12.5384 ;-12.4961 ;-0.0423 ;-0.0496 ;-0.0477 ;0.0019 ;-13.4451 ;-0.9067 
-523;-12.4889 ;-12.4485 ;-0.0404 ;-0.0495 ;-0.0476 ;0.0019 ;-13.3957 ;-0.9068 
-522;-12.4394 ;-12.4009 ;-0.0386 ;-0.0494 ;-0.0475 ;0.0019 ;-13.3462 ;-0.9068 
-521;-12.3901 ;-12.3534 ;-0.0367 ;-0.0493 ;-0.0474 ;0.0018 ;-13.2968 ;-0.9067 
-520;-12.3409 ;-12.3060 ;-0.0349 ;-0.0492 ;-0.0474 ;0.0018 ;-13.2474 ;-0.9065 
-519;-12.2917 ;-12.2587 ;-0.0331 ;-0.0491 ;-0.0473 ;0.0018 ;-13.1979 ;-0.9062 
-518;-12.2427 ;-12.2114 ;-0.0313 ;-0.0490 ;-0.0472 ;0.0018 ;-13.0944 ;-0.8516 
-517;-12.1938 ;-12.1643 ;-0.0295 ;-0.0489 ;-0.0471 ;0.0018 ;-13.0458 ;-0.8519 
-516;-12.1450 ;-12.1173 ;-0.0278 ;-0.0487 ;-0.0470 ;0.0018 ;-12.9972 ;-0.8522 
-515;-12.0963 ;-12.0703 ;-0.0260 ;-0.0486 ;-0.0469 ;0.0017 ;-12.9486 ;-0.8523 
-514;-12.0478 ;-12.0235 ;-0.0243 ;-0.0485 ;-0.0468 ;0.0017 ;-12.9000 ;-0.8523 
-513;-11.9993 ;-11.9767 ;-0.0226 ;-0.0484 ;-0.0467 ;0.0017 ;-12.8514 ;-0.8522 
-512;-11.9509 ;-11.9300 ;-0.0209 ;-0.0483 ;-0.0466 ;0.0017 ;-12.8028 ;-0.8519 
-511;-11.9026 ;-11.8835 ;-0.0192 ;-0.0482 ;-0.0465 ;0.0017 ;-12.7543 ;-0.8516 
-510;-11.8545 ;-11.8370 ;-0.0175 ;-0.0481 ;-0.0464 ;0.0017 ;-12.6545 ;-0.8000 
-509;-11.8064 ;-11.7906 ;-0.0159 ;-0.0480 ;-0.0464 ;0.0016 ;-12.6068 ;-0.8003 
-508;-11.7585 ;-11.7443 ;-0.0142 ;-0.0479 ;-0.0463 ;0.0016 ;-12.5590 ;-0.8005 
-507;-11.7107 ;-11.6980 ;-0.0126 ;-0.0478 ;-0.0462 ;0.0016 ;-12.5113 ;-0.8007 
-506;-11.6629 ;-11.6519 ;-0.0110 ;-0.0477 ;-0.0461 ;0.0016 ;-12.4636 ;-0.8007 
-505;-11.6153 ;-11.6059 ;-0.0094 ;-0.0476 ;-0.0460 ;0.0016 ;-12.4159 ;-0.8006 
-504;-11.5678 ;-11.5599 ;-0.0079 ;-0.0475 ;-0.0459 ;0.0016 ;-12.3681 ;-0.8003 
-503;-11.5204 ;-11.5141 ;-0.0063 ;-0.0474 ;-0.0458 ;0.0015 ;-12.3204 ;-0.8000 
-502;-11.4731 ;-11.4683 ;-0.0048 ;-0.0472 ;-0.0457 ;0.0015 ;-12.2237 ;-0.7506 
-501;-11.4259 ;-11.4227 ;-0.0032 ;-0.0471 ;-0.0456 ;0.0015 ;-12.1768 ;-0.7509 
-500;-11.3788 ;-11.3771 ;-0.0017 ;-0.0470 ;-0.0455 ;0.0015 ;-12.1299 ;-0.7511 
-499;-11.3318 ;-11.3316 ;-0.0002 ;-0.0469 ;-0.0454 ;0.0015 ;-12.0830 ;-0.7512 
-498;-11.2850 ;-11.2862 ;0.0012 ;-0.0468 ;-0.0453 ;0.0015 ;-12.0362 ;-0.7512 
-497;-11.2382 ;-11.2409 ;0.0027 ;-0.0467 ;-0.0453 ;0.0015 ;-11.9893 ;-0.7511 
-496;-11.1915 ;-11.1957 ;0.0042 ;-0.0466 ;-0.0452 ;0.0014 ;-11.9424 ;-0.7509 
-495;-11.1450 ;-11.1506 ;0.0056 ;-0.0465 ;-0.0451 ;0.0014 ;-11.8955 ;-0.7506 
-494;-11.0985 ;-11.1055 ;0.0070 ;-0.0464 ;-0.0450 ;0.0014 ;-11.8018 ;-0.7033 
-493;-11.0522 ;-11.0606 ;0.0084 ;-0.0463 ;-0.0449 ;0.0014 ;-11.7558 ;-0.7036 
-492;-11.0059 ;-11.0157 ;0.0098 ;-0.0462 ;-0.0448 ;0.0014 ;-11.7097 ;-0.7038 
-491;-10.9598 ;-10.9710 ;0.0112 ;-0.0461 ;-0.0447 ;0.0014 ;-11.6637 ;-0.7039 
-490;-10.9138 ;-10.9263 ;0.0126 ;-0.0460 ;-0.0446 ;0.0014 ;-11.6177 ;-0.7039 
-489;-10.8678 ;-10.8817 ;0.0139 ;-0.0459 ;-0.0445 ;0.0013 ;-11.5716 ;-0.7038 
-488;-10.8220 ;-10.8373 ;0.0153 ;-0.0458 ;-0.0444 ;0.0013 ;-11.5256 ;-0.7036 
-487;-10.7763 ;-10.7929 ;0.0166 ;-0.0457 ;-0.0443 ;0.0013 ;-11.4796 ;-0.7033 
-486;-10.7307 ;-10.7486 ;0.0179 ;-0.0456 ;-0.0443 ;0.0013 ;-11.3895 ;-0.6588 
-485;-10.6852 ;-10.7044 ;0.0192 ;-0.0455 ;-0.0442 ;0.0013 ;-11.3443 ;-0.6591 
-484;-10.6398 ;-10.6602 ;0.0205 ;-0.0453 ;-0.0441 ;0.0013 ;-11.2991 ;-0.6593 
-483;-10.5945 ;-10.6162 ;0.0217 ;-0.0452 ;-0.0440 ;0.0013 ;-11.2539 ;-0.6594 
-482;-10.5493 ;-10.5723 ;0.0230 ;-0.0451 ;-0.0439 ;0.0012 ;-11.2087 ;-0.6594 
-481;-10.5042 ;-10.5284 ;0.0242 ;-0.0450 ;-0.0438 ;0.0012 ;-11.1635 ;-0.6593 
-480;-10.4593 ;-10.4847 ;0.0254 ;-0.0449 ;-0.0437 ;0.0012 ;-11.1184 ;-0.6591 
-479;-10.4144 ;-10.4410 ;0.0267 ;-0.0448 ;-0.0436 ;0.0012 ;-11.0732 ;-0.6588 
-478;-10.3696 ;-10.3975 ;0.0279 ;-0.0447 ;-0.0435 ;0.0012 ;-10.9853 ;-0.6157 
-477;-10.3249 ;-10.3540 ;0.0290 ;-0.0446 ;-0.0434 ;0.0012 ;-10.9409 ;-0.6160 
-476;-10.2804 ;-10.3106 ;0.0302 ;-0.0445 ;-0.0433 ;0.0012 ;-10.8966 ;-0.6162 
-475;-10.2359 ;-10.2673 ;0.0314 ;-0.0444 ;-0.0433 ;0.0012 ;-10.8522 ;-0.6163 
-474;-10.1916 ;-10.2241 ;0.0325 ;-0.0443 ;-0.0432 ;0.0011 ;-10.8079 ;-0.6163 
-473;-10.1473 ;-10.1810 ;0.0336 ;-0.0442 ;-0.0431 ;0.0011 ;-10.7635 ;-0.6162 
-472;-10.1032 ;-10.1380 ;0.0348 ;-0.0441 ;-0.0430 ;0.0011 ;-10.7192 ;-0.6160 
-471;-10.0592 ;-10.0950 ;0.0359 ;-0.0440 ;-0.0429 ;0.0011 ;-10.6748 ;-0.6157 
-470;-10.0152 ;-10.0522 ;0.0370 ;-0.0439 ;-0.0428 ;0.0011 ;-10.5904 ;-0.5752 
-469;-9.9714 ;-10.0094 ;0.0380 ;-0.0438 ;-0.0427 ;0.0011 ;-10.5469 ;-0.5755 
-468;-9.9277 ;-9.9668 ;0.0391 ;-0.0437 ;-0.0426 ;0.0011 ;-10.5033 ;-0.5757 
-467;-9.8840 ;-9.9242 ;0.0402 ;-0.0436 ;-0.0425 ;0.0010 ;-10.4598 ;-0.5758 
-466;-9.8405 ;-9.8817 ;0.0412 ;-0.0435 ;-0.0424 ;0.0010 ;-10.4163 ;-0.5758 
-465;-9.7971 ;-9.8393 ;0.0422 ;-0.0434 ;-0.0423 ;0.0010 ;-10.3728 ;-0.5757 
-464;-9.7538 ;-9.7971 ;0.0432 ;-0.0433 ;-0.0422 ;0.0010 ;-10.3293 ;-0.5755 
-463;-9.7106 ;-9.7548 ;0.0442 ;-0.0432 ;-0.0422 ;0.0010 ;-10.2858 ;-0.5752 
-462;-9.6675 ;-9.7127 ;0.0452 ;-0.0431 ;-0.0421 ;0.0010 ;-10.2042 ;-0.5367 
-461;-9.6245 ;-9.6707 ;0.0462 ;-0.0429 ;-0.0420 ;0.0010 ;-10.1615 ;-0.5370 
-460;-9.5816 ;-9.6288 ;0.0472 ;-0.0428 ;-0.0419 ;0.0010 ;-10.1188 ;-0.5372 
-459;-9.5388 ;-9.5870 ;0.0481 ;-0.0427 ;-0.0418 ;0.0009 ;-10.0761 ;-0.5373 
-458;-9.4961 ;-9.5452 ;0.0491 ;-0.0426 ;-0.0417 ;0.0009 ;-10.0334 ;-0.5373 
-457;-9.4535 ;-9.5036 ;0.0500 ;-0.0425 ;-0.0416 ;0.0009 ;-9.9908 ;-0.5372 
-456;-9.4111 ;-9.4620 ;0.0509 ;-0.0424 ;-0.0415 ;0.0009 ;-9.9481 ;-0.5370 
-455;-9.3687 ;-9.4205 ;0.0518 ;-0.0423 ;-0.0414 ;0.0009 ;-9.9054 ;-0.5367 
-454;-9.3264 ;-9.3791 ;0.0527 ;-0.0422 ;-0.0413 ;0.0009 ;-9.8265 ;-0.5001 
-453;-9.2842 ;-9.3378 ;0.0536 ;-0.0421 ;-0.0412 ;0.0009 ;-9.7847 ;-0.5004 
-452;-9.2422 ;-9.2966 ;0.0545 ;-0.0420 ;-0.0412 ;0.0009 ;-9.7428 ;-0.5006 
-451;-9.2002 ;-9.2555 ;0.0553 ;-0.0419 ;-0.0411 ;0.0009 ;-9.7009 ;-0.5007 
-450;-9.1583 ;-9.2145 ;0.0562 ;-0.0418 ;-0.0410 ;0.0008 ;-9.6591 ;-0.5007 
-449;-9.1166 ;-9.1736 ;0.0570 ;-0.0417 ;-0.0409 ;0.0008 ;-9.6172 ;-0.5006 
-448;-9.0749 ;-9.1328 ;0.0578 ;-0.0416 ;-0.0408 ;0.0008 ;-9.5754 ;-0.5004 
-447;-9.0334 ;-9.0920 ;0.0587 ;-0.0415 ;-0.0407 ;0.0008 ;-9.5335 ;-0.5001 
-446;-8.9919 ;-9.0514 ;0.0595 ;-0.0414 ;-0.0406 ;0.0008 ;-9.4574 ;-0.4655 
-445;-8.9506 ;-9.0108 ;0.0603 ;-0.0413 ;-0.0405 ;0.0008 ;-9.4164 ;-0.4658 
-444;-8.9093 ;-8.9703 ;0.0610 ;-0.0412 ;-0.0404 ;0.0008 ;-9.3753 ;-0.4660 
-443;-8.8682 ;-8.9300 ;0.0618 ;-0.0411 ;-0.0403 ;0.0008 ;-9.3343 ;-0.4661 
-442;-8.8271 ;-8.8897 ;0.0626 ;-0.0410 ;-0.0402 ;0.0008 ;-9.2932 ;-0.4661 
-441;-8.7862 ;-8.8495 ;0.0633 ;-0.0409 ;-0.0401 ;0.0007 ;-9.2522 ;-0.4660 
-440;-8.7453 ;-8.8094 ;0.0640 ;-0.0408 ;-0.0401 ;0.0007 ;-9.2111 ;-0.4658 
-439;-8.7046 ;-8.7694 ;0.0648 ;-0.0407 ;-0.0400 ;0.0007 ;-9.1701 ;-0.4655 
-438;-8.6640 ;-8.7294 ;0.0655 ;-0.0406 ;-0.0399 ;0.0007 ;-9.0967 ;-0.4327 
-437;-8.6234 ;-8.6896 ;0.0662 ;-0.0405 ;-0.0398 ;0.0007 ;-9.0564 ;-0.4330 
-436;-8.5830 ;-8.6499 ;0.0669 ;-0.0404 ;-0.0397 ;0.0007 ;-9.0162 ;-0.4332 
-435;-8.5427 ;-8.6102 ;0.0675 ;-0.0403 ;-0.0396 ;0.0007 ;-8.9760 ;-0.4333 
-434;-8.5025 ;-8.5707 ;0.0682 ;-0.0402 ;-0.0395 ;0.0007 ;-8.9358 ;-0.4333 
-433;-8.4623 ;-8.5312 ;0.0689 ;-0.0401 ;-0.0394 ;0.0007 ;-8.8955 ;-0.4332 
-432;-8.4223 ;-8.4918 ;0.0695 ;-0.0400 ;-0.0393 ;0.0006 ;-8.8553 ;-0.4330 
-431;-8.3824 ;-8.4525 ;0.0702 ;-0.0399 ;-0.0392 ;0.0006 ;-8.8151 ;-0.4327 
-430;-8.3426 ;-8.4133 ;0.0708 ;-0.0398 ;-0.0391 ;0.0006 ;-8.7442 ;-0.4016 
-429;-8.3028 ;-8.3742 ;0.0714 ;-0.0397 ;-0.0391 ;0.0006 ;-8.7048 ;-0.4019 
-428;-8.2632 ;-8.3352 ;0.0720 ;-0.0396 ;-0.0390 ;0.0006 ;-8.6654 ;-0.4021 
-427;-8.2237 ;-8.2963 ;0.0726 ;-0.0395 ;-0.0389 ;0.0006 ;-8.6259 ;-0.4022 
-426;-8.1843 ;-8.2575 ;0.0732 ;-0.0394 ;-0.0388 ;0.0006 ;-8.5865 ;-0.4022 
-425;-8.1450 ;-8.2188 ;0.0738 ;-0.0393 ;-0.0387 ;0.0006 ;-8.5471 ;-0.4021 
-424;-8.1058 ;-8.1801 ;0.0743 ;-0.0392 ;-0.0386 ;0.0006 ;-8.5077 ;-0.4019 
-423;-8.0667 ;-8.1416 ;0.0749 ;-0.0391 ;-0.0385 ;0.0006 ;-8.4683 ;-0.4016 
-422;-8.0276 ;-8.1031 ;0.0754 ;-0.0390 ;-0.0384 ;0.0005 ;-8.3999 ;-0.3722 
-421;-7.9887 ;-8.0647 ;0.0760 ;-0.0389 ;-0.0383 ;0.0005 ;-8.3613 ;-0.3725 
-420;-7.9499 ;-8.0264 ;0.0765 ;-0.0388 ;-0.0382 ;0.0005 ;-8.3226 ;-0.3727 
-419;-7.9112 ;-7.9883 ;0.0770 ;-0.0387 ;-0.0381 ;0.0005 ;-8.2840 ;-0.3728 
-418;-7.8726 ;-7.9502 ;0.0775 ;-0.0386 ;-0.0381 ;0.0005 ;-8.2454 ;-0.3728 
-417;-7.8341 ;-7.9121 ;0.0780 ;-0.0385 ;-0.0380 ;0.0005 ;-8.2068 ;-0.3727 
-416;-7.7957 ;-7.8742 ;0.0785 ;-0.0384 ;-0.0379 ;0.0005 ;-8.1682 ;-0.3725 
-415;-7.7574 ;-7.8364 ;0.0790 ;-0.0383 ;-0.0378 ;0.0005 ;-8.1296 ;-0.3722 
-414;-7.7192 ;-7.7987 ;0.0795 ;-0.0382 ;-0.0377 ;0.0005 ;-8.0638 ;-0.3446 
-413;-7.6811 ;-7.7610 ;0.0799 ;-0.0381 ;-0.0376 ;0.0005 ;-8.0260 ;-0.3449 
-412;-7.6431 ;-7.7235 ;0.0804 ;-0.0380 ;-0.0375 ;0.0004 ;-7.9882 ;-0.3451 
-411;-7.6052 ;-7.6860 ;0.0808 ;-0.0379 ;-0.0374 ;0.0004 ;-7.9504 ;-0.3452 
-410;-7.5674 ;-7.6486 ;0.0813 ;-0.0378 ;-0.0373 ;0.0004 ;-7.9126 ;-0.3452 
-409;-7.5297 ;-7.6114 ;0.0817 ;-0.0377 ;-0.0372 ;0.0004 ;-7.8748 ;-0.3451 
-408;-7.4921 ;-7.5742 ;0.0821 ;-0.0376 ;-0.0371 ;0.0004 ;-7.8370 ;-0.3449 
-407;-7.4546 ;-7.5371 ;0.0825 ;-0.0375 ;-0.0370 ;0.0004 ;-7.7992 ;-0.3446 
-406;-7.4172 ;-7.5001 ;0.0829 ;-0.0374 ;-0.0370 ;0.0004 ;-7.7356 ;-0.3184 
-405;-7.3799 ;-7.4632 ;0.0833 ;-0.0373 ;-0.0369 ;0.0004 ;-7.6986 ;-0.3187 
-404;-7.3427 ;-7.4263 ;0.0837 ;-0.0372 ;-0.0368 ;0.0004 ;-7.6616 ;-0.3189 
-403;-7.3056 ;-7.3896 ;0.0840 ;-0.0371 ;-0.0367 ;0.0004 ;-7.6246 ;-0.3190 
-402;-7.2686 ;-7.3530 ;0.0844 ;-0.0370 ;-0.0366 ;0.0004 ;-7.5876 ;-0.3190 
-401;-7.2317 ;-7.3164 ;0.0848 ;-0.0369 ;-0.0365 ;0.0003 ;-7.5506 ;-0.3189 
-400;-7.1949 ;-7.2800 ;0.0851 ;-0.0368 ;-0.0364 ;0.0003 ;-7.5136 ;-0.3187 
-399;-7.1582 ;-7.2436 ;0.0854 ;-0.0367 ;-0.0363 ;0.0003 ;-7.4766 ;-0.3184 
-398;-7.1216 ;-7.2073 ;0.0858 ;-0.0366 ;-0.0362 ;0.0003 ;-7.4153 ;-0.2938 
-397;-7.0851 ;-7.1711 ;0.0861 ;-0.0365 ;-0.0361 ;0.0003 ;-7.3791 ;-0.2941 
-396;-7.0486 ;-7.1351 ;0.0864 ;-0.0364 ;-0.0360 ;0.0003 ;-7.3429 ;-0.2943 
-395;-7.0123 ;-7.0991 ;0.0867 ;-0.0363 ;-0.0360 ;0.0003 ;-7.3067 ;-0.2944 
-394;-6.9761 ;-7.0631 ;0.0870 ;-0.0362 ;-0.0359 ;0.0003 ;-7.2705 ;-0.2944 
-393;-6.9400 ;-7.0273 ;0.0873 ;-0.0361 ;-0.0358 ;0.0003 ;-7.2343 ;-0.2943 
-392;-6.9040 ;-6.9916 ;0.0876 ;-0.0360 ;-0.0357 ;0.0003 ;-7.1981 ;-0.2941 
-391;-6.8681 ;-6.9560 ;0.0878 ;-0.0359 ;-0.0356 ;0.0003 ;-7.1619 ;-0.2938 
-390;-6.8323 ;-6.9204 ;0.0881 ;-0.0358 ;-0.0355 ;0.0003 ;-7.1029 ;-0.2706 
-389;-6.7966 ;-6.8850 ;0.0884 ;-0.0357 ;-0.0354 ;0.0003 ;-7.0675 ;-0.2709 
-388;-6.7610 ;-6.8496 ;0.0886 ;-0.0356 ;-0.0353 ;0.0002 ;-7.0321 ;-0.2711 
-387;-6.7255 ;-6.8143 ;0.0888 ;-0.0355 ;-0.0352 ;0.0002 ;-6.9966 ;-0.2712 
-386;-6.6901 ;-6.7791 ;0.0891 ;-0.0354 ;-0.0351 ;0.0002 ;-6.9612 ;-0.2712 
-385;-6.6548 ;-6.7440 ;0.0893 ;-0.0353 ;-0.0350 ;0.0002 ;-6.9258 ;-0.2711 
-384;-6.6195 ;-6.7090 ;0.0895 ;-0.0352 ;-0.0350 ;0.0002 ;-6.8904 ;-0.2709 
-383;-6.5844 ;-6.6741 ;0.0897 ;-0.0351 ;-0.0349 ;0.0002 ;-6.8550 ;-0.2706 
-382;-6.5494 ;-6.6393 ;0.0899 ;-0.0350 ;-0.0348 ;0.0002 ;-6.7982 ;-0.2488 
-381;-6.5145 ;-6.6046 ;0.0901 ;-0.0349 ;-0.0347 ;0.0002 ;-6.7635 ;-0.2491 
-380;-6.4797 ;-6.5700 ;0.0903 ;-0.0348 ;-0.0346 ;0.0002 ;-6.7289 ;-0.2493 
-379;-6.4449 ;-6.5354 ;0.0905 ;-0.0347 ;-0.0345 ;0.0002 ;-6.6943 ;-0.2494 
-378;-6.4103 ;-6.5010 ;0.0906 ;-0.0346 ;-0.0344 ;0.0002 ;-6.6597 ;-0.2494 
-377;-6.3758 ;-6.4666 ;0.0908 ;-0.0345 ;-0.0343 ;0.0002 ;-6.6250 ;-0.2493 
-376;-6.3414 ;-6.4323 ;0.0910 ;-0.0344 ;-0.0342 ;0.0002 ;-6.5904 ;-0.2491 
-375;-6.3070 ;-6.3982 ;0.0911 ;-0.0343 ;-0.0341 ;0.0001 ;-6.5558 ;-0.2488 
