R;Z;BFS_Sag;CRD;Slope;BFS_Slope;Slope_Delta;One_fiber_coverage;delta_z1
-157;-1.0881 ;-1.1212 ;0.0331 ;-0.0139 ;-0.0143 ;0.0004 ;-1.0945 ;-0.0064 
-156;-1.0743 ;-1.1070 ;0.0327 ;-0.0138 ;-0.0142 ;0.0004 ;-1.0809 ;-0.0066 
-155;-1.0605 ;-1.0928 ;0.0323 ;-0.0137 ;-0.0141 ;0.0004 ;-1.0672 ;-0.0067 
-154;-1.0468 ;-1.0788 ;0.0320 ;-0.0136 ;-0.0140 ;0.0004 ;-1.0535 ;-0.0067 
-153;-1.0332 ;-1.0648 ;0.0316 ;-0.0135 ;-0.0139 ;0.0004 ;-1.0398 ;-0.0066 
-152;-1.0197 ;-1.0509 ;0.0312 ;-0.0135 ;-0.0138 ;0.0004 ;-1.0261 ;-0.0064 
-151;-1.0063 ;-1.0371 ;0.0309 ;-0.0134 ;-0.0137 ;0.0004 ;-1.0124 ;-0.0061 
-150;-0.9930 ;-1.0235 ;0.0305 ;-0.0133 ;-0.0136 ;0.0004 ;-0.9978 ;-0.0048 
-149;-0.9797 ;-1.0099 ;0.0301 ;-0.0132 ;-0.0136 ;0.0004 ;-0.9848 ;-0.0051 
-148;-0.9666 ;-0.9963 ;0.0298 ;-0.0131 ;-0.0135 ;0.0004 ;-0.9719 ;-0.0053 
-147;-0.9535 ;-0.9829 ;0.0294 ;-0.0130 ;-0.0134 ;0.0004 ;-0.9589 ;-0.0054 
-146;-0.9406 ;-0.9696 ;0.0290 ;-0.0129 ;-0.0133 ;0.0004 ;-0.9459 ;-0.0054 
-145;-0.9277 ;-0.9564 ;0.0287 ;-0.0128 ;-0.0132 ;0.0004 ;-0.9330 ;-0.0053 
-144;-0.9149 ;-0.9432 ;0.0283 ;-0.0127 ;-0.0131 ;0.0004 ;-0.9200 ;-0.0051 
-143;-0.9022 ;-0.9302 ;0.0280 ;-0.0127 ;-0.0130 ;0.0004 ;-0.9070 ;-0.0048 
-142;-0.8896 ;-0.9172 ;0.0276 ;-0.0126 ;-0.0129 ;0.0004 ;-0.8933 ;-0.0037 
-141;-0.8771 ;-0.9043 ;0.0273 ;-0.0125 ;-0.0128 ;0.0004 ;-0.8810 ;-0.0040 
-140;-0.8646 ;-0.8915 ;0.0269 ;-0.0124 ;-0.0127 ;0.0004 ;-0.8688 ;-0.0041 
-139;-0.8523 ;-0.8788 ;0.0266 ;-0.0123 ;-0.0126 ;0.0003 ;-0.8565 ;-0.0042 
-138;-0.8400 ;-0.8662 ;0.0262 ;-0.0122 ;-0.0126 ;0.0003 ;-0.8443 ;-0.0042 
-137;-0.8279 ;-0.8537 ;0.0259 ;-0.0121 ;-0.0125 ;0.0003 ;-0.8320 ;-0.0041 
-136;-0.8158 ;-0.8413 ;0.0255 ;-0.0120 ;-0.0124 ;0.0003 ;-0.8198 ;-0.0040 
-135;-0.8038 ;-0.8290 ;0.0252 ;-0.0119 ;-0.0123 ;0.0003 ;-0.8075 ;-0.0037 
-134;-0.7919 ;-0.8168 ;0.0248 ;-0.0118 ;-0.0122 ;0.0003 ;-0.7947 ;-0.0028 
-133;-0.7801 ;-0.8046 ;0.0245 ;-0.0118 ;-0.0121 ;0.0003 ;-0.7831 ;-0.0030 
-132;-0.7684 ;-0.7926 ;0.0241 ;-0.0117 ;-0.0120 ;0.0003 ;-0.7716 ;-0.0032 
-131;-0.7568 ;-0.7806 ;0.0238 ;-0.0116 ;-0.0119 ;0.0003 ;-0.7601 ;-0.0033 
-130;-0.7453 ;-0.7687 ;0.0235 ;-0.0115 ;-0.0118 ;0.0003 ;-0.7485 ;-0.0033 
-129;-0.7338 ;-0.7569 ;0.0231 ;-0.0114 ;-0.0117 ;0.0003 ;-0.7370 ;-0.0032 
-128;-0.7224 ;-0.7452 ;0.0228 ;-0.0113 ;-0.0116 ;0.0003 ;-0.7255 ;-0.0030 
-127;-0.7112 ;-0.7336 ;0.0225 ;-0.0112 ;-0.0116 ;0.0003 ;-0.7139 ;-0.0028 
-126;-0.7000 ;-0.7221 ;0.0221 ;-0.0111 ;-0.0115 ;0.0003 ;-0.7020 ;-0.0020 
-125;-0.6889 ;-0.7107 ;0.0218 ;-0.0110 ;-0.0114 ;0.0003 ;-0.6911 ;-0.0022 
-124;-0.6779 ;-0.6994 ;0.0215 ;-0.0110 ;-0.0113 ;0.0003 ;-0.6803 ;-0.0024 
-123;-0.6670 ;-0.6882 ;0.0212 ;-0.0109 ;-0.0112 ;0.0003 ;-0.6695 ;-0.0025 
-122;-0.6562 ;-0.6770 ;0.0208 ;-0.0108 ;-0.0111 ;0.0003 ;-0.6587 ;-0.0025 
-121;-0.6454 ;-0.6660 ;0.0205 ;-0.0107 ;-0.0110 ;0.0003 ;-0.6478 ;-0.0024 
-120;-0.6348 ;-0.6550 ;0.0202 ;-0.0106 ;-0.0109 ;0.0003 ;-0.6370 ;-0.0022 
-119;-0.6242 ;-0.6441 ;0.0199 ;-0.0105 ;-0.0108 ;0.0003 ;-0.6262 ;-0.0020 
-118;-0.6138 ;-0.6333 ;0.0196 ;-0.0104 ;-0.0107 ;0.0003 ;-0.6151 ;-0.0013 
-117;-0.6034 ;-0.6227 ;0.0193 ;-0.0103 ;-0.0106 ;0.0003 ;-0.6050 ;-0.0016 
-116;-0.5931 ;-0.6121 ;0.0190 ;-0.0102 ;-0.0106 ;0.0003 ;-0.5949 ;-0.0018 
-115;-0.5829 ;-0.6016 ;0.0187 ;-0.0102 ;-0.0105 ;0.0003 ;-0.5847 ;-0.0018 
-114;-0.5728 ;-0.5911 ;0.0184 ;-0.0101 ;-0.0104 ;0.0003 ;-0.5746 ;-0.0018 
-113;-0.5628 ;-0.5808 ;0.0180 ;-0.0100 ;-0.0103 ;0.0003 ;-0.5645 ;-0.0018 
-112;-0.5528 ;-0.5706 ;0.0177 ;-0.0099 ;-0.0102 ;0.0003 ;-0.5544 ;-0.0016 
-111;-0.5430 ;-0.5604 ;0.0174 ;-0.0098 ;-0.0101 ;0.0003 ;-0.5443 ;-0.0013 
-110;-0.5332 ;-0.5504 ;0.0172 ;-0.0097 ;-0.0100 ;0.0003 ;-0.5340 ;-0.0008 
-109;-0.5236 ;-0.5404 ;0.0169 ;-0.0096 ;-0.0099 ;0.0003 ;-0.5246 ;-0.0011 
-108;-0.5140 ;-0.5305 ;0.0166 ;-0.0095 ;-0.0098 ;0.0003 ;-0.5152 ;-0.0012 
-107;-0.5045 ;-0.5208 ;0.0163 ;-0.0094 ;-0.0097 ;0.0003 ;-0.5058 ;-0.0013 
-106;-0.4951 ;-0.5111 ;0.0160 ;-0.0094 ;-0.0096 ;0.0003 ;-0.4964 ;-0.0013 
-105;-0.4858 ;-0.5015 ;0.0157 ;-0.0093 ;-0.0096 ;0.0003 ;-0.4870 ;-0.0012 
-104;-0.4766 ;-0.4920 ;0.0154 ;-0.0092 ;-0.0095 ;0.0003 ;-0.4776 ;-0.0011 
-103;-0.4674 ;-0.4826 ;0.0151 ;-0.0091 ;-0.0094 ;0.0003 ;-0.4682 ;-0.0008 
-102;-0.4584 ;-0.4732 ;0.0149 ;-0.0090 ;-0.0093 ;0.0003 ;-0.4588 ;-0.0004 
-101;-0.4494 ;-0.4640 ;0.0146 ;-0.0089 ;-0.0092 ;0.0003 ;-0.4501 ;-0.0006 
-100;-0.4406 ;-0.4549 ;0.0143 ;-0.0088 ;-0.0091 ;0.0003 ;-0.4414 ;-0.0008 
-99;-0.4318 ;-0.4458 ;0.0140 ;-0.0087 ;-0.0090 ;0.0003 ;-0.4327 ;-0.0009 
-98;-0.4231 ;-0.4368 ;0.0138 ;-0.0086 ;-0.0089 ;0.0003 ;-0.4240 ;-0.0009 
-97;-0.4145 ;-0.4280 ;0.0135 ;-0.0086 ;-0.0088 ;0.0003 ;-0.4153 ;-0.0008 
-96;-0.4060 ;-0.4192 ;0.0132 ;-0.0085 ;-0.0087 ;0.0003 ;-0.4066 ;-0.0006 
-95;-0.3975 ;-0.4105 ;0.0130 ;-0.0084 ;-0.0086 ;0.0003 ;-0.3979 ;-0.0004 
-94;-0.3892 ;-0.4019 ;0.0127 ;-0.0083 ;-0.0086 ;0.0003 ;-0.3893 ;0.0000 
-93;-0.3810 ;-0.3934 ;0.0124 ;-0.0082 ;-0.0085 ;0.0003 ;-0.3813 ;-0.0003 
-92;-0.3728 ;-0.3850 ;0.0122 ;-0.0081 ;-0.0084 ;0.0003 ;-0.3733 ;-0.0005 
-91;-0.3647 ;-0.3767 ;0.0119 ;-0.0080 ;-0.0083 ;0.0003 ;-0.3653 ;-0.0006 
-90;-0.3568 ;-0.3684 ;0.0117 ;-0.0079 ;-0.0082 ;0.0003 ;-0.3573 ;-0.0006 
-89;-0.3489 ;-0.3603 ;0.0114 ;-0.0078 ;-0.0081 ;0.0002 ;-0.3494 ;-0.0005 
-88;-0.3411 ;-0.3522 ;0.0112 ;-0.0078 ;-0.0080 ;0.0002 ;-0.3414 ;-0.0003 
-87;-0.3333 ;-0.3443 ;0.0109 ;-0.0077 ;-0.0079 ;0.0002 ;-0.3334 ;0.0000 
-86;-0.3257 ;-0.3364 ;0.0107 ;-0.0076 ;-0.0078 ;0.0002 ;-0.3255 ;0.0002 
-85;-0.3182 ;-0.3286 ;0.0105 ;-0.0075 ;-0.0077 ;0.0002 ;-0.3182 ;-0.0001 
-84;-0.3107 ;-0.3209 ;0.0102 ;-0.0074 ;-0.0076 ;0.0002 ;-0.3110 ;-0.0002 
-83;-0.3034 ;-0.3133 ;0.0100 ;-0.0073 ;-0.0076 ;0.0002 ;-0.3037 ;-0.0003 
-82;-0.2961 ;-0.3058 ;0.0097 ;-0.0072 ;-0.0075 ;0.0002 ;-0.2964 ;-0.0003 
-81;-0.2889 ;-0.2984 ;0.0095 ;-0.0071 ;-0.0074 ;0.0002 ;-0.2891 ;-0.0002 
-80;-0.2818 ;-0.2911 ;0.0093 ;-0.0071 ;-0.0073 ;0.0002 ;-0.2819 ;-0.0001 
-79;-0.2748 ;-0.2839 ;0.0091 ;-0.0070 ;-0.0072 ;0.0002 ;-0.2746 ;0.0002 
-78;-0.2679 ;-0.2767 ;0.0088 ;-0.0069 ;-0.0071 ;0.0002 ;-0.2675 ;0.0004 
-77;-0.2611 ;-0.2697 ;0.0086 ;-0.0068 ;-0.0070 ;0.0002 ;-0.2609 ;0.0001 
-76;-0.2543 ;-0.2627 ;0.0084 ;-0.0067 ;-0.0069 ;0.0002 ;-0.2544 ;0.0000 
-75;-0.2477 ;-0.2559 ;0.0082 ;-0.0066 ;-0.0068 ;0.0002 ;-0.2478 ;-0.0001 
-74;-0.2411 ;-0.2491 ;0.0080 ;-0.0065 ;-0.0067 ;0.0002 ;-0.2412 ;-0.0001 
-73;-0.2346 ;-0.2424 ;0.0078 ;-0.0064 ;-0.0066 ;0.0002 ;-0.2347 ;0.0000 
-72;-0.2282 ;-0.2358 ;0.0076 ;-0.0063 ;-0.0065 ;0.0002 ;-0.2281 ;0.0001 
-71;-0.2219 ;-0.2293 ;0.0074 ;-0.0063 ;-0.0065 ;0.0002 ;-0.2215 ;0.0004 
-70;-0.2157 ;-0.2229 ;0.0072 ;-0.0062 ;-0.0064 ;0.0002 ;-0.2152 ;0.0005 
-69;-0.2096 ;-0.2166 ;0.0070 ;-0.0061 ;-0.0063 ;0.0002 ;-0.2093 ;0.0003 
-68;-0.2036 ;-0.2103 ;0.0068 ;-0.0060 ;-0.0062 ;0.0002 ;-0.2035 ;0.0001 
-67;-0.1976 ;-0.2042 ;0.0066 ;-0.0059 ;-0.0061 ;0.0002 ;-0.1976 ;0.0000 
-66;-0.1918 ;-0.1981 ;0.0064 ;-0.0058 ;-0.0060 ;0.0002 ;-0.1918 ;0.0000 
-65;-0.1860 ;-0.1922 ;0.0062 ;-0.0057 ;-0.0059 ;0.0002 ;-0.1859 ;0.0001 
-64;-0.1803 ;-0.1863 ;0.0060 ;-0.0056 ;-0.0058 ;0.0002 ;-0.1800 ;0.0003 
-63;-0.1747 ;-0.1805 ;0.0058 ;-0.0055 ;-0.0057 ;0.0002 ;-0.1742 ;0.0005 
-62;-0.1692 ;-0.1748 ;0.0056 ;-0.0055 ;-0.0056 ;0.0002 ;-0.1686 ;0.0006 
-61;-0.1638 ;-0.1693 ;0.0055 ;-0.0054 ;-0.0055 ;0.0002 ;-0.1634 ;0.0004 
-60;-0.1585 ;-0.1637 ;0.0053 ;-0.0053 ;-0.0055 ;0.0002 ;-0.1583 ;0.0002 
-59;-0.1532 ;-0.1583 ;0.0051 ;-0.0052 ;-0.0054 ;0.0002 ;-0.1531 ;0.0001 
-58;-0.1481 ;-0.1530 ;0.0049 ;-0.0051 ;-0.0053 ;0.0002 ;-0.1480 ;0.0001 
-57;-0.1430 ;-0.1478 ;0.0048 ;-0.0050 ;-0.0052 ;0.0002 ;-0.1428 ;0.0002 
-56;-0.1380 ;-0.1426 ;0.0046 ;-0.0049 ;-0.0051 ;0.0002 ;-0.1377 ;0.0004 
-55;-0.1331 ;-0.1376 ;0.0045 ;-0.0048 ;-0.0050 ;0.0002 ;-0.1325 ;0.0006 
-54;-0.1283 ;-0.1326 ;0.0043 ;-0.0048 ;-0.0049 ;0.0002 ;-0.1276 ;0.0007 
-53;-0.1236 ;-0.1278 ;0.0041 ;-0.0047 ;-0.0048 ;0.0002 ;-0.1232 ;0.0004 
-52;-0.1190 ;-0.1230 ;0.0040 ;-0.0046 ;-0.0047 ;0.0002 ;-0.1188 ;0.0003 
-51;-0.1145 ;-0.1183 ;0.0038 ;-0.0045 ;-0.0046 ;0.0001 ;-0.1143 ;0.0002 
-50;-0.1100 ;-0.1137 ;0.0037 ;-0.0044 ;-0.0045 ;0.0001 ;-0.1099 ;0.0002 
-49;-0.1057 ;-0.1092 ;0.0035 ;-0.0043 ;-0.0045 ;0.0001 ;-0.1054 ;0.0003 
-48;-0.1014 ;-0.1048 ;0.0034 ;-0.0042 ;-0.0044 ;0.0001 ;-0.1010 ;0.0004 
-47;-0.0972 ;-0.1005 ;0.0033 ;-0.0041 ;-0.0043 ;0.0001 ;-0.0965 ;0.0007 
-46;-0.0931 ;-0.0962 ;0.0031 ;-0.0040 ;-0.0042 ;0.0001 ;-0.0924 ;0.0007 
-45;-0.0891 ;-0.0921 ;0.0030 ;-0.0040 ;-0.0041 ;0.0001 ;-0.0886 ;0.0005 
-44;-0.0852 ;-0.0881 ;0.0029 ;-0.0039 ;-0.0040 ;0.0001 ;-0.0849 ;0.0003 
-43;-0.0814 ;-0.0841 ;0.0027 ;-0.0038 ;-0.0039 ;0.0001 ;-0.0812 ;0.0002 
-42;-0.0776 ;-0.0802 ;0.0026 ;-0.0037 ;-0.0038 ;0.0001 ;-0.0774 ;0.0002 
-41;-0.0740 ;-0.0765 ;0.0025 ;-0.0036 ;-0.0037 ;0.0001 ;-0.0737 ;0.0003 
-40;-0.0704 ;-0.0728 ;0.0024 ;-0.0035 ;-0.0036 ;0.0001 ;-0.0699 ;0.0005 
-39;-0.0669 ;-0.0692 ;0.0023 ;-0.0034 ;-0.0035 ;0.0001 ;-0.0662 ;0.0007 
-38;-0.0635 ;-0.0657 ;0.0021 ;-0.0033 ;-0.0035 ;0.0001 ;-0.0628 ;0.0008 
-37;-0.0602 ;-0.0623 ;0.0020 ;-0.0033 ;-0.0034 ;0.0001 ;-0.0598 ;0.0005 
-36;-0.0570 ;-0.0589 ;0.0019 ;-0.0032 ;-0.0033 ;0.0001 ;-0.0567 ;0.0003 
-35;-0.0539 ;-0.0557 ;0.0018 ;-0.0031 ;-0.0032 ;0.0001 ;-0.0537 ;0.0002 
-34;-0.0509 ;-0.0526 ;0.0017 ;-0.0030 ;-0.0031 ;0.0001 ;-0.0506 ;0.0002 
-33;-0.0479 ;-0.0495 ;0.0016 ;-0.0029 ;-0.0030 ;0.0001 ;-0.0476 ;0.0003 
-32;-0.0451 ;-0.0466 ;0.0015 ;-0.0028 ;-0.0029 ;0.0001 ;-0.0446 ;0.0005 
-31;-0.0423 ;-0.0437 ;0.0014 ;-0.0027 ;-0.0028 ;0.0001 ;-0.0415 ;0.0008 
-30;-0.0396 ;-0.0409 ;0.0013 ;-0.0026 ;-0.0027 ;0.0001 ;-0.0388 ;0.0008 
-29;-0.0370 ;-0.0383 ;0.0012 ;-0.0026 ;-0.0026 ;0.0001 ;-0.0365 ;0.0005 
-28;-0.0345 ;-0.0357 ;0.0012 ;-0.0025 ;-0.0025 ;0.0001 ;-0.0342 ;0.0003 
-27;-0.0321 ;-0.0332 ;0.0011 ;-0.0024 ;-0.0025 ;0.0001 ;-0.0318 ;0.0002 
-26;-0.0297 ;-0.0307 ;0.0010 ;-0.0023 ;-0.0024 ;0.0001 ;-0.0295 ;0.0002 
-25;-0.0275 ;-0.0284 ;0.0009 ;-0.0022 ;-0.0023 ;0.0001 ;-0.0272 ;0.0003 
-24;-0.0253 ;-0.0262 ;0.0009 ;-0.0021 ;-0.0022 ;0.0001 ;-0.0248 ;0.0005 
-23;-0.0233 ;-0.0241 ;0.0008 ;-0.0020 ;-0.0021 ;0.0001 ;-0.0225 ;0.0008 
-22;-0.0213 ;-0.0220 ;0.0007 ;-0.0019 ;-0.0020 ;0.0001 ;-0.0205 ;0.0008 
-21;-0.0194 ;-0.0201 ;0.0007 ;-0.0018 ;-0.0019 ;0.0001 ;-0.0189 ;0.0005 
-20;-0.0176 ;-0.0182 ;0.0006 ;-0.0018 ;-0.0018 ;0.0001 ;-0.0173 ;0.0003 
-19;-0.0159 ;-0.0164 ;0.0005 ;-0.0017 ;-0.0017 ;0.0001 ;-0.0156 ;0.0002 
-18;-0.0143 ;-0.0147 ;0.0005 ;-0.0016 ;-0.0016 ;0.0001 ;-0.0140 ;0.0002 
-17;-0.0127 ;-0.0131 ;0.0004 ;-0.0015 ;-0.0015 ;0.0001 ;-0.0124 ;0.0003 
-16;-0.0113 ;-0.0116 ;0.0004 ;-0.0014 ;-0.0015 ;0.0000 ;-0.0108 ;0.0005 
-15;-0.0099 ;-0.0102 ;0.0003 ;-0.0013 ;-0.0014 ;0.0000 ;-0.0091 ;0.0008 
-14;-0.0086 ;-0.0089 ;0.0003 ;-0.0012 ;-0.0013 ;0.0000 ;-0.0079 ;0.0008 
-13;-0.0074 ;-0.0077 ;0.0003 ;-0.0011 ;-0.0012 ;0.0000 ;-0.0069 ;0.0005 
-12;-0.0063 ;-0.0065 ;0.0002 ;-0.0011 ;-0.0011 ;0.0000 ;-0.0060 ;0.0003 
-11;-0.0053 ;-0.0055 ;0.0002 ;-0.0010 ;-0.0010 ;0.0000 ;-0.0051 ;0.0002 
-10;-0.0044 ;-0.0045 ;0.0001 ;-0.0009 ;-0.0009 ;0.0000 ;-0.0042 ;0.0002 
-9;-0.0036 ;-0.0037 ;0.0001 ;-0.0008 ;-0.0008 ;0.0000 ;-0.0032 ;0.0003 
-8;-0.0028 ;-0.0029 ;0.0001 ;-0.0007 ;-0.0007 ;0.0000 ;-0.0023 ;0.0005 
-7;-0.0022 ;-0.0022 ;0.0001 ;-0.0006 ;-0.0006 ;0.0000 ;-0.0014 ;0.0008 
-6;-0.0016 ;-0.0016 ;0.0001 ;-0.0005 ;-0.0005 ;0.0000 ;-0.0009 ;0.0007 
-5;-0.0011 ;-0.0011 ;0.0000 ;-0.0004 ;-0.0005 ;0.0000 ;-0.0006 ;0.0005 
-4;-0.0007 ;-0.0007 ;0.0000 ;-0.0004 ;-0.0004 ;0.0000 ;-0.0004 ;0.0003 
-3;-0.0004 ;-0.0004 ;0.0000 ;-0.0003 ;-0.0003 ;0.0000 ;-0.0002 ;0.0002 
-2;-0.0002 ;-0.0002 ;0.0000 ;-0.0002 ;-0.0002 ;0.0000 ;0.0001 ;0.0002 
-1;0.0000 ;0.0000 ;0.0000 ;-0.0001 ;-0.0001 ;0.0000 ;0.0003 ;0.0003 
0;0.0000 ;0.0000 ;0.0000 ;0.0000 ;0.0000 ;0.0000 ;0.0005 ;0.0005 
1;0.0000 ;0.0000 ;0.0000 ;-0.0001 ;-0.0001 ;0.0000 ;-0.0375 ;0.0375 
2;-0.0002 ;-0.0002 ;0.0000 ;-0.0002 ;-0.0002 ;0.0000 ;-0.1507 ;0.1505 
3;-0.0004 ;-0.0004 ;0.0000 ;-0.0003 ;-0.0003 ;0.0000 ;-0.3415 ;0.3412 
4;-0.0007 ;-0.0007 ;0.0000 ;-0.0004 ;-0.0004 ;0.0000 ;-0.6135 ;0.6128 
5;-0.0011 ;-0.0011 ;0.0000 ;-0.0004 ;-0.0005 ;0.0000 ;-0.9720 ;0.9709 
6;-0.0016 ;-0.0016 ;0.0001 ;-0.0005 ;-0.0005 ;0.0000 ;-1.4248 ;1.4232 
7;-0.0022 ;-0.0022 ;0.0001 ;-0.0006 ;-0.0006 ;0.0000 ;-1.9831 ;1.9809 
8;-0.0028 ;-0.0029 ;0.0001 ;-0.0007 ;-0.0007 ;0.0000 ;-2.6635 ;2.6607 
9;-0.0036 ;-0.0037 ;0.0001 ;-0.0008 ;-0.0008 ;0.0000 ;-3.4913 ;3.4877 
10;-0.0044 ;-0.0045 ;0.0001 ;-0.0009 ;-0.0009 ;0.0000 ;-4.5077 ;4.5033 
11;-0.0053 ;-0.0055 ;0.0002 ;-0.0010 ;-0.0010 ;0.0000 ;-5.7885 ;5.7832 
12;-0.0063 ;-0.0065 ;0.0002 ;-0.0011 ;-0.0011 ;0.0000 ;-7.5051 ;7.4988 
13;-0.0074 ;-0.0077 ;0.0003 ;-0.0011 ;-0.0012 ;0.0000 ;-10.3267 ;10.3193 
14;-0.0086 ;-0.0089 ;0.0003 ;-0.0012 ;-0.0013 ;0.0000 ;#NOMBRE!;#NOMBRE!
15;-0.0099 ;-0.0102 ;0.0003 ;-0.0013 ;-0.0014 ;0.0000 ;#NOMBRE!;#NOMBRE!
16;-0.0113 ;-0.0116 ;0.0004 ;-0.0014 ;-0.0015 ;0.0000 ;#NOMBRE!;#NOMBRE!
17;-0.0127 ;-0.0131 ;0.0004 ;-0.0015 ;-0.0015 ;0.0001 ;#NOMBRE!;#NOMBRE!
18;-0.0143 ;-0.0147 ;0.0005 ;-0.0016 ;-0.0016 ;0.0001 ;#NOMBRE!;#NOMBRE!
19;-0.0159 ;-0.0164 ;0.0005 ;-0.0017 ;-0.0017 ;0.0001 ;#NOMBRE!;#NOMBRE!
20;-0.0176 ;-0.0182 ;0.0006 ;-0.0018 ;-0.0018 ;0.0001 ;#NOMBRE!;#NOMBRE!
21;-0.0194 ;-0.0201 ;0.0007 ;-0.0018 ;-0.0019 ;0.0001 ;#NOMBRE!;#NOMBRE!
22;-0.0213 ;-0.0220 ;0.0007 ;-0.0019 ;-0.0020 ;0.0001 ;#NOMBRE!;#NOMBRE!
23;-0.0233 ;-0.0241 ;0.0008 ;-0.0020 ;-0.0021 ;0.0001 ;#NOMBRE!;#NOMBRE!
24;-0.0253 ;-0.0262 ;0.0009 ;-0.0021 ;-0.0022 ;0.0001 ;#NOMBRE!;#NOMBRE!
25;-0.0275 ;-0.0284 ;0.0009 ;-0.0022 ;-0.0023 ;0.0001 ;#NOMBRE!;#NOMBRE!
26;-0.0297 ;-0.0307 ;0.0010 ;-0.0023 ;-0.0024 ;0.0001 ;#NOMBRE!;#NOMBRE!
27;-0.0321 ;-0.0332 ;0.0011 ;-0.0024 ;-0.0025 ;0.0001 ;#NOMBRE!;#NOMBRE!
28;-0.0345 ;-0.0357 ;0.0012 ;-0.0025 ;-0.0025 ;0.0001 ;#NOMBRE!;#NOMBRE!
29;-0.0370 ;-0.0383 ;0.0012 ;-0.0026 ;-0.0026 ;0.0001 ;#NOMBRE!;#NOMBRE!
30;-0.0396 ;-0.0409 ;0.0013 ;-0.0026 ;-0.0027 ;0.0001 ;#NOMBRE!;#NOMBRE!
31;-0.0423 ;-0.0437 ;0.0014 ;-0.0027 ;-0.0028 ;0.0001 ;#NOMBRE!;#NOMBRE!
32;-0.0451 ;-0.0466 ;0.0015 ;-0.0028 ;-0.0029 ;0.0001 ;#NOMBRE!;#NOMBRE!
33;-0.0479 ;-0.0495 ;0.0016 ;-0.0029 ;-0.0030 ;0.0001 ;#NOMBRE!;#NOMBRE!
34;-0.0509 ;-0.0526 ;0.0017 ;-0.0030 ;-0.0031 ;0.0001 ;#NOMBRE!;#NOMBRE!
35;-0.0539 ;-0.0557 ;0.0018 ;-0.0031 ;-0.0032 ;0.0001 ;#NOMBRE!;#NOMBRE!
36;-0.0570 ;-0.0589 ;0.0019 ;-0.0032 ;-0.0033 ;0.0001 ;#NOMBRE!;#NOMBRE!
37;-0.0602 ;-0.0623 ;0.0020 ;-0.0033 ;-0.0034 ;0.0001 ;#NOMBRE!;#NOMBRE!
38;-0.0635 ;-0.0657 ;0.0021 ;-0.0033 ;-0.0035 ;0.0001 ;#NOMBRE!;#NOMBRE!
39;-0.0669 ;-0.0692 ;0.0023 ;-0.0034 ;-0.0035 ;0.0001 ;#NOMBRE!;#NOMBRE!
40;-0.0704 ;-0.0728 ;0.0024 ;-0.0035 ;-0.0036 ;0.0001 ;#NOMBRE!;#NOMBRE!
41;-0.0740 ;-0.0765 ;0.0025 ;-0.0036 ;-0.0037 ;0.0001 ;#NOMBRE!;#NOMBRE!
42;-0.0776 ;-0.0802 ;0.0026 ;-0.0037 ;-0.0038 ;0.0001 ;#NOMBRE!;#NOMBRE!
43;-0.0814 ;-0.0841 ;0.0027 ;-0.0038 ;-0.0039 ;0.0001 ;#NOMBRE!;#NOMBRE!
44;-0.0852 ;-0.0881 ;0.0029 ;-0.0039 ;-0.0040 ;0.0001 ;#NOMBRE!;#NOMBRE!
45;-0.0891 ;-0.0921 ;0.0030 ;-0.0040 ;-0.0041 ;0.0001 ;#NOMBRE!;#NOMBRE!
46;-0.0931 ;-0.0962 ;0.0031 ;-0.0040 ;-0.0042 ;0.0001 ;#NOMBRE!;#NOMBRE!
47;-0.0972 ;-0.1005 ;0.0033 ;-0.0041 ;-0.0043 ;0.0001 ;#NOMBRE!;#NOMBRE!
48;-0.1014 ;-0.1048 ;0.0034 ;-0.0042 ;-0.0044 ;0.0001 ;#NOMBRE!;#NOMBRE!
49;-0.1057 ;-0.1092 ;0.0035 ;-0.0043 ;-0.0045 ;0.0001 ;#NOMBRE!;#NOMBRE!
50;-0.1100 ;-0.1137 ;0.0037 ;-0.0044 ;-0.0045 ;0.0001 ;#NOMBRE!;#NOMBRE!
51;-0.1145 ;-0.1183 ;0.0038 ;-0.0045 ;-0.0046 ;0.0001 ;#NOMBRE!;#NOMBRE!
52;-0.1190 ;-0.1230 ;0.0040 ;-0.0046 ;-0.0047 ;0.0002 ;#NOMBRE!;#NOMBRE!
53;-0.1236 ;-0.1278 ;0.0041 ;-0.0047 ;-0.0048 ;0.0002 ;#NOMBRE!;#NOMBRE!
54;-0.1283 ;-0.1326 ;0.0043 ;-0.0048 ;-0.0049 ;0.0002 ;#NOMBRE!;#NOMBRE!
55;-0.1331 ;-0.1376 ;0.0045 ;-0.0048 ;-0.0050 ;0.0002 ;#NOMBRE!;#NOMBRE!
56;-0.1380 ;-0.1426 ;0.0046 ;-0.0049 ;-0.0051 ;0.0002 ;#NOMBRE!;#NOMBRE!
57;-0.1430 ;-0.1478 ;0.0048 ;-0.0050 ;-0.0052 ;0.0002 ;#NOMBRE!;#NOMBRE!
58;-0.1481 ;-0.1530 ;0.0049 ;-0.0051 ;-0.0053 ;0.0002 ;#NOMBRE!;#NOMBRE!
59;-0.1532 ;-0.1583 ;0.0051 ;-0.0052 ;-0.0054 ;0.0002 ;#NOMBRE!;#NOMBRE!
60;-0.1585 ;-0.1637 ;0.0053 ;-0.0053 ;-0.0055 ;0.0002 ;#NOMBRE!;#NOMBRE!
