#Listing of surface sag

#File : D:\Beast\Lampton\LamptonChiefRayADC_3_newAngles_240_ADC25_FP50_f36_1cr_4con.zmx
#Title: 
#Date : 10/16/2023
#Configuration 1 of 3

#Units are Millimeters.
#Slope units are dimensionless.
#Clear Semi-Diameter of surface 22:   4.084421E+02.
#Algorithm assumes +z goes from air to glass.

#Method: Minimum Volume Removal
#Best Fit Sphere Radius        : 	 -1.277364E+04
#Best Fit Sphere Vertex Offset : 	 -4.512461E-02
#Maximum Depth to Remove       : 	  4.512461E-02
#RMS of Depth to Remove        : 	  1.879436E-02
#Maximum Slope Deviation       : 	  2.902025E-03
#RMS Slope Deviation           : 	  6.594154E-04
#Volume To Remove              : 	  7.887209E+03	 cubic Millimeters

       Y-coord 	        Sag 	        BFS Sag 	        Deviation 	        Remove 	              Slope 	        BFS Slope 	       Slope Delta
  1.400000E+02 	  -8.094755E-01 	  -7.672282E-01 	  -4.224721E-02 	   2.877399E-03 	  -1.117059E-02 	  -1.095913E-02 	   2.114561E-04
  1.410000E+02 	  -8.206830E-01 	  -7.782281E-01 	  -4.245492E-02 	   2.669686E-03 	  -1.124168E-02 	  -1.103743E-02 	   2.042505E-04
  1.420000E+02 	  -8.319617E-01 	  -7.893063E-01 	  -4.265539E-02 	   2.469221E-03 	  -1.131270E-02 	  -1.111573E-02 	   1.969624E-04
  1.430000E+02 	  -8.433113E-01 	  -8.004628E-01 	  -4.284852E-02 	   2.276087E-03 	  -1.138363E-02 	  -1.119404E-02 	   1.895945E-04
  1.440000E+02 	  -8.547318E-01 	  -8.116976E-01 	  -4.303425E-02 	   2.090361E-03 	  -1.145449E-02 	  -1.127234E-02 	   1.821494E-04
  1.450000E+02 	  -8.662232E-01 	  -8.230107E-01 	  -4.321249E-02 	   1.912118E-03 	  -1.152527E-02 	  -1.135064E-02 	   1.746298E-04
  1.460000E+02 	  -8.777852E-01 	  -8.344021E-01 	  -4.338317E-02 	   1.741434E-03 	  -1.159598E-02 	  -1.142894E-02 	   1.670384E-04
  1.470000E+02 	  -8.894180E-01 	  -8.458717E-01 	  -4.354623E-02 	   1.578376E-03 	  -1.166662E-02 	  -1.150724E-02 	   1.593782E-04
  1.480000E+02 	  -9.011213E-01 	  -8.574197E-01 	  -4.370159E-02 	   1.423014E-03 	  -1.173719E-02 	  -1.158554E-02 	   1.516518E-04
  1.490000E+02 	  -9.128952E-01 	  -8.690460E-01 	  -4.384920E-02 	   1.275410E-03 	  -1.180771E-02 	  -1.166385E-02 	   1.438623E-04
  1.500000E+02 	  -9.247396E-01 	  -8.807506E-01 	  -4.398898E-02 	   1.135628E-03 	  -1.187816E-02 	  -1.174215E-02 	   1.360125E-04
  1.510000E+02 	  -9.366544E-01 	  -8.925335E-01 	  -4.412088E-02 	   1.003726E-03 	  -1.194856E-02 	  -1.182045E-02 	   1.281054E-04
  1.520000E+02 	  -9.486396E-01 	  -9.043947E-01 	  -4.424485E-02 	   8.797598E-04 	  -1.201890E-02 	  -1.189875E-02 	   1.201441E-04
  1.530000E+02 	  -9.606951E-01 	  -9.163342E-01 	  -4.436083E-02 	   7.637815E-04 	  -1.208919E-02 	  -1.197706E-02 	   1.121315E-04
  1.540000E+02 	  -9.728208E-01 	  -9.283520E-01 	  -4.446877E-02 	   6.558412E-04 	  -1.215943E-02 	  -1.205536E-02 	   1.040707E-04
  1.550000E+02 	  -9.850168E-01 	  -9.404481E-01 	  -4.456862E-02 	   5.559852E-04 	  -1.222963E-02 	  -1.213366E-02 	   9.596500E-05
  1.560000E+02 	  -9.972829E-01 	  -9.526226E-01 	  -4.466035E-02 	   4.642570E-04 	  -1.229978E-02 	  -1.221197E-02 	   8.781743E-05
  1.570000E+02 	  -1.009619E+00 	  -9.648753E-01 	  -4.474391E-02 	   3.806968E-04 	  -1.236990E-02 	  -1.229027E-02 	   7.963122E-05
  1.580000E+02 	  -1.022026E+00 	  -9.772063E-01 	  -4.481927E-02 	   3.053415E-04 	  -1.243998E-02 	  -1.236857E-02 	   7.140962E-05
  1.590000E+02 	  -1.034502E+00 	  -9.896156E-01 	  -4.488638E-02 	   2.382248E-04 	  -1.251003E-02 	  -1.244688E-02 	   6.315589E-05
  1.600000E+02 	  -1.047048E+00 	  -1.002103E+00 	  -4.494523E-02 	   1.793770E-04 	  -1.258006E-02 	  -1.252518E-02 	   5.487336E-05
  1.610000E+02 	  -1.059665E+00 	  -1.014669E+00 	  -4.499578E-02 	   1.288253E-04 	  -1.265005E-02 	  -1.260349E-02 	   4.656538E-05
  1.620000E+02 	  -1.072351E+00 	  -1.027313E+00 	  -4.503801E-02 	   8.659343E-05 	  -1.272003E-02 	  -1.268179E-02 	   3.823531E-05
  1.630000E+02 	  -1.085108E+00 	  -1.040036E+00 	  -4.507191E-02 	   5.270158E-05 	  -1.278998E-02 	  -1.276010E-02 	   2.988657E-05
  1.640000E+02 	  -1.097934E+00 	  -1.052837E+00 	  -4.509744E-02 	   2.716668E-05 	  -1.285993E-02 	  -1.283840E-02 	   2.152260E-05
  1.650000E+02 	  -1.110831E+00 	  -1.065716E+00 	  -4.511461E-02 	   1.000215E-05 	  -1.292986E-02 	  -1.291671E-02 	   1.314689E-05
  1.660000E+02 	  -1.123797E+00 	  -1.078673E+00 	  -4.512339E-02 	   1.217918E-06 	  -1.299978E-02 	  -1.299502E-02 	   4.762932E-06
  1.670000E+02 	  -1.136833E+00 	  -1.091709E+00 	  -4.512379E-02 	   8.203902E-07 	  -1.306970E-02 	  -1.307332E-02 	   3.625737E-06
  1.680000E+02 	  -1.149939E+00 	  -1.104823E+00 	  -4.511580E-02 	   8.812427E-06 	  -1.313961E-02 	  -1.315163E-02 	   1.201555E-05
  1.690000E+02 	  -1.163115E+00 	  -1.118016E+00 	  -4.509941E-02 	   2.519331E-05 	  -1.320953E-02 	  -1.322993E-02 	   2.040293E-05
  1.700000E+02 	  -1.176361E+00 	  -1.131286E+00 	  -4.507465E-02 	   4.995872E-05 	  -1.327946E-02 	  -1.330824E-02 	   2.878425E-05
  1.710000E+02 	  -1.189677E+00 	  -1.144635E+00 	  -4.504151E-02 	   8.310071E-05 	  -1.334939E-02 	  -1.338655E-02 	   3.715588E-05
  1.720000E+02 	  -1.203063E+00 	  -1.158063E+00 	  -4.500000E-02 	   1.246077E-04 	  -1.341934E-02 	  -1.346486E-02 	   4.551413E-05
  1.730000E+02 	  -1.216518E+00 	  -1.171568E+00 	  -4.495014E-02 	   1.744643E-04 	  -1.348931E-02 	  -1.354316E-02 	   5.385534E-05
  1.740000E+02 	  -1.230044E+00 	  -1.185152E+00 	  -4.489196E-02 	   2.326517E-04 	  -1.355930E-02 	  -1.362147E-02 	   6.217578E-05
  1.750000E+02 	  -1.243640E+00 	  -1.198814E+00 	  -4.482546E-02 	   2.991471E-04 	  -1.362931E-02 	  -1.369978E-02 	   7.047173E-05
  1.760000E+02 	  -1.257306E+00 	  -1.212555E+00 	  -4.475068E-02 	   3.739240E-04 	  -1.369935E-02 	  -1.377809E-02 	   7.873943E-05
  1.770000E+02 	  -1.271041E+00 	  -1.226374E+00 	  -4.466766E-02 	   4.569523E-04 	  -1.376942E-02 	  -1.385640E-02 	   8.697510E-05
  1.780000E+02 	  -1.284847E+00 	  -1.240271E+00 	  -4.457641E-02 	   5.481979E-04 	  -1.383953E-02 	  -1.393471E-02 	   9.517497E-05
  1.790000E+02 	  -1.298723E+00 	  -1.254246E+00 	  -4.447698E-02 	   6.476231E-04 	  -1.390968E-02 	  -1.401301E-02 	   1.033352E-04
  1.800000E+02 	  -1.312670E+00 	  -1.268300E+00 	  -4.436942E-02 	   7.551863E-04 	  -1.397987E-02 	  -1.409132E-02 	   1.114520E-04
  1.810000E+02 	  -1.326686E+00 	  -1.282432E+00 	  -4.425377E-02 	   8.708420E-04 	  -1.405011E-02 	  -1.416963E-02 	   1.195216E-04
  1.820000E+02 	  -1.340773E+00 	  -1.296643E+00 	  -4.413007E-02 	   9.945409E-04 	  -1.412040E-02 	  -1.424794E-02 	   1.275400E-04
  1.830000E+02 	  -1.354930E+00 	  -1.310931E+00 	  -4.399838E-02 	   1.126230E-03 	  -1.419075E-02 	  -1.432625E-02 	   1.355034E-04
  1.840000E+02 	  -1.369157E+00 	  -1.325298E+00 	  -4.385876E-02 	   1.265852E-03 	  -1.426116E-02 	  -1.440456E-02 	   1.434079E-04
  1.850000E+02 	  -1.383455E+00 	  -1.339744E+00 	  -4.371126E-02 	   1.413346E-03 	  -1.433163E-02 	  -1.448288E-02 	   1.512498E-04
  1.860000E+02 	  -1.397823E+00 	  -1.354267E+00 	  -4.355596E-02 	   1.568648E-03 	  -1.440216E-02 	  -1.456119E-02 	   1.590249E-04
  1.870000E+02 	  -1.412262E+00 	  -1.368869E+00 	  -4.339292E-02 	   1.731689E-03 	  -1.447277E-02 	  -1.463950E-02 	   1.667296E-04
  1.880000E+02 	  -1.426772E+00 	  -1.383549E+00 	  -4.322221E-02 	   1.902396E-03 	  -1.454345E-02 	  -1.471781E-02 	   1.743598E-04
  1.890000E+02 	  -1.441352E+00 	  -1.398308E+00 	  -4.304392E-02 	   2.080693E-03 	  -1.461421E-02 	  -1.479612E-02 	   1.819117E-04
  1.900000E+02 	  -1.456003E+00 	  -1.413145E+00 	  -4.285811E-02 	   2.266499E-03 	  -1.468505E-02 	  -1.487443E-02 	   1.893813E-04
  1.910000E+02 	  -1.470725E+00 	  -1.428060E+00 	  -4.266488E-02 	   2.459730E-03 	  -1.475598E-02 	  -1.495275E-02 	   1.967648E-04
  1.920000E+02 	  -1.485518E+00 	  -1.443054E+00 	  -4.246431E-02 	   2.660298E-03 	  -1.482700E-02 	  -1.503106E-02 	   2.040582E-04
  1.930000E+02 	  -1.500382E+00 	  -1.458125E+00 	  -4.225650E-02 	   2.868111E-03 	  -1.489811E-02 	  -1.510937E-02 	   2.112576E-04
  1.940000E+02 	  -1.515317E+00 	  -1.473276E+00 	  -4.204154E-02 	   3.083072E-03 	  -1.496933E-02 	  -1.518768E-02 	   2.183591E-04
  1.950000E+02 	  -1.530323E+00 	  -1.488504E+00 	  -4.181952E-02 	   3.305083E-03 	  -1.504064E-02 	  -1.526600E-02 	   2.253588E-04
  1.960000E+02 	  -1.545401E+00 	  -1.503811E+00 	  -4.159057E-02 	   3.534038E-03 	  -1.511206E-02 	  -1.534431E-02 	   2.322528E-04
  1.970000E+02 	  -1.560551E+00 	  -1.519196E+00 	  -4.135478E-02 	   3.769831E-03 	  -1.518359E-02 	  -1.542263E-02 	   2.390373E-04
  1.980000E+02 	  -1.575771E+00 	  -1.534659E+00 	  -4.111226E-02 	   4.012350E-03 	  -1.525523E-02 	  -1.550094E-02 	   2.457083E-04
  1.990000E+02 	  -1.591064E+00 	  -1.550201E+00 	  -4.086313E-02 	   4.261479E-03 	  -1.532699E-02 	  -1.557925E-02 	   2.522620E-04
  2.000000E+02 	  -1.606428E+00 	  -1.565821E+00 	  -4.060751E-02 	   4.517099E-03 	  -1.539887E-02 	  -1.565757E-02 	   2.586944E-04
  2.010000E+02 	  -1.621865E+00 	  -1.581519E+00 	  -4.034552E-02 	   4.779086E-03 	  -1.547088E-02 	  -1.573588E-02 	   2.650019E-04
  2.020000E+02 	  -1.637373E+00 	  -1.597296E+00 	  -4.007729E-02 	   5.047314E-03 	  -1.554302E-02 	  -1.581420E-02 	   2.711805E-04
  2.030000E+02 	  -1.652954E+00 	  -1.613151E+00 	  -3.980296E-02 	   5.321653E-03 	  -1.561529E-02 	  -1.589252E-02 	   2.772264E-04
  2.040000E+02 	  -1.668607E+00 	  -1.629084E+00 	  -3.952264E-02 	   5.601966E-03 	  -1.568770E-02 	  -1.597083E-02 	   2.831358E-04
  2.050000E+02 	  -1.684332E+00 	  -1.645096E+00 	  -3.923649E-02 	   5.888116E-03 	  -1.576024E-02 	  -1.604915E-02 	   2.889050E-04
  2.060000E+02 	  -1.700130E+00 	  -1.661186E+00 	  -3.894465E-02 	   6.179961E-03 	  -1.583293E-02 	  -1.612746E-02 	   2.945303E-04
  2.070000E+02 	  -1.716001E+00 	  -1.677354E+00 	  -3.864725E-02 	   6.477354E-03 	  -1.590577E-02 	  -1.620578E-02 	   3.000078E-04
  2.080000E+02 	  -1.731945E+00 	  -1.693600E+00 	  -3.834446E-02 	   6.780146E-03 	  -1.597876E-02 	  -1.628410E-02 	   3.053339E-04
  2.090000E+02 	  -1.747962E+00 	  -1.709925E+00 	  -3.803642E-02 	   7.088184E-03 	  -1.605191E-02 	  -1.636242E-02 	   3.105050E-04
  2.100000E+02 	  -1.764052E+00 	  -1.726328E+00 	  -3.772330E-02 	   7.401311E-03 	  -1.612522E-02 	  -1.644073E-02 	   3.155173E-04
  2.110000E+02 	  -1.780215E+00 	  -1.742810E+00 	  -3.740524E-02 	   7.719366E-03 	  -1.619869E-02 	  -1.651905E-02 	   3.203673E-04
  2.120000E+02 	  -1.796452E+00 	  -1.759370E+00 	  -3.708242E-02 	   8.042185E-03 	  -1.627232E-02 	  -1.659737E-02 	   3.250514E-04
  2.130000E+02 	  -1.812763E+00 	  -1.776008E+00 	  -3.675501E-02 	   8.369601E-03 	  -1.634612E-02 	  -1.667569E-02 	   3.295661E-04
  2.140000E+02 	  -1.829147E+00 	  -1.792724E+00 	  -3.642317E-02 	   8.701441E-03 	  -1.642010E-02 	  -1.675401E-02 	   3.339078E-04
  2.150000E+02 	  -1.845606E+00 	  -1.809519E+00 	  -3.608708E-02 	   9.037531E-03 	  -1.649425E-02 	  -1.683233E-02 	   3.380731E-04
  2.160000E+02 	  -1.862139E+00 	  -1.826392E+00 	  -3.574691E-02 	   9.377693E-03 	  -1.656859E-02 	  -1.691065E-02 	   3.420586E-04
  2.170000E+02 	  -1.878746E+00 	  -1.843344E+00 	  -3.540286E-02 	   9.721746E-03 	  -1.664311E-02 	  -1.698897E-02 	   3.458608E-04
  2.180000E+02 	  -1.895428E+00 	  -1.860373E+00 	  -3.505510E-02 	   1.006950E-02 	  -1.671781E-02 	  -1.706729E-02 	   3.494765E-04
  2.190000E+02 	  -1.912185E+00 	  -1.877481E+00 	  -3.470383E-02 	   1.042078E-02 	  -1.679271E-02 	  -1.714561E-02 	   3.529024E-04
  2.200000E+02 	  -1.929017E+00 	  -1.894668E+00 	  -3.434923E-02 	   1.077538E-02 	  -1.686779E-02 	  -1.722393E-02 	   3.561351E-04
  2.210000E+02 	  -1.945924E+00 	  -1.911932E+00 	  -3.399150E-02 	   1.113311E-02 	  -1.694308E-02 	  -1.730225E-02 	   3.591717E-04
  2.220000E+02 	  -1.962906E+00 	  -1.929275E+00 	  -3.363083E-02 	   1.149378E-02 	  -1.701856E-02 	  -1.738057E-02 	   3.620088E-04
  2.230000E+02 	  -1.979964E+00 	  -1.946697E+00 	  -3.326743E-02 	   1.185717E-02 	  -1.709425E-02 	  -1.745889E-02 	   3.646435E-04
  2.240000E+02 	  -1.997098E+00 	  -1.964196E+00 	  -3.290151E-02 	   1.222310E-02 	  -1.717014E-02 	  -1.753722E-02 	   3.670726E-04
  2.250000E+02 	  -2.014308E+00 	  -1.981774E+00 	  -3.253326E-02 	   1.259134E-02 	  -1.724625E-02 	  -1.761554E-02 	   3.692934E-04
  2.260000E+02 	  -2.031594E+00 	  -1.999431E+00 	  -3.216291E-02 	   1.296170E-02 	  -1.732256E-02 	  -1.769386E-02 	   3.713028E-04
  2.270000E+02 	  -2.048956E+00 	  -2.017165E+00 	  -3.179065E-02 	   1.333396E-02 	  -1.739909E-02 	  -1.777218E-02 	   3.730980E-04
  2.280000E+02 	  -2.066395E+00 	  -2.034978E+00 	  -3.141671E-02 	   1.370789E-02 	  -1.747583E-02 	  -1.785051E-02 	   3.746763E-04
  2.290000E+02 	  -2.083911E+00 	  -2.052869E+00 	  -3.104131E-02 	   1.408330E-02 	  -1.755280E-02 	  -1.792883E-02 	   3.760350E-04
  2.300000E+02 	  -2.101504E+00 	  -2.070839E+00 	  -3.066467E-02 	   1.445994E-02 	  -1.762998E-02 	  -1.800716E-02 	   3.771714E-04
  2.310000E+02 	  -2.119174E+00 	  -2.088887E+00 	  -3.028700E-02 	   1.483761E-02 	  -1.770740E-02 	  -1.808548E-02 	   3.780831E-04
  2.320000E+02 	  -2.136922E+00 	  -2.107013E+00 	  -2.990854E-02 	   1.521606E-02 	  -1.778504E-02 	  -1.816381E-02 	   3.787675E-04
  2.330000E+02 	  -2.154747E+00 	  -2.125218E+00 	  -2.952952E-02 	   1.559509E-02 	  -1.786291E-02 	  -1.824213E-02 	   3.792222E-04
  2.340000E+02 	  -2.172651E+00 	  -2.143501E+00 	  -2.915016E-02 	   1.597444E-02 	  -1.794101E-02 	  -1.832046E-02 	   3.794450E-04
  2.350000E+02 	  -2.190633E+00 	  -2.161862E+00 	  -2.877070E-02 	   1.635390E-02 	  -1.801935E-02 	  -1.839878E-02 	   3.794337E-04
  2.360000E+02 	  -2.208693E+00 	  -2.180301E+00 	  -2.839138E-02 	   1.673323E-02 	  -1.809792E-02 	  -1.847711E-02 	   3.791860E-04
  2.370000E+02 	  -2.226832E+00 	  -2.198819E+00 	  -2.801243E-02 	   1.711218E-02 	  -1.817673E-02 	  -1.855543E-02 	   3.787000E-04
  2.380000E+02 	  -2.245050E+00 	  -2.217416E+00 	  -2.763408E-02 	   1.749052E-02 	  -1.825579E-02 	  -1.863376E-02 	   3.779736E-04
  2.390000E+02 	  -2.263347E+00 	  -2.236090E+00 	  -2.725660E-02 	   1.786801E-02 	  -1.833508E-02 	  -1.871209E-02 	   3.770051E-04
  2.400000E+02 	  -2.281723E+00 	  -2.254843E+00 	  -2.688020E-02 	   1.824441E-02 	  -1.841462E-02 	  -1.879042E-02 	   3.757926E-04
  2.410000E+02 	  -2.300179E+00 	  -2.273674E+00 	  -2.650515E-02 	   1.861946E-02 	  -1.849441E-02 	  -1.886874E-02 	   3.743345E-04
  2.420000E+02 	  -2.318715E+00 	  -2.292584E+00 	  -2.613168E-02 	   1.899293E-02 	  -1.857444E-02 	  -1.894707E-02 	   3.726293E-04
  2.430000E+02 	  -2.337331E+00 	  -2.311571E+00 	  -2.576005E-02 	   1.936456E-02 	  -1.865473E-02 	  -1.902540E-02 	   3.706755E-04
  2.440000E+02 	  -2.356028E+00 	  -2.330638E+00 	  -2.539050E-02 	   1.973411E-02 	  -1.873526E-02 	  -1.910373E-02 	   3.684717E-04
  2.450000E+02 	  -2.374805E+00 	  -2.349782E+00 	  -2.502328E-02 	   2.010133E-02 	  -1.881604E-02 	  -1.918206E-02 	   3.660167E-04
  2.460000E+02 	  -2.393664E+00 	  -2.369005E+00 	  -2.465865E-02 	   2.046596E-02 	  -1.889708E-02 	  -1.926039E-02 	   3.633094E-04
  2.470000E+02 	  -2.412603E+00 	  -2.388306E+00 	  -2.429686E-02 	   2.082775E-02 	  -1.897837E-02 	  -1.933872E-02 	   3.603487E-04
  2.480000E+02 	  -2.431624E+00 	  -2.407686E+00 	  -2.393817E-02 	   2.118644E-02 	  -1.905992E-02 	  -1.941705E-02 	   3.571339E-04
  2.490000E+02 	  -2.450726E+00 	  -2.427143E+00 	  -2.358282E-02 	   2.154179E-02 	  -1.914172E-02 	  -1.949538E-02 	   3.536641E-04
  2.500000E+02 	  -2.469911E+00 	  -2.446679E+00 	  -2.323107E-02 	   2.189354E-02 	  -1.922377E-02 	  -1.957371E-02 	   3.499387E-04
  2.510000E+02 	  -2.489177E+00 	  -2.466294E+00 	  -2.288318E-02 	   2.224143E-02 	  -1.930609E-02 	  -1.965204E-02 	   3.459571E-04
  2.520000E+02 	  -2.508526E+00 	  -2.485987E+00 	  -2.253941E-02 	   2.258520E-02 	  -1.938866E-02 	  -1.973037E-02 	   3.417191E-04
  2.530000E+02 	  -2.527958E+00 	  -2.505758E+00 	  -2.220001E-02 	   2.292460E-02 	  -1.947148E-02 	  -1.980871E-02 	   3.372243E-04
  2.540000E+02 	  -2.547473E+00 	  -2.525607E+00 	  -2.186523E-02 	   2.325937E-02 	  -1.955457E-02 	  -1.988704E-02 	   3.324727E-04
  2.550000E+02 	  -2.567071E+00 	  -2.545535E+00 	  -2.153535E-02 	   2.358926E-02 	  -1.963791E-02 	  -1.996537E-02 	   3.274642E-04
  2.560000E+02 	  -2.586752E+00 	  -2.565541E+00 	  -2.121060E-02 	   2.391401E-02 	  -1.972151E-02 	  -2.004371E-02 	   3.221992E-04
  2.570000E+02 	  -2.606517E+00 	  -2.585626E+00 	  -2.089125E-02 	   2.423335E-02 	  -1.980536E-02 	  -2.012204E-02 	   3.166778E-04
  2.580000E+02 	  -2.626366E+00 	  -2.605789E+00 	  -2.057756E-02 	   2.454705E-02 	  -1.988947E-02 	  -2.020037E-02 	   3.109005E-04
  2.590000E+02 	  -2.646300E+00 	  -2.626030E+00 	  -2.026978E-02 	   2.485483E-02 	  -1.997384E-02 	  -2.027871E-02 	   3.048681E-04
  2.600000E+02 	  -2.666317E+00 	  -2.646349E+00 	  -1.996816E-02 	   2.515645E-02 	  -2.005846E-02 	  -2.035704E-02 	   2.985813E-04
  2.610000E+02 	  -2.686420E+00 	  -2.666747E+00 	  -1.967296E-02 	   2.545164E-02 	  -2.014334E-02 	  -2.043538E-02 	   2.920409E-04
  2.620000E+02 	  -2.706608E+00 	  -2.687223E+00 	  -1.938444E-02 	   2.574017E-02 	  -2.022846E-02 	  -2.051371E-02 	   2.852482E-04
  2.630000E+02 	  -2.726880E+00 	  -2.707778E+00 	  -1.910283E-02 	   2.602177E-02 	  -2.031384E-02 	  -2.059205E-02 	   2.782045E-04
  2.640000E+02 	  -2.747239E+00 	  -2.728410E+00 	  -1.882840E-02 	   2.629620E-02 	  -2.039947E-02 	  -2.067038E-02 	   2.709110E-04
  2.650000E+02 	  -2.767683E+00 	  -2.749122E+00 	  -1.856140E-02 	   2.656321E-02 	  -2.048535E-02 	  -2.074872E-02 	   2.633695E-04
  2.660000E+02 	  -2.788213E+00 	  -2.769911E+00 	  -1.830206E-02 	   2.682255E-02 	  -2.057148E-02 	  -2.082706E-02 	   2.555818E-04
  2.670000E+02 	  -2.808830E+00 	  -2.790779E+00 	  -1.805064E-02 	   2.707397E-02 	  -2.065785E-02 	  -2.090540E-02 	   2.475498E-04
  2.680000E+02 	  -2.829532E+00 	  -2.811725E+00 	  -1.780737E-02 	   2.731723E-02 	  -2.074446E-02 	  -2.098373E-02 	   2.392757E-04
  2.690000E+02 	  -2.850322E+00 	  -2.832750E+00 	  -1.757251E-02 	   2.755210E-02 	  -2.083131E-02 	  -2.106207E-02 	   2.307618E-04
  2.700000E+02 	  -2.871199E+00 	  -2.853852E+00 	  -1.734628E-02 	   2.777833E-02 	  -2.091840E-02 	  -2.114041E-02 	   2.220106E-04
  2.710000E+02 	  -2.892163E+00 	  -2.875034E+00 	  -1.712893E-02 	   2.799568E-02 	  -2.100572E-02 	  -2.121875E-02 	   2.130250E-04
  2.720000E+02 	  -2.913214E+00 	  -2.896293E+00 	  -1.692068E-02 	   2.820393E-02 	  -2.109328E-02 	  -2.129709E-02 	   2.038077E-04
  2.730000E+02 	  -2.934353E+00 	  -2.917631E+00 	  -1.672177E-02 	   2.840284E-02 	  -2.118107E-02 	  -2.137543E-02 	   1.943621E-04
  2.740000E+02 	  -2.955580E+00 	  -2.939047E+00 	  -1.653242E-02 	   2.859218E-02 	  -2.126908E-02 	  -2.145377E-02 	   1.846912E-04
  2.750000E+02 	  -2.976895E+00 	  -2.960542E+00 	  -1.635286E-02 	   2.877175E-02 	  -2.135731E-02 	  -2.153211E-02 	   1.747988E-04
  2.760000E+02 	  -2.998298E+00 	  -2.982115E+00 	  -1.618331E-02 	   2.894130E-02 	  -2.144576E-02 	  -2.161045E-02 	   1.646886E-04
  2.770000E+02 	  -3.019790E+00 	  -3.003766E+00 	  -1.602397E-02 	   2.910063E-02 	  -2.153443E-02 	  -2.168879E-02 	   1.543645E-04
  2.780000E+02 	  -3.041370E+00 	  -3.025495E+00 	  -1.587507E-02 	   2.924953E-02 	  -2.162330E-02 	  -2.176713E-02 	   1.438308E-04
  2.790000E+02 	  -3.063040E+00 	  -3.047303E+00 	  -1.573681E-02 	   2.938779E-02 	  -2.171238E-02 	  -2.184547E-02 	   1.330917E-04
  2.800000E+02 	  -3.084799E+00 	  -3.069190E+00 	  -1.560940E-02 	   2.951521E-02 	  -2.180166E-02 	  -2.192382E-02 	   1.221521E-04
  2.810000E+02 	  -3.106647E+00 	  -3.091154E+00 	  -1.549303E-02 	   2.963158E-02 	  -2.189114E-02 	  -2.200216E-02 	   1.110167E-04
  2.820000E+02 	  -3.128585E+00 	  -3.113197E+00 	  -1.538789E-02 	   2.973672E-02 	  -2.198081E-02 	  -2.208050E-02 	   9.969073E-05
  2.830000E+02 	  -3.150613E+00 	  -3.135318E+00 	  -1.529417E-02 	   2.983043E-02 	  -2.207067E-02 	  -2.215885E-02 	   8.817944E-05
  2.840000E+02 	  -3.172730E+00 	  -3.157518E+00 	  -1.521206E-02 	   2.991254E-02 	  -2.216070E-02 	  -2.223719E-02 	   7.648846E-05
  2.850000E+02 	  -3.194938E+00 	  -3.179796E+00 	  -1.514174E-02 	   2.998287E-02 	  -2.225091E-02 	  -2.231554E-02 	   6.462363E-05
  2.860000E+02 	  -3.217236E+00 	  -3.202152E+00 	  -1.508336E-02 	   3.004125E-02 	  -2.234129E-02 	  -2.239388E-02 	   5.259105E-05
  2.870000E+02 	  -3.239624E+00 	  -3.224587E+00 	  -1.503710E-02 	   3.008751E-02 	  -2.243183E-02 	  -2.247223E-02 	   4.039706E-05
  2.880000E+02 	  -3.262103E+00 	  -3.247100E+00 	  -1.500312E-02 	   3.012149E-02 	  -2.252252E-02 	  -2.255057E-02 	   2.804827E-05
  2.890000E+02 	  -3.284673E+00 	  -3.269691E+00 	  -1.498156E-02 	   3.014305E-02 	  -2.261337E-02 	  -2.262892E-02 	   1.555155E-05
  2.900000E+02 	  -3.307333E+00 	  -3.292361E+00 	  -1.497258E-02 	   3.015203E-02 	  -2.270435E-02 	  -2.270726E-02 	   2.914051E-06
  2.910000E+02 	  -3.330085E+00 	  -3.315109E+00 	  -1.497630E-02 	   3.014831E-02 	  -2.279547E-02 	  -2.278561E-02 	   9.856819E-06
  2.920000E+02 	  -3.352928E+00 	  -3.337935E+00 	  -1.499286E-02 	   3.013175E-02 	  -2.288671E-02 	  -2.286396E-02 	   2.275337E-05
  2.930000E+02 	  -3.375862E+00 	  -3.360840E+00 	  -1.502237E-02 	   3.010224E-02 	  -2.297807E-02 	  -2.294231E-02 	   3.576762E-05
  2.940000E+02 	  -3.398888E+00 	  -3.383823E+00 	  -1.506496E-02 	   3.005965E-02 	  -2.306955E-02 	  -2.302065E-02 	   4.889132E-05
  2.950000E+02 	  -3.422005E+00 	  -3.406885E+00 	  -1.512073E-02 	   3.000388E-02 	  -2.316112E-02 	  -2.309900E-02 	   6.211592E-05
  2.960000E+02 	  -3.445214E+00 	  -3.430024E+00 	  -1.518977E-02 	   2.993484E-02 	  -2.325279E-02 	  -2.317735E-02 	   7.543258E-05
  2.970000E+02 	  -3.468515E+00 	  -3.453242E+00 	  -1.527217E-02 	   2.985244E-02 	  -2.334453E-02 	  -2.325570E-02 	   8.883215E-05
  2.980000E+02 	  -3.491907E+00 	  -3.476539E+00 	  -1.536800E-02 	   2.975660E-02 	  -2.343636E-02 	  -2.333405E-02 	   1.023052E-04
  2.990000E+02 	  -3.515391E+00 	  -3.499914E+00 	  -1.547735E-02 	   2.964726E-02 	  -2.352824E-02 	  -2.341240E-02 	   1.158419E-04
  3.000000E+02 	  -3.538967E+00 	  -3.523367E+00 	  -1.560026E-02 	   2.952435E-02 	  -2.362019E-02 	  -2.349075E-02 	   1.294323E-04
