robot_number;x [mm];y [mm];geometry
8312;-223.29422865981235;-181.68944531333602;POINT (-223.29422865981235 -181.68944531333602)
8313;-223.29422865981235;-170.95144531333602;POINT (-223.29422865981235 -170.95144531333602)
8314;-223.29422865981235;118.17954392539247;POINT (-223.29422865981235 118.17954392539247)
8315;-223.29422865981235;128.91754392539247;POINT (-223.29422865981235 128.91754392539247)
8316;-223.29422865981235;139.65554392539246;POINT (-223.29422865981235 139.65554392539246)
8317;-223.29422865981235;150.39354392539246;POINT (-223.29422865981235 150.39354392539246)
8318;-223.29422865981235;161.13154392539246;POINT (-223.29422865981235 161.13154392539246)
8319;-223.29422865981235;450.26253316412095;POINT (-223.29422865981235 450.26253316412095)
8320;-223.29422865981235;461.00053316412095;POINT (-223.29422865981235 461.00053316412095)
8321;-223.29422865981235;471.73853316412095;POINT (-223.29422865981235 471.73853316412095)
8322;-223.29422865981235;482.47653316412095;POINT (-223.29422865981235 482.47653316412095)
8323;-223.29422865981235;493.21453316412095;POINT (-223.29422865981235 493.21453316412095)
8324;-223.29422863405995;-493.21448385809276;POINT (-223.29422863405995 -493.21448385809276)
8325;-223.29422863405995;-482.47648385809276;POINT (-223.29422863405995 -482.47648385809276)
8326;-223.29422863405995;-471.73848385809276;POINT (-223.29422863405995 -471.73848385809276)
8327;-223.29422863405995;-461.00048385809276;POINT (-223.29422863405995 -461.00048385809276)
8328;-223.29422863405995;-450.26248385809276;POINT (-223.29422863405995 -450.26248385809276)
8329;-223.29422863405995;-161.13149461936428;POINT (-223.29422863405995 -161.13149461936428)
8330;-223.29422863405995;-150.39349461936428;POINT (-223.29422863405995 -150.39349461936428)
8331;-223.29422863405995;-139.65549461936425;POINT (-223.29422863405995 -139.65549461936425)
8332;-223.29422863405995;-128.91749461936428;POINT (-223.29422863405995 -128.91749461936428)
8333;-223.29422863405995;-118.17949461936426;POINT (-223.29422863405995 -118.17949461936426)
8334;-223.29422863405995;170.9514946193642;POINT (-223.29422863405995 170.9514946193642)
8335;-223.29422863405995;181.6894946193642;POINT (-223.29422863405995 181.6894946193642)
8336;-223.29422863405995;192.42749461936424;POINT (-223.29422863405995 192.42749461936424)
8337;-223.29422863405995;203.1654946193642;POINT (-223.29422863405995 203.1654946193642)
8338;-223.29422863405995;213.9034946193642;POINT (-223.29422863405995 213.9034946193642)
8339;-223.29422863405995;503.0344838580927;POINT (-223.29422863405995 503.0344838580927)
8340;-223.29422863405995;513.7724838580928;POINT (-223.29422863405995 513.7724838580928)
8341;-223.29422863405995;524.5104838580927;POINT (-223.29422863405995 524.5104838580927)
8342;-223.29422863405995;535.2484838580928;POINT (-223.29422863405995 535.2484838580928)
8343;-223.29422863405995;545.9864838580927;POINT (-223.29422863405995 545.9864838580927)
8344;-222.72820327172653;-435.6206571854207;POINT (-222.72820327172653 -435.6206571854207)
8345;-222.72820327172653;-424.8826571854207;POINT (-222.72820327172653 -424.8826571854207)
8346;-222.72820327172653;-103.53766794669222;POINT (-222.72820327172653 -103.53766794669222)
8347;-222.72820327172653;-92.79966794669222;POINT (-222.72820327172653 -92.79966794669222)
8348;-222.72820327172653;228.54532129203628;POINT (-222.72820327172653 228.54532129203628)
8349;-222.72820327172653;239.28332129203628;POINT (-222.72820327172653 239.28332129203628)
8350;-222.72820327172653;560.6283105307648;POINT (-222.72820327172653 560.6283105307648)
8351;-222.72820327172653;571.3663105307647;POINT (-222.72820327172653 571.3663105307647)
8352;-222.72820325602788;-268.5791926230182;POINT (-222.72820325602788 -268.5791926230182)
8353;-222.72820325602788;-257.8411926230182;POINT (-222.72820325602788 -257.8411926230182)
8354;-222.72820325602788;63.50379661571033;POINT (-222.72820325602788 63.50379661571033)
8355;-222.72820325602788;74.24179661571033;POINT (-222.72820325602788 74.24179661571033)
8356;-222.72820325602788;395.5867858544388;POINT (-222.72820325602788 395.5867858544388)
8357;-222.72820325602788;406.3247858544388;POINT (-222.72820325602788 406.3247858544388)
8358;-222.7282032302755;-406.3247365484106;POINT (-222.7282032302755 -406.3247365484106)
8359;-222.7282032302755;-395.5867365484106;POINT (-222.7282032302755 -395.5867365484106)
8360;-222.7282032302755;-74.24174730968213;POINT (-222.7282032302755 -74.24174730968213)
8361;-222.7282032302755;-63.50374730968212;POINT (-222.7282032302755 -63.50374730968212)
8362;-222.7282032302755;257.84124192904636;POINT (-222.7282032302755 257.84124192904636)
8363;-222.7282032302755;268.57924192904636;POINT (-222.7282032302755 268.57924192904636)
8364;-222.72820321457687;-571.3662612247365;POINT (-222.72820321457687 -571.3662612247365)
8365;-222.72820321457687;-560.6282612247365;POINT (-222.72820321457687 -560.6282612247365)
8366;-222.72820321457687;-239.28327198600806;POINT (-222.72820321457687 -239.28327198600806)
8367;-222.72820321457687;-228.54527198600806;POINT (-222.72820321457687 -228.54527198600806)
8368;-222.72820321457687;92.79971725272043;POINT (-222.72820321457687 92.79971725272043)
8369;-222.72820321457687;103.53771725272043;POINT (-222.72820321457687 103.53771725272043)
8370;-222.72820321457687;424.8827064914489;POINT (-222.72820321457687 424.8827064914489)
8371;-222.72820321457687;435.6207064914489;POINT (-222.72820321457687 435.6207064914489)
8372;-221.92627946738122;-374.57593993270024;POINT (-221.92627946738122 -374.57593993270024)
8373;-221.92627946738122;-353.09993993270024;POINT (-221.92627946738122 -353.09993993270024)
8374;-221.92627946738122;-342.36193993270024;POINT (-221.92627946738122 -342.36193993270024)
8375;-221.92627946738122;-42.49295069397177;POINT (-221.92627946738122 -42.49295069397177)
8376;-221.92627946738122;-21.016950693971772;POINT (-221.92627946738122 -21.016950693971772)
8377;-221.92627946738122;-10.278950693971773;POINT (-221.92627946738122 -10.278950693971773)
8378;-221.92627946738122;289.59003854475674;POINT (-221.92627946738122 289.59003854475674)
8379;-221.92627946738122;311.06603854475674;POINT (-221.92627946738122 311.06603854475674)
8380;-221.92627946738122;321.80403854475674;POINT (-221.92627946738122 321.80403854475674)
8381;-221.9262794673812;-363.83793993270024;POINT (-221.9262794673812 -363.83793993270024)
8382;-221.9262794673812;-31.754950693971775;POINT (-221.9262794673812 -31.754950693971775)
8383;-221.9262794673812;300.32803854475674;POINT (-221.9262794673812 300.32803854475674)
8384;-221.92627944162882;-311.0659892387285;POINT (-221.92627944162882 -311.0659892387285)
8385;-221.92627944162882;-300.3279892387285;POINT (-221.92627944162882 -300.3279892387285)
8386;-221.92627944162882;21.016999999999996;POINT (-221.92627944162882 21.016999999999996)
8387;-221.92627944162882;31.754999999999995;POINT (-221.92627944162882 31.754999999999995)
8388;-221.92627944162882;353.0999892387285;POINT (-221.92627944162882 353.0999892387285)
8389;-221.92627944162882;363.8379892387285;POINT (-221.92627944162882 363.8379892387285)
8390;-221.9262794416288;-321.8039892387285;POINT (-221.9262794416288 -321.8039892387285)
8391;-221.9262794416288;-289.5899892387285;POINT (-221.9262794416288 -289.5899892387285)
8392;-221.9262794416288;10.278999999999996;POINT (-221.9262794416288 10.278999999999996)
8393;-221.9262794416288;42.492999999999995;POINT (-221.9262794416288 42.492999999999995)
8394;-221.9262794416288;342.3619892387285;POINT (-221.9262794416288 342.3619892387285)
8395;-221.9262794416288;374.5759892387285;POINT (-221.9262794416288 374.5759892387285)
8396;-220.19422865981232;-540.6174345520645;POINT (-220.19422865981232 -540.6174345520645)
8397;-220.19422865981232;-529.8794345520645;POINT (-220.19422865981232 -529.8794345520645)
8398;-220.19422865981232;-519.1414345520645;POINT (-220.19422865981232 -519.1414345520645)
8399;-220.19422865981232;-508.40343455206454;POINT (-220.19422865981232 -508.40343455206454)
8400;-220.19422865981232;-208.53444531333602;POINT (-220.19422865981232 -208.53444531333602)
8401;-220.19422865981232;-197.79644531333602;POINT (-220.19422865981232 -197.79644531333602)
8402;-220.19422865981232;-187.05844531333602;POINT (-220.19422865981232 -187.05844531333602)
8403;-220.19422865981232;-176.32044531333602;POINT (-220.19422865981232 -176.32044531333602)
8404;-220.19422865981232;123.54854392539247;POINT (-220.19422865981232 123.54854392539247)
8405;-220.19422865981232;134.28654392539246;POINT (-220.19422865981232 134.28654392539246)
8406;-220.19422865981232;145.02454392539246;POINT (-220.19422865981232 145.02454392539246)
8407;-220.19422865981232;155.76254392539246;POINT (-220.19422865981232 155.76254392539246)
8408;-220.19422865981232;455.6315331641209;POINT (-220.19422865981232 455.6315331641209)
8409;-220.19422865981232;466.3695331641209;POINT (-220.19422865981232 466.3695331641209)
8410;-220.19422865981232;477.1075331641209;POINT (-220.19422865981232 477.1075331641209)
8411;-220.19422865981232;487.8455331641209;POINT (-220.19422865981232 487.8455331641209)
8412;-220.19422863405995;-477.10748385809273;POINT (-220.19422863405995 -477.10748385809273)
8413;-220.19422863405995;-466.36948385809274;POINT (-220.19422863405995 -466.36948385809274)
8414;-220.19422863405995;-145.02449461936425;POINT (-220.19422863405995 -145.02449461936425)
8415;-220.19422863405995;-134.28649461936425;POINT (-220.19422863405995 -134.28649461936425)
8416;-220.19422863405995;187.05849461936424;POINT (-220.19422863405995 187.05849461936424)
8417;-220.19422863405995;197.79649461936424;POINT (-220.19422863405995 197.79649461936424)
8418;-220.19422863405995;519.1414838580927;POINT (-220.19422863405995 519.1414838580927)
8419;-220.19422863405995;529.8794838580927;POINT (-220.19422863405995 529.8794838580927)
8420;-220.19422863405993;-487.84548385809273;POINT (-220.19422863405993 -487.84548385809273)
8421;-220.19422863405993;-455.63148385809274;POINT (-220.19422863405993 -455.63148385809274)
8422;-220.19422863405993;-155.76249461936425;POINT (-220.19422863405993 -155.76249461936425)
8423;-220.19422863405993;-123.54849461936426;POINT (-220.19422863405993 -123.54849461936426)
8424;-220.19422863405993;176.32049461936424;POINT (-220.19422863405993 176.32049461936424)
8425;-220.19422863405993;208.53449461936424;POINT (-220.19422863405993 208.53449461936424)
8426;-220.19422863405993;508.4034838580927;POINT (-220.19422863405993 508.4034838580927)
8427;-220.19422863405993;540.6174838580927;POINT (-220.19422863405993 540.6174838580927)
8428;-219.62820327172656;-430.2516571854207;POINT (-219.62820327172656 -430.2516571854207)
8429;-219.62820327172656;-419.5136571854207;POINT (-219.62820327172656 -419.5136571854207)
8430;-219.62820327172656;-98.16866794669222;POINT (-219.62820327172656 -98.16866794669222)
8431;-219.62820327172656;-87.43066794669222;POINT (-219.62820327172656 -87.43066794669222)
8432;-219.62820327172656;233.91432129203628;POINT (-219.62820327172656 233.91432129203628)
8433;-219.62820327172656;244.65232129203628;POINT (-219.62820327172656 244.65232129203628)
8434;-219.62820327172656;565.9973105307647;POINT (-219.62820327172656 565.9973105307647)
8435;-219.62820327172656;576.7353105307648;POINT (-219.62820327172656 576.7353105307648)
8436;-219.62820327172653;-440.9896571854207;POINT (-219.62820327172653 -440.9896571854207)
8437;-219.62820327172653;-108.90666794669222;POINT (-219.62820327172653 -108.90666794669222)
8438;-219.62820327172653;223.17632129203628;POINT (-219.62820327172653 223.17632129203628)
8439;-219.62820327172653;555.2593105307648;POINT (-219.62820327172653 555.2593105307648)
8440;-219.62820325602792;-263.21019262301814;POINT (-219.62820325602792 -263.21019262301814)
8441;-219.62820325602792;-252.47219262301815;POINT (-219.62820325602792 -252.47219262301815)
8442;-219.62820325602792;68.87279661571033;POINT (-219.62820325602792 68.87279661571033)
8443;-219.62820325602792;79.61079661571033;POINT (-219.62820325602792 79.61079661571033)
8444;-219.62820325602792;400.95578585443883;POINT (-219.62820325602792 400.95578585443883)
8445;-219.62820325602792;411.69378585443883;POINT (-219.62820325602792 411.69378585443883)
8446;-219.6282032560279;-273.94819262301814;POINT (-219.6282032560279 -273.94819262301814)
8447;-219.6282032560279;58.13479661571033;POINT (-219.6282032560279 58.13479661571033)
8448;-219.6282032560279;390.21778585443883;POINT (-219.6282032560279 390.21778585443883)
8449;-219.62820323027552;-411.6937365484106;POINT (-219.62820323027552 -411.6937365484106)
8450;-219.62820323027552;-400.9557365484106;POINT (-219.62820323027552 -400.9557365484106)
8451;-219.62820323027552;-390.2177365484106;POINT (-219.62820323027552 -390.2177365484106)
8452;-219.62820323027552;-79.61074730968213;POINT (-219.62820323027552 -79.61074730968213)
8453;-219.62820323027552;-68.87274730968213;POINT (-219.62820323027552 -68.87274730968213)
8454;-219.62820323027552;-58.13474730968212;POINT (-219.62820323027552 -58.13474730968212)
8455;-219.62820323027552;252.47224192904636;POINT (-219.62820323027552 252.47224192904636)
8456;-219.62820323027552;263.2102419290464;POINT (-219.62820323027552 263.2102419290464)
8457;-219.62820323027552;273.9482419290464;POINT (-219.62820323027552 273.9482419290464)
8458;-219.62820321457687;-576.7352612247365;POINT (-219.62820321457687 -576.7352612247365)
8459;-219.62820321457687;-565.9972612247366;POINT (-219.62820321457687 -565.9972612247366)
8460;-219.62820321457687;-555.2592612247365;POINT (-219.62820321457687 -555.2592612247365)
8461;-219.62820321457687;-244.65227198600806;POINT (-219.62820321457687 -244.65227198600806)
8462;-219.62820321457687;-233.91427198600806;POINT (-219.62820321457687 -233.91427198600806)
8463;-219.62820321457687;-223.17627198600806;POINT (-219.62820321457687 -223.17627198600806)
8464;-219.62820321457687;87.43071725272043;POINT (-219.62820321457687 87.43071725272043)
8465;-219.62820321457687;98.16871725272043;POINT (-219.62820321457687 98.16871725272043)
8466;-219.62820321457687;108.90671725272043;POINT (-219.62820321457687 108.90671725272043)
8467;-219.62820321457687;419.51370649144894;POINT (-219.62820321457687 419.51370649144894)
8468;-219.62820321457687;430.25170649144894;POINT (-219.62820321457687 430.25170649144894)
8469;-219.62820321457687;440.98970649144894;POINT (-219.62820321457687 440.98970649144894)
8470;-218.8262794673812;-369.20693993270027;POINT (-218.8262794673812 -369.20693993270027)
8471;-218.8262794673812;-358.46893993270027;POINT (-218.8262794673812 -358.46893993270027)
8472;-218.8262794673812;-347.73093993270027;POINT (-218.8262794673812 -347.73093993270027)
8473;-218.8262794673812;-336.99293993270027;POINT (-218.8262794673812 -336.99293993270027)
8474;-218.8262794673812;-37.12395069397177;POINT (-218.8262794673812 -37.12395069397177)
8475;-218.8262794673812;-26.385950693971775;POINT (-218.8262794673812 -26.385950693971775)
8476;-218.8262794673812;-15.647950693971772;POINT (-218.8262794673812 -15.647950693971772)
8477;-218.8262794673812;-4.909950693971773;POINT (-218.8262794673812 -4.909950693971773)
8478;-218.8262794673812;294.9590385447567;POINT (-218.8262794673812 294.9590385447567)
8479;-218.8262794673812;305.6970385447567;POINT (-218.8262794673812 305.6970385447567)
8480;-218.8262794673812;316.4350385447567;POINT (-218.8262794673812 316.4350385447567)
8481;-218.8262794673812;327.1730385447567;POINT (-218.8262794673812 327.1730385447567)
8482;-218.8262794416288;-327.1729892387285;POINT (-218.8262794416288 -327.1729892387285)
8483;-218.8262794416288;-316.43498923872846;POINT (-218.8262794416288 -316.43498923872846)
8484;-218.8262794416288;-305.6969892387285;POINT (-218.8262794416288 -305.6969892387285)
8485;-218.8262794416288;-294.9589892387285;POINT (-218.8262794416288 -294.9589892387285)
8486;-218.8262794416288;4.909999999999997;POINT (-218.8262794416288 4.909999999999997)
8487;-218.8262794416288;15.647999999999996;POINT (-218.8262794416288 15.647999999999996)
8488;-218.8262794416288;26.385999999999996;POINT (-218.8262794416288 26.385999999999996)
8489;-218.8262794416288;37.123999999999995;POINT (-218.8262794416288 37.123999999999995)
8490;-218.8262794416288;336.99298923872846;POINT (-218.8262794416288 336.99298923872846)
8491;-218.8262794416288;347.7309892387285;POINT (-218.8262794416288 347.7309892387285)
8492;-218.8262794416288;358.46898923872845;POINT (-218.8262794416288 358.46898923872845)
8493;-218.8262794416288;369.20698923872845;POINT (-218.8262794416288 369.20698923872845)
8494;-217.09422865981233;-535.2484345520645;POINT (-217.09422865981233 -535.2484345520645)
8495;-217.09422865981233;-524.5104345520646;POINT (-217.09422865981233 -524.5104345520646)
8496;-217.09422865981233;-513.7724345520645;POINT (-217.09422865981233 -513.7724345520645)
8497;-217.09422865981233;-503.0344345520645;POINT (-217.09422865981233 -503.0344345520645)
8498;-217.09422865981233;-203.16544531333602;POINT (-217.09422865981233 -203.16544531333602)
8499;-217.09422865981233;-192.42744531333602;POINT (-217.09422865981233 -192.42744531333602)
8500;-217.09422865981233;-181.68944531333602;POINT (-217.09422865981233 -181.68944531333602)
8501;-217.09422865981233;-170.95144531333602;POINT (-217.09422865981233 -170.95144531333602)
8502;-217.09422865981233;128.91754392539247;POINT (-217.09422865981233 128.91754392539247)
8503;-217.09422865981233;139.65554392539246;POINT (-217.09422865981233 139.65554392539246)
8504;-217.09422865981233;150.39354392539246;POINT (-217.09422865981233 150.39354392539246)
8505;-217.09422865981233;161.13154392539246;POINT (-217.09422865981233 161.13154392539246)
8506;-217.09422865981233;461.00053316412095;POINT (-217.09422865981233 461.00053316412095)
8507;-217.09422865981233;471.73853316412095;POINT (-217.09422865981233 471.73853316412095)
8508;-217.09422865981233;482.47653316412095;POINT (-217.09422865981233 482.47653316412095)
8509;-217.09422865981233;493.21453316412095;POINT (-217.09422865981233 493.21453316412095)
8510;-217.09422863405996;-471.73848385809276;POINT (-217.09422863405996 -471.73848385809276)
8511;-217.09422863405996;-461.00048385809276;POINT (-217.09422863405996 -461.00048385809276)
8512;-217.09422863405996;-139.65549461936425;POINT (-217.09422863405996 -139.65549461936425)
8513;-217.09422863405996;-128.91749461936428;POINT (-217.09422863405996 -128.91749461936428)
8514;-217.09422863405996;192.42749461936424;POINT (-217.09422863405996 192.42749461936424)
8515;-217.09422863405996;203.1654946193642;POINT (-217.09422863405996 203.1654946193642)
8516;-217.09422863405996;524.5104838580927;POINT (-217.09422863405996 524.5104838580927)
8517;-217.09422863405996;535.2484838580928;POINT (-217.09422863405996 535.2484838580928)
8518;-217.09422863405993;-493.21448385809276;POINT (-217.09422863405993 -493.21448385809276)
8519;-217.09422863405993;-482.47648385809276;POINT (-217.09422863405993 -482.47648385809276)
8520;-217.09422863405993;-161.13149461936428;POINT (-217.09422863405993 -161.13149461936428)
8521;-217.09422863405993;-150.39349461936428;POINT (-217.09422863405993 -150.39349461936428)
8522;-217.09422863405993;170.9514946193642;POINT (-217.09422863405993 170.9514946193642)
8523;-217.09422863405993;181.6894946193642;POINT (-217.09422863405993 181.6894946193642)
8524;-217.09422863405993;503.0344838580927;POINT (-217.09422863405993 503.0344838580927)
8525;-217.09422863405993;513.7724838580928;POINT (-217.09422863405993 513.7724838580928)
8526;-216.52820327172654;-446.3586571854207;POINT (-216.52820327172654 -446.3586571854207)
8527;-216.52820327172654;-435.6206571854207;POINT (-216.52820327172654 -435.6206571854207)
8528;-216.52820327172654;-424.8826571854207;POINT (-216.52820327172654 -424.8826571854207)
8529;-216.52820327172654;-114.27566794669222;POINT (-216.52820327172654 -114.27566794669222)
8530;-216.52820327172654;-103.53766794669222;POINT (-216.52820327172654 -103.53766794669222)
8531;-216.52820327172654;-92.79966794669222;POINT (-216.52820327172654 -92.79966794669222)
8532;-216.52820327172654;217.80732129203628;POINT (-216.52820327172654 217.80732129203628)
8533;-216.52820327172654;228.54532129203628;POINT (-216.52820327172654 228.54532129203628)
8534;-216.52820327172654;239.28332129203628;POINT (-216.52820327172654 239.28332129203628)
8535;-216.52820327172654;549.8903105307647;POINT (-216.52820327172654 549.8903105307647)
8536;-216.52820327172654;560.6283105307648;POINT (-216.52820327172654 560.6283105307648)
8537;-216.52820327172654;571.3663105307647;POINT (-216.52820327172654 571.3663105307647)
8538;-216.5282032560279;-279.3171926230182;POINT (-216.5282032560279 -279.3171926230182)
8539;-216.5282032560279;-268.5791926230182;POINT (-216.5282032560279 -268.5791926230182)
8540;-216.5282032560279;-257.8411926230182;POINT (-216.5282032560279 -257.8411926230182)
8541;-216.5282032560279;52.76579661571033;POINT (-216.5282032560279 52.76579661571033)
8542;-216.5282032560279;63.50379661571033;POINT (-216.5282032560279 63.50379661571033)
8543;-216.5282032560279;74.24179661571033;POINT (-216.5282032560279 74.24179661571033)
8544;-216.5282032560279;384.8487858544388;POINT (-216.5282032560279 384.8487858544388)
8545;-216.5282032560279;395.5867858544388;POINT (-216.5282032560279 395.5867858544388)
8546;-216.5282032560279;406.3247858544388;POINT (-216.5282032560279 406.3247858544388)
8547;-216.52820323027552;-406.3247365484106;POINT (-216.52820323027552 -406.3247365484106)
8548;-216.52820323027552;-384.8487365484106;POINT (-216.52820323027552 -384.8487365484106)
8549;-216.52820323027552;-74.24174730968213;POINT (-216.52820323027552 -74.24174730968213)
8550;-216.52820323027552;-52.76574730968212;POINT (-216.52820323027552 -52.76574730968212)
8551;-216.52820323027552;257.84124192904636;POINT (-216.52820323027552 257.84124192904636)
8552;-216.52820323027552;279.31724192904636;POINT (-216.52820323027552 279.31724192904636)
8553;-216.5282032302755;-395.5867365484106;POINT (-216.5282032302755 -395.5867365484106)
8554;-216.5282032302755;-63.50374730968212;POINT (-216.5282032302755 -63.50374730968212)
8555;-216.5282032302755;268.57924192904636;POINT (-216.5282032302755 268.57924192904636)
8556;-216.52820321457688;-571.3662612247365;POINT (-216.52820321457688 -571.3662612247365)
8557;-216.52820321457688;-560.6282612247365;POINT (-216.52820321457688 -560.6282612247365)
8558;-216.52820321457688;-549.8902612247365;POINT (-216.52820321457688 -549.8902612247365)
8559;-216.52820321457688;-239.28327198600806;POINT (-216.52820321457688 -239.28327198600806)
8560;-216.52820321457688;-228.54527198600806;POINT (-216.52820321457688 -228.54527198600806)
8561;-216.52820321457688;-217.80727198600806;POINT (-216.52820321457688 -217.80727198600806)
8562;-216.52820321457688;92.79971725272043;POINT (-216.52820321457688 92.79971725272043)
8563;-216.52820321457688;103.53771725272043;POINT (-216.52820321457688 103.53771725272043)
8564;-216.52820321457688;114.27571725272043;POINT (-216.52820321457688 114.27571725272043)
8565;-216.52820321457688;424.8827064914489;POINT (-216.52820321457688 424.8827064914489)
8566;-216.52820321457688;435.6207064914489;POINT (-216.52820321457688 435.6207064914489)
8567;-216.52820321457688;446.3587064914489;POINT (-216.52820321457688 446.3587064914489)
8568;-215.7262794673812;-353.09993993270024;POINT (-215.7262794673812 -353.09993993270024)
8569;-215.7262794673812;-21.016950693971772;POINT (-215.7262794673812 -21.016950693971772)
8570;-215.7262794673812;311.06603854475674;POINT (-215.7262794673812 311.06603854475674)
8571;-215.72627946738118;-363.83793993270024;POINT (-215.72627946738118 -363.83793993270024)
8572;-215.72627946738118;-342.36193993270024;POINT (-215.72627946738118 -342.36193993270024)
8573;-215.72627946738118;-31.754950693971775;POINT (-215.72627946738118 -31.754950693971775)
8574;-215.72627946738118;-10.278950693971773;POINT (-215.72627946738118 -10.278950693971773)
8575;-215.72627946738118;300.32803854475674;POINT (-215.72627946738118 300.32803854475674)
8576;-215.72627946738118;321.80403854475674;POINT (-215.72627946738118 321.80403854475674)
8577;-215.7262794416288;-321.8039892387285;POINT (-215.7262794416288 -321.8039892387285)
8578;-215.7262794416288;-311.0659892387285;POINT (-215.7262794416288 -311.0659892387285)
8579;-215.7262794416288;-300.3279892387285;POINT (-215.7262794416288 -300.3279892387285)
8580;-215.7262794416288;10.278999999999996;POINT (-215.7262794416288 10.278999999999996)
8581;-215.7262794416288;21.016999999999996;POINT (-215.7262794416288 21.016999999999996)
8582;-215.7262794416288;31.754999999999995;POINT (-215.7262794416288 31.754999999999995)
8583;-215.7262794416288;342.3619892387285;POINT (-215.7262794416288 342.3619892387285)
8584;-215.7262794416288;353.0999892387285;POINT (-215.7262794416288 353.0999892387285)
8585;-215.7262794416288;363.8379892387285;POINT (-215.7262794416288 363.8379892387285)
8586;-213.99422865981234;-529.8794345520645;POINT (-213.99422865981234 -529.8794345520645)
8587;-213.99422865981234;-519.1414345520645;POINT (-213.99422865981234 -519.1414345520645)
8588;-213.99422865981234;-508.40343455206454;POINT (-213.99422865981234 -508.40343455206454)
8589;-213.99422865981234;-197.79644531333602;POINT (-213.99422865981234 -197.79644531333602)
8590;-213.99422865981234;-187.05844531333602;POINT (-213.99422865981234 -187.05844531333602)
8591;-213.99422865981234;-176.32044531333602;POINT (-213.99422865981234 -176.32044531333602)
8592;-213.99422865981234;134.28654392539246;POINT (-213.99422865981234 134.28654392539246)
8593;-213.99422865981234;145.02454392539246;POINT (-213.99422865981234 145.02454392539246)
8594;-213.99422865981234;155.76254392539246;POINT (-213.99422865981234 155.76254392539246)
8595;-213.99422865981234;466.3695331641209;POINT (-213.99422865981234 466.3695331641209)
8596;-213.99422865981234;477.1075331641209;POINT (-213.99422865981234 477.1075331641209)
8597;-213.99422865981234;487.8455331641209;POINT (-213.99422865981234 487.8455331641209)
8598;-213.99422863405994;-487.84548385809273;POINT (-213.99422863405994 -487.84548385809273)
8599;-213.99422863405994;-477.10748385809273;POINT (-213.99422863405994 -477.10748385809273)
8600;-213.99422863405994;-466.36948385809274;POINT (-213.99422863405994 -466.36948385809274)
8601;-213.99422863405994;-155.76249461936425;POINT (-213.99422863405994 -155.76249461936425)
8602;-213.99422863405994;-145.02449461936425;POINT (-213.99422863405994 -145.02449461936425)
8603;-213.99422863405994;-134.28649461936425;POINT (-213.99422863405994 -134.28649461936425)
8604;-213.99422863405994;176.32049461936424;POINT (-213.99422863405994 176.32049461936424)
8605;-213.99422863405994;187.05849461936424;POINT (-213.99422863405994 187.05849461936424)
8606;-213.99422863405994;197.79649461936424;POINT (-213.99422863405994 197.79649461936424)
8607;-213.99422863405994;508.4034838580927;POINT (-213.99422863405994 508.4034838580927)
8608;-213.99422863405994;519.1414838580927;POINT (-213.99422863405994 519.1414838580927)
8609;-213.99422863405994;529.8794838580927;POINT (-213.99422863405994 529.8794838580927)
8610;-213.42820327172655;-451.7276571854207;POINT (-213.42820327172655 -451.7276571854207)
8611;-213.42820327172655;-440.9896571854207;POINT (-213.42820327172655 -440.9896571854207)
8612;-213.42820327172655;-430.2516571854207;POINT (-213.42820327172655 -430.2516571854207)
8613;-213.42820327172655;-419.5136571854207;POINT (-213.42820327172655 -419.5136571854207)
8614;-213.42820327172655;-119.64466794669221;POINT (-213.42820327172655 -119.64466794669221)
8615;-213.42820327172655;-108.90666794669222;POINT (-213.42820327172655 -108.90666794669222)
8616;-213.42820327172655;-98.16866794669222;POINT (-213.42820327172655 -98.16866794669222)
8617;-213.42820327172655;-87.43066794669222;POINT (-213.42820327172655 -87.43066794669222)
8618;-213.42820327172655;212.43832129203628;POINT (-213.42820327172655 212.43832129203628)
8619;-213.42820327172655;223.17632129203628;POINT (-213.42820327172655 223.17632129203628)
8620;-213.42820327172655;233.91432129203628;POINT (-213.42820327172655 233.91432129203628)
8621;-213.42820327172655;244.65232129203628;POINT (-213.42820327172655 244.65232129203628)
8622;-213.42820327172655;544.5213105307647;POINT (-213.42820327172655 544.5213105307647)
8623;-213.42820327172655;555.2593105307648;POINT (-213.42820327172655 555.2593105307648)
8624;-213.42820327172655;565.9973105307647;POINT (-213.42820327172655 565.9973105307647)
8625;-213.42820327172655;576.7353105307648;POINT (-213.42820327172655 576.7353105307648)
8626;-213.4282032560279;-284.68619262301814;POINT (-213.4282032560279 -284.68619262301814)
8627;-213.4282032560279;-273.94819262301814;POINT (-213.4282032560279 -273.94819262301814)
8628;-213.4282032560279;-263.21019262301814;POINT (-213.4282032560279 -263.21019262301814)
8629;-213.4282032560279;-252.47219262301815;POINT (-213.4282032560279 -252.47219262301815)
8630;-213.4282032560279;47.396796615710336;POINT (-213.4282032560279 47.396796615710336)
8631;-213.4282032560279;58.13479661571033;POINT (-213.4282032560279 58.13479661571033)
8632;-213.4282032560279;68.87279661571033;POINT (-213.4282032560279 68.87279661571033)
8633;-213.4282032560279;79.61079661571033;POINT (-213.4282032560279 79.61079661571033)
8634;-213.4282032560279;379.47978585443883;POINT (-213.4282032560279 379.47978585443883)
8635;-213.4282032560279;390.21778585443883;POINT (-213.4282032560279 390.21778585443883)
8636;-213.4282032560279;400.95578585443883;POINT (-213.4282032560279 400.95578585443883)
