robot_number;x [mm];y [mm];geometry
14549;-21.700000025752384;-273.94819262301814;POINT (-21.700000025752384 -273.94819262301814)
14550;-21.700000025752384;47.396796615710336;POINT (-21.700000025752384 47.396796615710336)
14551;-21.700000025752384;58.13479661571033;POINT (-21.700000025752384 58.13479661571033)
14552;-21.700000025752384;379.47978585443883;POINT (-21.700000025752384 379.47978585443883)
14553;-21.700000025752384;390.21778585443883;POINT (-21.700000025752384 390.21778585443883)
14554;-21.7;-411.6937365484106;POINT (-21.7 -411.6937365484106)
14555;-21.7;-390.2177365484106;POINT (-21.7 -390.2177365484106)
14556;-21.7;-379.47973654841064;POINT (-21.7 -379.47973654841064)
14557;-21.7;-79.61074730968213;POINT (-21.7 -79.61074730968213)
14558;-21.7;-58.13474730968212;POINT (-21.7 -58.13474730968212)
14559;-21.7;-47.39674730968213;POINT (-21.7 -47.39674730968213)
14560;-21.7;252.47224192904636;POINT (-21.7 252.47224192904636)
14561;-21.7;273.9482419290464;POINT (-21.7 273.9482419290464)
14562;-21.7;284.68624192904633;POINT (-21.7 284.68624192904633)
14563;-21.699999999999992;-400.9557365484106;POINT (-21.699999999999992 -400.9557365484106)
14564;-21.699999999999992;-68.87274730968213;POINT (-21.699999999999992 -68.87274730968213)
14565;-21.699999999999992;263.2102419290464;POINT (-21.699999999999992 263.2102419290464)
14566;-21.699999984301353;-576.7352612247365;POINT (-21.699999984301353 -576.7352612247365)
14567;-21.699999984301353;-555.2592612247365;POINT (-21.699999984301353 -555.2592612247365)
14568;-21.699999984301353;-544.5212612247366;POINT (-21.699999984301353 -544.5212612247366)
14569;-21.699999984301353;-244.65227198600806;POINT (-21.699999984301353 -244.65227198600806)
14570;-21.699999984301353;-223.17627198600806;POINT (-21.699999984301353 -223.17627198600806)
14571;-21.699999984301353;-212.43827198600806;POINT (-21.699999984301353 -212.43827198600806)
14572;-21.699999984301353;87.43071725272043;POINT (-21.699999984301353 87.43071725272043)
14573;-21.699999984301353;108.90671725272043;POINT (-21.699999984301353 108.90671725272043)
14574;-21.699999984301353;119.64471725272043;POINT (-21.699999984301353 119.64471725272043)
14575;-21.699999984301353;419.51370649144894;POINT (-21.699999984301353 419.51370649144894)
14576;-21.699999984301353;440.98970649144894;POINT (-21.699999984301353 440.98970649144894)
14577;-21.699999984301353;451.7277064914489;POINT (-21.699999984301353 451.7277064914489)
14578;-21.699999984301346;-565.9972612247366;POINT (-21.699999984301346 -565.9972612247366)
14579;-21.699999984301346;-233.91427198600806;POINT (-21.699999984301346 -233.91427198600806)
14580;-21.699999984301346;98.16871725272043;POINT (-21.699999984301346 98.16871725272043)
14581;-21.699999984301346;430.25170649144894;POINT (-21.699999984301346 430.25170649144894)
14582;-20.8980762371057;-358.46893993270027;POINT (-20.8980762371057 -358.46893993270027)
14583;-20.8980762371057;-347.73093993270027;POINT (-20.8980762371057 -347.73093993270027)
14584;-20.8980762371057;-336.99293993270027;POINT (-20.8980762371057 -336.99293993270027)
14585;-20.8980762371057;-26.385950693971775;POINT (-20.8980762371057 -26.385950693971775)
14586;-20.8980762371057;-15.647950693971772;POINT (-20.8980762371057 -15.647950693971772)
14587;-20.8980762371057;-4.909950693971773;POINT (-20.8980762371057 -4.909950693971773)
14588;-20.8980762371057;305.6970385447567;POINT (-20.8980762371057 305.6970385447567)
14589;-20.8980762371057;316.4350385447567;POINT (-20.8980762371057 316.4350385447567)
14590;-20.8980762371057;327.1730385447567;POINT (-20.8980762371057 327.1730385447567)
14591;-20.898076211353313;-305.6969892387285;POINT (-20.898076211353313 -305.6969892387285)
14592;-20.898076211353313;26.385999999999996;POINT (-20.898076211353313 26.385999999999996)
14593;-20.898076211353313;358.46898923872845;POINT (-20.898076211353313 358.46898923872845)
14594;-20.898076211353285;-327.1729892387285;POINT (-20.898076211353285 -327.1729892387285)
14595;-20.898076211353285;-316.43498923872846;POINT (-20.898076211353285 -316.43498923872846)
14596;-20.898076211353285;4.909999999999997;POINT (-20.898076211353285 4.909999999999997)
14597;-20.898076211353285;15.647999999999996;POINT (-20.898076211353285 15.647999999999996)
14598;-20.898076211353285;336.99298923872846;POINT (-20.898076211353285 336.99298923872846)
14599;-20.898076211353285;347.7309892387285;POINT (-20.898076211353285 347.7309892387285)
14600;-19.166025429536823;-513.7724345520645;POINT (-19.166025429536823 -513.7724345520645)
14601;-19.166025429536823;-503.0344345520645;POINT (-19.166025429536823 -503.0344345520645)
14602;-19.166025429536823;-181.68944531333602;POINT (-19.166025429536823 -181.68944531333602)
14603;-19.166025429536823;-170.95144531333602;POINT (-19.166025429536823 -170.95144531333602)
14604;-19.166025429536823;150.39354392539246;POINT (-19.166025429536823 150.39354392539246)
14605;-19.166025429536823;161.13154392539246;POINT (-19.166025429536823 161.13154392539246)
14606;-19.166025429536823;482.47653316412095;POINT (-19.166025429536823 482.47653316412095)
14607;-19.166025429536823;493.21453316412095;POINT (-19.166025429536823 493.21453316412095)
14608;-19.16602542953682;-524.5104345520646;POINT (-19.16602542953682 -524.5104345520646)
14609;-19.16602542953682;-192.42744531333602;POINT (-19.16602542953682 -192.42744531333602)
14610;-19.16602542953682;139.65554392539246;POINT (-19.16602542953682 139.65554392539246)
14611;-19.16602542953682;471.73853316412095;POINT (-19.16602542953682 471.73853316412095)
14612;-19.16602540378443;-471.73848385809276;POINT (-19.16602540378443 -471.73848385809276)
14613;-19.16602540378443;-139.65549461936425;POINT (-19.16602540378443 -139.65549461936425)
14614;-19.16602540378443;192.42749461936424;POINT (-19.16602540378443 192.42749461936424)
14615;-19.16602540378443;524.5104838580928;POINT (-19.16602540378443 524.5104838580928)
14616;-19.166025403784417;-493.21448385809276;POINT (-19.166025403784417 -493.21448385809276)
14617;-19.166025403784417;-482.47648385809276;POINT (-19.166025403784417 -482.47648385809276)
14618;-19.166025403784417;-161.13149461936428;POINT (-19.166025403784417 -161.13149461936428)
14619;-19.166025403784417;-150.39349461936428;POINT (-19.166025403784417 -150.39349461936428)
14620;-19.166025403784417;170.9514946193642;POINT (-19.166025403784417 170.9514946193642)
14621;-19.166025403784417;181.6894946193642;POINT (-19.166025403784417 181.6894946193642)
14622;-19.166025403784417;503.0344838580928;POINT (-19.166025403784417 503.0344838580928)
14623;-19.166025403784417;513.7724838580929;POINT (-19.166025403784417 513.7724838580929)
14624;-18.600000041451036;-457.0966571854207;POINT (-18.600000041451036 -457.0966571854207)
14625;-18.600000041451036;-424.8826571854207;POINT (-18.600000041451036 -424.8826571854207)
14626;-18.600000041451036;-125.01366794669221;POINT (-18.600000041451036 -125.01366794669221)
14627;-18.600000041451036;-92.79966794669222;POINT (-18.600000041451036 -92.79966794669222)
14628;-18.600000041451036;207.06932129203628;POINT (-18.600000041451036 207.06932129203628)
14629;-18.600000041451036;239.28332129203628;POINT (-18.600000041451036 239.28332129203628)
14630;-18.600000041451036;539.1523105307649;POINT (-18.600000041451036 539.1523105307649)
14631;-18.600000041451036;571.3663105307648;POINT (-18.600000041451036 571.3663105307648)
14632;-18.600000041451022;-446.3586571854207;POINT (-18.600000041451022 -446.3586571854207)
14633;-18.600000041451022;-435.6206571854207;POINT (-18.600000041451022 -435.6206571854207)
14634;-18.600000041451022;-114.27566794669222;POINT (-18.600000041451022 -114.27566794669222)
14635;-18.600000041451022;-103.53766794669222;POINT (-18.600000041451022 -103.53766794669222)
14636;-18.600000041451022;217.80732129203628;POINT (-18.600000041451022 217.80732129203628)
14637;-18.600000041451022;228.54532129203628;POINT (-18.600000041451022 228.54532129203628)
14638;-18.600000041451022;549.8903105307649;POINT (-18.600000041451022 549.8903105307649)
14639;-18.600000041451022;560.6283105307649;POINT (-18.600000041451022 560.6283105307649)
14640;-18.60000002575239;-290.0551926230181;POINT (-18.60000002575239 -290.0551926230181)
14641;-18.60000002575239;-257.8411926230182;POINT (-18.60000002575239 -257.8411926230182)
14642;-18.60000002575239;42.02779661571034;POINT (-18.60000002575239 42.02779661571034)
14643;-18.60000002575239;74.24179661571033;POINT (-18.60000002575239 74.24179661571033)
14644;-18.60000002575239;374.11078585443886;POINT (-18.60000002575239 374.11078585443886)
14645;-18.60000002575239;406.3247858544388;POINT (-18.60000002575239 406.3247858544388)
14646;-18.600000025752376;-279.3171926230182;POINT (-18.600000025752376 -279.3171926230182)
14647;-18.600000025752376;-268.5791926230182;POINT (-18.600000025752376 -268.5791926230182)
14648;-18.600000025752376;52.76579661571033;POINT (-18.600000025752376 52.76579661571033)
14649;-18.600000025752376;63.50379661571033;POINT (-18.600000025752376 63.50379661571033)
14650;-18.600000025752376;384.8487858544388;POINT (-18.600000025752376 384.8487858544388)
14651;-18.600000025752376;395.5867858544388;POINT (-18.600000025752376 395.5867858544388)
14652;-18.6;-384.8487365484106;POINT (-18.6 -384.8487365484106)
14653;-18.6;-52.76574730968212;POINT (-18.6 -52.76574730968212)
14654;-18.6;279.31724192904636;POINT (-18.6 279.31724192904636)
14655;-18.599999999999998;-406.3247365484106;POINT (-18.599999999999998 -406.3247365484106)
14656;-18.599999999999998;-395.5867365484106;POINT (-18.599999999999998 -395.5867365484106)
14657;-18.599999999999998;-374.1107365484106;POINT (-18.599999999999998 -374.1107365484106)
14658;-18.599999999999998;-74.24174730968213;POINT (-18.599999999999998 -74.24174730968213)
14659;-18.599999999999998;-63.50374730968212;POINT (-18.599999999999998 -63.50374730968212)
14660;-18.599999999999998;-42.02774730968213;POINT (-18.599999999999998 -42.02774730968213)
14661;-18.599999999999998;257.84124192904636;POINT (-18.599999999999998 257.84124192904636)
14662;-18.599999999999998;268.57924192904636;POINT (-18.599999999999998 268.57924192904636)
14663;-18.599999999999998;290.05524192904636;POINT (-18.599999999999998 290.05524192904636)
14664;-18.599999984301355;-549.8902612247365;POINT (-18.599999984301355 -549.8902612247365)
14665;-18.599999984301355;-217.80727198600806;POINT (-18.599999984301355 -217.80727198600806)
14666;-18.599999984301355;114.27571725272043;POINT (-18.599999984301355 114.27571725272043)
14667;-18.599999984301355;446.3587064914489;POINT (-18.599999984301355 446.3587064914489)
14668;-18.599999984301352;-571.3662612247365;POINT (-18.599999984301352 -571.3662612247365)
14669;-18.599999984301352;-560.6282612247365;POINT (-18.599999984301352 -560.6282612247365)
14670;-18.599999984301352;-539.1522612247365;POINT (-18.599999984301352 -539.1522612247365)
14671;-18.599999984301352;-239.28327198600806;POINT (-18.599999984301352 -239.28327198600806)
14672;-18.599999984301352;-228.54527198600806;POINT (-18.599999984301352 -228.54527198600806)
14673;-18.599999984301352;-207.06927198600806;POINT (-18.599999984301352 -207.06927198600806)
14674;-18.599999984301352;92.79971725272043;POINT (-18.599999984301352 92.79971725272043)
14675;-18.599999984301352;103.53771725272043;POINT (-18.599999984301352 103.53771725272043)
14676;-18.599999984301352;125.01371725272043;POINT (-18.599999984301352 125.01371725272043)
14677;-18.599999984301352;424.8827064914489;POINT (-18.599999984301352 424.8827064914489)
14678;-18.599999984301352;435.6207064914489;POINT (-18.599999984301352 435.6207064914489)
14679;-18.599999984301352;457.0967064914489;POINT (-18.599999984301352 457.0967064914489)
14680;-17.798076237105704;-353.09993993270024;POINT (-17.798076237105704 -353.09993993270024)
14681;-17.798076237105704;-342.36193993270024;POINT (-17.798076237105704 -342.36193993270024)
14682;-17.798076237105704;-21.016950693971772;POINT (-17.798076237105704 -21.016950693971772)
14683;-17.798076237105704;-10.278950693971773;POINT (-17.798076237105704 -10.278950693971773)
14684;-17.798076237105704;311.06603854475674;POINT (-17.798076237105704 311.06603854475674)
14685;-17.798076237105704;321.80403854475674;POINT (-17.798076237105704 321.80403854475674)
14686;-17.79807621135332;-321.8039892387285;POINT (-17.79807621135332 -321.8039892387285)
14687;-17.79807621135332;-311.0659892387285;POINT (-17.79807621135332 -311.0659892387285)
14688;-17.79807621135332;10.278999999999996;POINT (-17.79807621135332 10.278999999999996)
14689;-17.79807621135332;21.016999999999996;POINT (-17.79807621135332 21.016999999999996)
14690;-17.79807621135332;342.3619892387285;POINT (-17.79807621135332 342.3619892387285)
14691;-17.79807621135332;353.0999892387285;POINT (-17.79807621135332 353.0999892387285)
14692;-16.066025429536822;-519.1414345520645;POINT (-16.066025429536822 -519.1414345520645)
14693;-16.066025429536822;-187.05844531333602;POINT (-16.066025429536822 -187.05844531333602)
14694;-16.066025429536822;145.02454392539246;POINT (-16.066025429536822 145.02454392539246)
14695;-16.066025429536822;477.1075331641209;POINT (-16.066025429536822 477.1075331641209)
14696;-16.06602542953682;-508.40343455206454;POINT (-16.06602542953682 -508.40343455206454)
14697;-16.06602542953682;-176.32044531333602;POINT (-16.06602542953682 -176.32044531333602)
14698;-16.06602542953682;155.76254392539246;POINT (-16.06602542953682 155.76254392539246)
14699;-16.06602542953682;487.8455331641209;POINT (-16.06602542953682 487.8455331641209)
14700;-16.066025403784437;-487.84548385809273;POINT (-16.066025403784437 -487.84548385809273)
14701;-16.066025403784437;-477.10748385809273;POINT (-16.066025403784437 -477.10748385809273)
14702;-16.066025403784437;-155.76249461936425;POINT (-16.066025403784437 -155.76249461936425)
14703;-16.066025403784437;-145.02449461936425;POINT (-16.066025403784437 -145.02449461936425)
14704;-16.066025403784437;176.32049461936424;POINT (-16.066025403784437 176.32049461936424)
14705;-16.066025403784437;187.05849461936424;POINT (-16.066025403784437 187.05849461936424)
14706;-16.066025403784437;508.40348385809284;POINT (-16.066025403784437 508.40348385809284)
14707;-16.066025403784437;519.1414838580928;POINT (-16.066025403784437 519.1414838580928)
14708;-15.50000004145104;-430.2516571854207;POINT (-15.50000004145104 -430.2516571854207)
14709;-15.50000004145104;-98.16866794669222;POINT (-15.50000004145104 -98.16866794669222)
14710;-15.50000004145104;233.91432129203628;POINT (-15.50000004145104 233.91432129203628)
14711;-15.50000004145104;565.9973105307648;POINT (-15.50000004145104 565.9973105307648)
14712;-15.500000041451033;-419.5136571854207;POINT (-15.500000041451033 -419.5136571854207)
14713;-15.500000041451033;-87.43066794669222;POINT (-15.500000041451033 -87.43066794669222)
14714;-15.500000041451033;244.65232129203628;POINT (-15.500000041451033 244.65232129203628)
14715;-15.500000041451033;576.7353105307649;POINT (-15.500000041451033 576.7353105307649)
14716;-15.500000041451026;-462.4656571854207;POINT (-15.500000041451026 -462.4656571854207)
14717;-15.500000041451026;-451.7276571854207;POINT (-15.500000041451026 -451.7276571854207)
14718;-15.500000041451026;-440.9896571854207;POINT (-15.500000041451026 -440.9896571854207)
14719;-15.500000041451026;-130.3826679466922;POINT (-15.500000041451026 -130.3826679466922)
14720;-15.500000041451026;-119.64466794669221;POINT (-15.500000041451026 -119.64466794669221)
14721;-15.500000041451026;-108.90666794669222;POINT (-15.500000041451026 -108.90666794669222)
14722;-15.500000041451026;201.70032129203628;POINT (-15.500000041451026 201.70032129203628)
14723;-15.500000041451026;212.43832129203628;POINT (-15.500000041451026 212.43832129203628)
14724;-15.500000041451026;223.17632129203628;POINT (-15.500000041451026 223.17632129203628)
14725;-15.500000041451026;533.7833105307649;POINT (-15.500000041451026 533.7833105307649)
14726;-15.500000041451026;544.5213105307648;POINT (-15.500000041451026 544.5213105307648)
14727;-15.500000041451026;555.2593105307649;POINT (-15.500000041451026 555.2593105307649)
14728;-15.500000025752398;-263.21019262301814;POINT (-15.500000025752398 -263.21019262301814)
14729;-15.500000025752398;68.87279661571033;POINT (-15.500000025752398 68.87279661571033)
14730;-15.500000025752398;400.95578585443883;POINT (-15.500000025752398 400.95578585443883)
14731;-15.50000002575239;-252.47219262301815;POINT (-15.50000002575239 -252.47219262301815)
14732;-15.50000002575239;79.61079661571033;POINT (-15.50000002575239 79.61079661571033)
14733;-15.50000002575239;411.69378585443883;POINT (-15.50000002575239 411.69378585443883)
14734;-15.500000025752383;-295.42419262301814;POINT (-15.500000025752383 -295.42419262301814)
14735;-15.500000025752383;-284.68619262301814;POINT (-15.500000025752383 -284.68619262301814)
14736;-15.500000025752383;-273.94819262301814;POINT (-15.500000025752383 -273.94819262301814)
14737;-15.500000025752383;36.658796615710344;POINT (-15.500000025752383 36.658796615710344)
14738;-15.500000025752383;47.396796615710336;POINT (-15.500000025752383 47.396796615710336)
14739;-15.500000025752383;58.13479661571033;POINT (-15.500000025752383 58.13479661571033)
14740;-15.500000025752383;368.74178585443883;POINT (-15.500000025752383 368.74178585443883)
14741;-15.500000025752383;379.47978585443883;POINT (-15.500000025752383 379.47978585443883)
14742;-15.500000025752383;390.21778585443883;POINT (-15.500000025752383 390.21778585443883)
14743;-15.499999999999996;-411.6937365484106;POINT (-15.499999999999996 -411.6937365484106)
14744;-15.499999999999996;-390.2177365484106;POINT (-15.499999999999996 -390.2177365484106)
14745;-15.499999999999996;-379.47973654841064;POINT (-15.499999999999996 -379.47973654841064)
14746;-15.499999999999996;-368.7417365484106;POINT (-15.499999999999996 -368.7417365484106)
14747;-15.499999999999996;-79.61074730968213;POINT (-15.499999999999996 -79.61074730968213)
14748;-15.499999999999996;-58.13474730968212;POINT (-15.499999999999996 -58.13474730968212)
14749;-15.499999999999996;-47.39674730968213;POINT (-15.499999999999996 -47.39674730968213)
14750;-15.499999999999996;-36.65874730968213;POINT (-15.499999999999996 -36.65874730968213)
14751;-15.499999999999996;252.47224192904636;POINT (-15.499999999999996 252.47224192904636)
14752;-15.499999999999996;273.9482419290464;POINT (-15.499999999999996 273.9482419290464)
14753;-15.499999999999996;284.68624192904633;POINT (-15.499999999999996 284.68624192904633)
14754;-15.499999999999996;295.4242419290464;POINT (-15.499999999999996 295.4242419290464)
14755;-15.499999999999993;-400.9557365484106;POINT (-15.499999999999993 -400.9557365484106)
14756;-15.499999999999993;-68.87274730968213;POINT (-15.499999999999993 -68.87274730968213)
14757;-15.499999999999993;263.2102419290464;POINT (-15.499999999999993 263.2102419290464)
14758;-15.499999984301354;-576.7352612247365;POINT (-15.499999984301354 -576.7352612247365)
14759;-15.499999984301354;-555.2592612247365;POINT (-15.499999984301354 -555.2592612247365)
14760;-15.499999984301354;-544.5212612247366;POINT (-15.499999984301354 -544.5212612247366)
14761;-15.499999984301354;-533.7832612247365;POINT (-15.499999984301354 -533.7832612247365)
14762;-15.499999984301354;-244.65227198600806;POINT (-15.499999984301354 -244.65227198600806)
14763;-15.499999984301354;-223.17627198600806;POINT (-15.499999984301354 -223.17627198600806)
14764;-15.499999984301354;-212.43827198600806;POINT (-15.499999984301354 -212.43827198600806)
14765;-15.499999984301354;-201.70027198600806;POINT (-15.499999984301354 -201.70027198600806)
14766;-15.499999984301354;87.43071725272043;POINT (-15.499999984301354 87.43071725272043)
14767;-15.499999984301354;108.90671725272043;POINT (-15.499999984301354 108.90671725272043)
14768;-15.499999984301354;119.64471725272043;POINT (-15.499999984301354 119.64471725272043)
14769;-15.499999984301354;130.38271725272043;POINT (-15.499999984301354 130.38271725272043)
14770;-15.499999984301354;419.51370649144894;POINT (-15.499999984301354 419.51370649144894)
14771;-15.499999984301354;440.98970649144894;POINT (-15.499999984301354 440.98970649144894)
14772;-15.499999984301354;451.7277064914489;POINT (-15.499999984301354 451.7277064914489)
14773;-15.499999984301354;462.46570649144894;POINT (-15.499999984301354 462.46570649144894)
14774;-15.49999998430135;-565.9972612247366;POINT (-15.49999998430135 -565.9972612247366)
14775;-15.49999998430135;-233.91427198600806;POINT (-15.49999998430135 -233.91427198600806)
14776;-15.49999998430135;98.16871725272043;POINT (-15.49999998430135 98.16871725272043)
14777;-15.49999998430135;430.25170649144894;POINT (-15.49999998430135 430.25170649144894)
14778;-14.69807623710571;-347.73093993270027;POINT (-14.69807623710571 -347.73093993270027)
14779;-14.69807623710571;-336.99293993270027;POINT (-14.69807623710571 -336.99293993270027)
14780;-14.69807623710571;-15.647950693971772;POINT (-14.69807623710571 -15.647950693971772)
14781;-14.69807623710571;-4.909950693971773;POINT (-14.69807623710571 -4.909950693971773)
14782;-14.69807623710571;316.4350385447567;POINT (-14.69807623710571 316.4350385447567)
14783;-14.69807623710571;327.1730385447567;POINT (-14.69807623710571 327.1730385447567)
14784;-14.698076211353296;-327.1729892387285;POINT (-14.698076211353296 -327.1729892387285)
14785;-14.698076211353296;-316.43498923872846;POINT (-14.698076211353296 -316.43498923872846)
14786;-14.698076211353296;4.909999999999997;POINT (-14.698076211353296 4.909999999999997)
14787;-14.698076211353296;15.647999999999996;POINT (-14.698076211353296 15.647999999999996)
14788;-14.698076211353296;336.99298923872846;POINT (-14.698076211353296 336.99298923872846)
14789;-14.698076211353296;347.7309892387285;POINT (-14.698076211353296 347.7309892387285)
14790;-12.966025429536822;-513.7724345520645;POINT (-12.966025429536822 -513.7724345520645)
14791;-12.966025429536822;-503.0344345520645;POINT (-12.966025429536822 -503.0344345520645)
14792;-12.966025429536822;-181.68944531333602;POINT (-12.966025429536822 -181.68944531333602)
14793;-12.966025429536822;-170.95144531333602;POINT (-12.966025429536822 -170.95144531333602)
14794;-12.966025429536822;150.39354392539246;POINT (-12.966025429536822 150.39354392539246)
14795;-12.966025429536822;161.13154392539246;POINT (-12.966025429536822 161.13154392539246)
14796;-12.966025429536822;482.47653316412095;POINT (-12.966025429536822 482.47653316412095)
14797;-12.966025429536822;493.21453316412095;POINT (-12.966025429536822 493.21453316412095)
14798;-12.966025403784428;-493.21448385809276;POINT (-12.966025403784428 -493.21448385809276)
14799;-12.966025403784428;-482.47648385809276;POINT (-12.966025403784428 -482.47648385809276)
14800;-12.966025403784428;-161.13149461936428;POINT (-12.966025403784428 -161.13149461936428)
14801;-12.966025403784428;-150.39349461936428;POINT (-12.966025403784428 -150.39349461936428)
14802;-12.966025403784428;170.9514946193642;POINT (-12.966025403784428 170.9514946193642)
14803;-12.966025403784428;181.6894946193642;POINT (-12.966025403784428 181.6894946193642)
14804;-12.966025403784428;503.0344838580928;POINT (-12.966025403784428 503.0344838580928)
14805;-12.966025403784428;513.7724838580929;POINT (-12.966025403784428 513.7724838580929)
14806;-12.400000041451031;-467.8346571854207;POINT (-12.400000041451031 -467.8346571854207)
14807;-12.400000041451031;-457.0966571854207;POINT (-12.400000041451031 -457.0966571854207)
14808;-12.400000041451031;-135.7516679466922;POINT (-12.400000041451031 -135.7516679466922)
14809;-12.400000041451031;-125.01366794669221;POINT (-12.400000041451031 -125.01366794669221)
14810;-12.400000041451031;196.33132129203628;POINT (-12.400000041451031 196.33132129203628)
14811;-12.400000041451031;207.06932129203628;POINT (-12.400000041451031 207.06932129203628)
14812;-12.400000041451031;528.4143105307649;POINT (-12.400000041451031 528.4143105307649)
14813;-12.400000041451031;539.1523105307649;POINT (-12.400000041451031 539.1523105307649)
14814;-12.400000041451024;-446.3586571854207;POINT (-12.400000041451024 -446.3586571854207)
14815;-12.400000041451024;-435.6206571854207;POINT (-12.400000041451024 -435.6206571854207)
14816;-12.400000041451024;-424.8826571854207;POINT (-12.400000041451024 -424.8826571854207)
14817;-12.400000041451024;-114.27566794669222;POINT (-12.400000041451024 -114.27566794669222)
14818;-12.400000041451024;-103.53766794669222;POINT (-12.400000041451024 -103.53766794669222)
14819;-12.400000041451024;-92.79966794669222;POINT (-12.400000041451024 -92.79966794669222)
14820;-12.400000041451024;217.80732129203628;POINT (-12.400000041451024 217.80732129203628)
14821;-12.400000041451024;228.54532129203628;POINT (-12.400000041451024 228.54532129203628)
14822;-12.400000041451024;239.28332129203628;POINT (-12.400000041451024 239.28332129203628)
14823;-12.400000041451024;549.8903105307649;POINT (-12.400000041451024 549.8903105307649)
14824;-12.400000041451024;560.6283105307649;POINT (-12.400000041451024 560.6283105307649)
14825;-12.400000041451024;571.3663105307648;POINT (-12.400000041451024 571.3663105307648)
14826;-12.400000025752389;-300.7931926230182;POINT (-12.400000025752389 -300.7931926230182)
14827;-12.400000025752389;-290.0551926230181;POINT (-12.400000025752389 -290.0551926230181)
14828;-12.400000025752389;31.289796615710344;POINT (-12.400000025752389 31.289796615710344)
14829;-12.400000025752389;42.02779661571034;POINT (-12.400000025752389 42.02779661571034)
14830;-12.400000025752389;363.3727858544388;POINT (-12.400000025752389 363.3727858544388)
14831;-12.400000025752389;374.11078585443886;POINT (-12.400000025752389 374.11078585443886)
14832;-12.400000025752382;-279.3171926230182;POINT (-12.400000025752382 -279.3171926230182)
14833;-12.400000025752382;-268.5791926230182;POINT (-12.400000025752382 -268.5791926230182)
14834;-12.400000025752382;-257.8411926230182;POINT (-12.400000025752382 -257.8411926230182)
14835;-12.400000025752382;52.76579661571033;POINT (-12.400000025752382 52.76579661571033)
14836;-12.400000025752382;63.50379661571033;POINT (-12.400000025752382 63.50379661571033)
14837;-12.400000025752382;74.24179661571033;POINT (-12.400000025752382 74.24179661571033)
14838;-12.400000025752382;384.8487858544388;POINT (-12.400000025752382 384.8487858544388)
14839;-12.400000025752382;395.5867858544388;POINT (-12.400000025752382 395.5867858544388)
14840;-12.400000025752382;406.3247858544388;POINT (-12.400000025752382 406.3247858544388)
14841;-12.400000000000002;-406.3247365484106;POINT (-12.400000000000002 -406.3247365484106)
14842;-12.400000000000002;-384.8487365484106;POINT (-12.400000000000002 -384.8487365484106)
14843;-12.400000000000002;-74.24174730968213;POINT (-12.400000000000002 -74.24174730968213)
14844;-12.400000000000002;-52.76574730968212;POINT (-12.400000000000002 -52.76574730968212)
14845;-12.400000000000002;257.84124192904636;POINT (-12.400000000000002 257.84124192904636)
14846;-12.400000000000002;279.31724192904636;POINT (-12.400000000000002 279.31724192904636)
14847;-12.399999999999995;-395.5867365484106;POINT (-12.399999999999995 -395.5867365484106)
14848;-12.399999999999995;-374.1107365484106;POINT (-12.399999999999995 -374.1107365484106)
14849;-12.399999999999995;-363.3727365484106;POINT (-12.399999999999995 -363.3727365484106)
14850;-12.399999999999995;-63.50374730968212;POINT (-12.399999999999995 -63.50374730968212)
14851;-12.399999999999995;-42.02774730968213;POINT (-12.399999999999995 -42.02774730968213)
14852;-12.399999999999995;-31.289747309682127;POINT (-12.399999999999995 -31.289747309682127)
14853;-12.399999999999995;268.57924192904636;POINT (-12.399999999999995 268.57924192904636)
14854;-12.399999999999995;290.05524192904636;POINT (-12.399999999999995 290.05524192904636)
14855;-12.399999999999995;300.79324192904636;POINT (-12.399999999999995 300.79324192904636)
14856;-12.39999998430136;-571.3662612247365;POINT (-12.39999998430136 -571.3662612247365)
14857;-12.39999998430136;-549.8902612247365;POINT (-12.39999998430136 -549.8902612247365)
14858;-12.39999998430136;-239.28327198600806;POINT (-12.39999998430136 -239.28327198600806)
14859;-12.39999998430136;-217.80727198600806;POINT (-12.39999998430136 -217.80727198600806)
14860;-12.39999998430136;92.79971725272043;POINT (-12.39999998430136 92.79971725272043)
14861;-12.39999998430136;114.27571725272043;POINT (-12.39999998430136 114.27571725272043)
14862;-12.39999998430136;424.8827064914489;POINT (-12.39999998430136 424.8827064914489)
14863;-12.39999998430136;446.3587064914489;POINT (-12.39999998430136 446.3587064914489)
14864;-12.399999984301353;-560.6282612247365;POINT (-12.399999984301353 -560.6282612247365)
14865;-12.399999984301353;-539.1522612247365;POINT (-12.399999984301353 -539.1522612247365)
14866;-12.399999984301353;-528.4142612247365;POINT (-12.399999984301353 -528.4142612247365)
14867;-12.399999984301353;-228.54527198600806;POINT (-12.399999984301353 -228.54527198600806)
14868;-12.399999984301353;-207.06927198600806;POINT (-12.399999984301353 -207.06927198600806)
14869;-12.399999984301353;-196.33127198600806;POINT (-12.399999984301353 -196.33127198600806)
14870;-12.399999984301353;103.53771725272043;POINT (-12.399999984301353 103.53771725272043)
14871;-12.399999984301353;125.01371725272043;POINT (-12.399999984301353 125.01371725272043)
14872;-12.399999984301353;135.75171725272043;POINT (-12.399999984301353 135.75171725272043)
14873;-12.399999984301353;435.6207064914489;POINT (-12.399999984301353 435.6207064914489)
14874;-12.399999984301353;457.0967064914489;POINT (-12.399999984301353 457.0967064914489)
14875;-12.399999984301353;467.8347064914489;POINT (-12.399999984301353 467.8347064914489)
