robot_number;x [mm];y [mm];geometry
9137;-176.22820323027548;-400.9557365484106;POINT (-176.22820323027548 -400.9557365484106)
9138;-176.22820323027548;-68.87274730968213;POINT (-176.22820323027548 -68.87274730968213)
9139;-176.22820323027548;263.2102419290464;POINT (-176.22820323027548 263.2102419290464)
9140;-176.22820321457687;-576.7352612247365;POINT (-176.22820321457687 -576.7352612247365)
9141;-176.22820321457687;-565.9972612247366;POINT (-176.22820321457687 -565.9972612247366)
9142;-176.22820321457687;-555.2592612247365;POINT (-176.22820321457687 -555.2592612247365)
9143;-176.22820321457687;-544.5212612247366;POINT (-176.22820321457687 -544.5212612247366)
9144;-176.22820321457687;-533.7832612247365;POINT (-176.22820321457687 -533.7832612247365)
9145;-176.22820321457687;-244.65227198600806;POINT (-176.22820321457687 -244.65227198600806)
9146;-176.22820321457687;-233.91427198600806;POINT (-176.22820321457687 -233.91427198600806)
9147;-176.22820321457687;-223.17627198600806;POINT (-176.22820321457687 -223.17627198600806)
9148;-176.22820321457687;-212.43827198600806;POINT (-176.22820321457687 -212.43827198600806)
9149;-176.22820321457687;-201.70027198600806;POINT (-176.22820321457687 -201.70027198600806)
9150;-176.22820321457687;87.43071725272043;POINT (-176.22820321457687 87.43071725272043)
9151;-176.22820321457687;98.16871725272043;POINT (-176.22820321457687 98.16871725272043)
9152;-176.22820321457687;108.90671725272043;POINT (-176.22820321457687 108.90671725272043)
9153;-176.22820321457687;119.64471725272043;POINT (-176.22820321457687 119.64471725272043)
9154;-176.22820321457687;130.38271725272043;POINT (-176.22820321457687 130.38271725272043)
9155;-176.22820321457687;419.51370649144894;POINT (-176.22820321457687 419.51370649144894)
9156;-176.22820321457687;430.25170649144894;POINT (-176.22820321457687 430.25170649144894)
9157;-176.22820321457687;440.98970649144894;POINT (-176.22820321457687 440.98970649144894)
9158;-176.22820321457687;451.7277064914489;POINT (-176.22820321457687 451.7277064914489)
9159;-176.22820321457687;462.46570649144894;POINT (-176.22820321457687 462.46570649144894)
9160;-175.66217785224345;-519.1414345520645;POINT (-175.66217785224345 -519.1414345520645)
9161;-175.66217785224345;-508.4034345520645;POINT (-175.66217785224345 -508.4034345520645)
9162;-175.66217785224345;-187.05844531333602;POINT (-175.66217785224345 -187.05844531333602)
9163;-175.66217785224345;-176.32044531333602;POINT (-175.66217785224345 -176.32044531333602)
9164;-175.66217785224345;145.02454392539246;POINT (-175.66217785224345 145.02454392539246)
9165;-175.66217785224345;155.76254392539246;POINT (-175.66217785224345 155.76254392539246)
9166;-175.66217785224345;477.107533164121;POINT (-175.66217785224345 477.107533164121)
9167;-175.66217785224345;487.845533164121;POINT (-175.66217785224345 487.845533164121)
9168;-175.66217782649107;-487.84548385809273;POINT (-175.66217782649107 -487.84548385809273)
9169;-175.66217782649107;-477.10748385809273;POINT (-175.66217782649107 -477.10748385809273)
9170;-175.66217782649107;-155.76249461936425;POINT (-175.66217782649107 -155.76249461936425)
9171;-175.66217782649107;-145.02449461936425;POINT (-175.66217782649107 -145.02449461936425)
9172;-175.66217782649107;176.32049461936424;POINT (-175.66217782649107 176.32049461936424)
9173;-175.66217782649107;187.05849461936424;POINT (-175.66217782649107 187.05849461936424)
9174;-175.66217782649107;508.4034838580927;POINT (-175.66217782649107 508.4034838580927)
9175;-175.66217782649107;519.1414838580927;POINT (-175.66217782649107 519.1414838580927)
9176;-173.93012704467458;-353.0999399327003;POINT (-173.93012704467458 -353.0999399327003)
9177;-173.93012704467458;-342.3619399327003;POINT (-173.93012704467458 -342.3619399327003)
9178;-173.93012704467458;-21.016950693971786;POINT (-173.93012704467458 -21.016950693971786)
9179;-173.93012704467458;-10.278950693971787;POINT (-173.93012704467458 -10.278950693971787)
9180;-173.93012704467458;311.0660385447567;POINT (-173.93012704467458 311.0660385447567)
9181;-173.93012704467458;321.8040385447567;POINT (-173.93012704467458 321.8040385447567)
9182;-173.93012701892218;-321.8039892387285;POINT (-173.93012701892218 -321.8039892387285)
9183;-173.93012701892218;-311.0659892387285;POINT (-173.93012701892218 -311.0659892387285)
9184;-173.93012701892218;10.278999999999982;POINT (-173.93012701892218 10.278999999999982)
9185;-173.93012701892218;21.01699999999998;POINT (-173.93012701892218 21.01699999999998)
9186;-173.93012701892218;342.3619892387285;POINT (-173.93012701892218 342.3619892387285)
9187;-173.93012701892218;353.0999892387285;POINT (-173.93012701892218 353.0999892387285)
9188;-173.12820327172653;-457.0966571854207;POINT (-173.12820327172653 -457.0966571854207)
9189;-173.12820327172653;-446.3586571854207;POINT (-173.12820327172653 -446.3586571854207)
9190;-173.12820327172653;-435.6206571854207;POINT (-173.12820327172653 -435.6206571854207)
9191;-173.12820327172653;-424.8826571854207;POINT (-173.12820327172653 -424.8826571854207)
9192;-173.12820327172653;-125.01366794669221;POINT (-173.12820327172653 -125.01366794669221)
9193;-173.12820327172653;-114.27566794669222;POINT (-173.12820327172653 -114.27566794669222)
9194;-173.12820327172653;-103.53766794669222;POINT (-173.12820327172653 -103.53766794669222)
9195;-173.12820327172653;-92.79966794669222;POINT (-173.12820327172653 -92.79966794669222)
9196;-173.12820327172653;207.06932129203628;POINT (-173.12820327172653 207.06932129203628)
9197;-173.12820327172653;217.80732129203628;POINT (-173.12820327172653 217.80732129203628)
9198;-173.12820327172653;228.54532129203628;POINT (-173.12820327172653 228.54532129203628)
9199;-173.12820327172653;239.28332129203628;POINT (-173.12820327172653 239.28332129203628)
9200;-173.12820327172653;539.1523105307648;POINT (-173.12820327172653 539.1523105307648)
9201;-173.12820327172653;549.8903105307647;POINT (-173.12820327172653 549.8903105307647)
9202;-173.12820327172653;560.6283105307648;POINT (-173.12820327172653 560.6283105307648)
9203;-173.12820327172653;571.3663105307647;POINT (-173.12820327172653 571.3663105307647)
9204;-173.1282032560279;-290.0551926230181;POINT (-173.1282032560279 -290.0551926230181)
9205;-173.1282032560279;-279.3171926230182;POINT (-173.1282032560279 -279.3171926230182)
9206;-173.1282032560279;-268.5791926230182;POINT (-173.1282032560279 -268.5791926230182)
9207;-173.1282032560279;-257.8411926230182;POINT (-173.1282032560279 -257.8411926230182)
9208;-173.1282032560279;42.02779661571034;POINT (-173.1282032560279 42.02779661571034)
9209;-173.1282032560279;52.76579661571033;POINT (-173.1282032560279 52.76579661571033)
9210;-173.1282032560279;63.50379661571033;POINT (-173.1282032560279 63.50379661571033)
9211;-173.1282032560279;74.24179661571033;POINT (-173.1282032560279 74.24179661571033)
9212;-173.1282032560279;374.11078585443886;POINT (-173.1282032560279 374.11078585443886)
9213;-173.1282032560279;384.8487858544388;POINT (-173.1282032560279 384.8487858544388)
9214;-173.1282032560279;395.5867858544388;POINT (-173.1282032560279 395.5867858544388)
9215;-173.1282032560279;406.3247858544388;POINT (-173.1282032560279 406.3247858544388)
9216;-173.12820323027552;-395.5867365484106;POINT (-173.12820323027552 -395.5867365484106)
9217;-173.12820323027552;-384.8487365484106;POINT (-173.12820323027552 -384.8487365484106)
9218;-173.12820323027552;-63.50374730968212;POINT (-173.12820323027552 -63.50374730968212)
9219;-173.12820323027552;-52.76574730968212;POINT (-173.12820323027552 -52.76574730968212)
9220;-173.12820323027552;268.57924192904636;POINT (-173.12820323027552 268.57924192904636)
9221;-173.12820323027552;279.31724192904636;POINT (-173.12820323027552 279.31724192904636)
9222;-173.1282032302755;-406.3247365484106;POINT (-173.1282032302755 -406.3247365484106)
9223;-173.1282032302755;-374.1107365484106;POINT (-173.1282032302755 -374.1107365484106)
9224;-173.1282032302755;-74.24174730968213;POINT (-173.1282032302755 -74.24174730968213)
9225;-173.1282032302755;-42.02774730968213;POINT (-173.1282032302755 -42.02774730968213)
9226;-173.1282032302755;257.84124192904636;POINT (-173.1282032302755 257.84124192904636)
9227;-173.1282032302755;290.05524192904636;POINT (-173.1282032302755 290.05524192904636)
9228;-173.12820321457687;-560.6282612247365;POINT (-173.12820321457687 -560.6282612247365)
9229;-173.12820321457687;-549.8902612247365;POINT (-173.12820321457687 -549.8902612247365)
9230;-173.12820321457687;-228.54527198600806;POINT (-173.12820321457687 -228.54527198600806)
9231;-173.12820321457687;-217.80727198600806;POINT (-173.12820321457687 -217.80727198600806)
9232;-173.12820321457687;103.53771725272043;POINT (-173.12820321457687 103.53771725272043)
9233;-173.12820321457687;114.27571725272043;POINT (-173.12820321457687 114.27571725272043)
9234;-173.12820321457687;435.6207064914489;POINT (-173.12820321457687 435.6207064914489)
9235;-173.12820321457687;446.3587064914489;POINT (-173.12820321457687 446.3587064914489)
9236;-173.12820321457684;-571.3662612247365;POINT (-173.12820321457684 -571.3662612247365)
9237;-173.12820321457684;-539.1522612247365;POINT (-173.12820321457684 -539.1522612247365)
9238;-173.12820321457684;-239.28327198600806;POINT (-173.12820321457684 -239.28327198600806)
9239;-173.12820321457684;-207.06927198600806;POINT (-173.12820321457684 -207.06927198600806)
9240;-173.12820321457684;92.79971725272043;POINT (-173.12820321457684 92.79971725272043)
9241;-173.12820321457684;125.01371725272043;POINT (-173.12820321457684 125.01371725272043)
9242;-173.12820321457684;424.8827064914489;POINT (-173.12820321457684 424.8827064914489)
9243;-173.12820321457684;457.0967064914489;POINT (-173.12820321457684 457.0967064914489)
9244;-172.56217785224348;-513.7724345520645;POINT (-172.56217785224348 -513.7724345520645)
9245;-172.56217785224348;-503.0344345520645;POINT (-172.56217785224348 -503.0344345520645)
9246;-172.56217785224348;-181.68944531333602;POINT (-172.56217785224348 -181.68944531333602)
9247;-172.56217785224348;-170.95144531333602;POINT (-172.56217785224348 -170.95144531333602)
9248;-172.56217785224348;150.39354392539246;POINT (-172.56217785224348 150.39354392539246)
9249;-172.56217785224348;161.13154392539246;POINT (-172.56217785224348 161.13154392539246)
9250;-172.56217785224348;482.47653316412095;POINT (-172.56217785224348 482.47653316412095)
9251;-172.56217785224348;493.21453316412095;POINT (-172.56217785224348 493.21453316412095)
9252;-172.56217785224345;-524.5104345520645;POINT (-172.56217785224345 -524.5104345520645)
9253;-172.56217785224345;-192.42744531333602;POINT (-172.56217785224345 -192.42744531333602)
9254;-172.56217785224345;139.65554392539246;POINT (-172.56217785224345 139.65554392539246)
9255;-172.56217785224345;471.73853316412095;POINT (-172.56217785224345 471.73853316412095)
9256;-172.56217782649108;-471.73848385809276;POINT (-172.56217782649108 -471.73848385809276)
9257;-172.56217782649108;-139.65549461936425;POINT (-172.56217782649108 -139.65549461936425)
9258;-172.56217782649108;192.42749461936424;POINT (-172.56217782649108 192.42749461936424)
9259;-172.56217782649108;524.5104838580927;POINT (-172.56217782649108 524.5104838580927)
9260;-172.56217782649105;-493.21448385809276;POINT (-172.56217782649105 -493.21448385809276)
9261;-172.56217782649105;-482.4764838580927;POINT (-172.56217782649105 -482.4764838580927)
9262;-172.56217782649105;-161.13149461936425;POINT (-172.56217782649105 -161.13149461936425)
9263;-172.56217782649105;-150.39349461936425;POINT (-172.56217782649105 -150.39349461936425)
9264;-172.56217782649105;170.95149461936424;POINT (-172.56217782649105 170.95149461936424)
9265;-172.56217782649105;181.68949461936424;POINT (-172.56217782649105 181.68949461936424)
9266;-172.56217782649105;503.0344838580927;POINT (-172.56217782649105 503.0344838580927)
9267;-172.56217782649105;513.7724838580928;POINT (-172.56217782649105 513.7724838580928)
9268;-170.8301270446746;-347.73093993270027;POINT (-170.8301270446746 -347.73093993270027)
9269;-170.8301270446746;-336.99293993270027;POINT (-170.8301270446746 -336.99293993270027)
9270;-170.8301270446746;-15.647950693971787;POINT (-170.8301270446746 -15.647950693971787)
9271;-170.8301270446746;-4.909950693971787;POINT (-170.8301270446746 -4.909950693971787)
9272;-170.8301270446746;316.4350385447567;POINT (-170.8301270446746 316.4350385447567)
9273;-170.8301270446746;327.1730385447567;POINT (-170.8301270446746 327.1730385447567)
9274;-170.83012704467458;-358.46893993270027;POINT (-170.83012704467458 -358.46893993270027)
9275;-170.83012704467458;-26.385950693971786;POINT (-170.83012704467458 -26.385950693971786)
9276;-170.83012704467458;305.6970385447567;POINT (-170.83012704467458 305.6970385447567)
9277;-170.8301270189222;-327.1729892387285;POINT (-170.8301270189222 -327.1729892387285)
9278;-170.8301270189222;-316.4349892387285;POINT (-170.8301270189222 -316.4349892387285)
9279;-170.8301270189222;-305.6969892387285;POINT (-170.8301270189222 -305.6969892387285)
9280;-170.8301270189222;4.909999999999982;POINT (-170.8301270189222 4.909999999999982)
9281;-170.8301270189222;15.647999999999982;POINT (-170.8301270189222 15.647999999999982)
9282;-170.8301270189222;26.385999999999985;POINT (-170.8301270189222 26.385999999999985)
9283;-170.8301270189222;336.99298923872846;POINT (-170.8301270189222 336.99298923872846)
9284;-170.8301270189222;347.73098923872845;POINT (-170.8301270189222 347.73098923872845)
9285;-170.8301270189222;358.46898923872845;POINT (-170.8301270189222 358.46898923872845)
9286;-170.02820327172654;-451.7276571854207;POINT (-170.02820327172654 -451.7276571854207)
9287;-170.02820327172654;-440.9896571854207;POINT (-170.02820327172654 -440.9896571854207)
9288;-170.02820327172654;-430.2516571854207;POINT (-170.02820327172654 -430.2516571854207)
9289;-170.02820327172654;-419.5136571854207;POINT (-170.02820327172654 -419.5136571854207)
9290;-170.02820327172654;-119.64466794669221;POINT (-170.02820327172654 -119.64466794669221)
9291;-170.02820327172654;-108.90666794669222;POINT (-170.02820327172654 -108.90666794669222)
9292;-170.02820327172654;-98.16866794669222;POINT (-170.02820327172654 -98.16866794669222)
9293;-170.02820327172654;-87.43066794669222;POINT (-170.02820327172654 -87.43066794669222)
9294;-170.02820327172654;212.43832129203628;POINT (-170.02820327172654 212.43832129203628)
9295;-170.02820327172654;223.17632129203628;POINT (-170.02820327172654 223.17632129203628)
9296;-170.02820327172654;233.91432129203628;POINT (-170.02820327172654 233.91432129203628)
9297;-170.02820327172654;244.65232129203628;POINT (-170.02820327172654 244.65232129203628)
9298;-170.02820327172654;544.5213105307647;POINT (-170.02820327172654 544.5213105307647)
9299;-170.02820327172654;555.2593105307648;POINT (-170.02820327172654 555.2593105307648)
9300;-170.02820327172654;565.9973105307647;POINT (-170.02820327172654 565.9973105307647)
9301;-170.02820327172654;576.7353105307648;POINT (-170.02820327172654 576.7353105307648)
9302;-170.0282032560279;-284.68619262301814;POINT (-170.0282032560279 -284.68619262301814)
9303;-170.0282032560279;-273.94819262301814;POINT (-170.0282032560279 -273.94819262301814)
9304;-170.0282032560279;-263.21019262301814;POINT (-170.0282032560279 -263.21019262301814)
9305;-170.0282032560279;-252.47219262301815;POINT (-170.0282032560279 -252.47219262301815)
9306;-170.0282032560279;47.396796615710336;POINT (-170.0282032560279 47.396796615710336)
9307;-170.0282032560279;58.13479661571033;POINT (-170.0282032560279 58.13479661571033)
9308;-170.0282032560279;68.87279661571033;POINT (-170.0282032560279 68.87279661571033)
9309;-170.0282032560279;79.61079661571033;POINT (-170.0282032560279 79.61079661571033)
9310;-170.0282032560279;379.47978585443883;POINT (-170.0282032560279 379.47978585443883)
9311;-170.0282032560279;390.21778585443883;POINT (-170.0282032560279 390.21778585443883)
9312;-170.0282032560279;400.95578585443883;POINT (-170.0282032560279 400.95578585443883)
9313;-170.0282032560279;411.69378585443883;POINT (-170.0282032560279 411.69378585443883)
9314;-170.0282032302755;-411.6937365484106;POINT (-170.0282032302755 -411.6937365484106)
9315;-170.0282032302755;-400.9557365484106;POINT (-170.0282032302755 -400.9557365484106)
9316;-170.0282032302755;-390.2177365484106;POINT (-170.0282032302755 -390.2177365484106)
9317;-170.0282032302755;-379.47973654841064;POINT (-170.0282032302755 -379.47973654841064)
9318;-170.0282032302755;-79.61074730968213;POINT (-170.0282032302755 -79.61074730968213)
9319;-170.0282032302755;-68.87274730968213;POINT (-170.0282032302755 -68.87274730968213)
9320;-170.0282032302755;-58.13474730968212;POINT (-170.0282032302755 -58.13474730968212)
9321;-170.0282032302755;-47.39674730968213;POINT (-170.0282032302755 -47.39674730968213)
9322;-170.0282032302755;252.47224192904636;POINT (-170.0282032302755 252.47224192904636)
9323;-170.0282032302755;263.2102419290464;POINT (-170.0282032302755 263.2102419290464)
9324;-170.0282032302755;273.9482419290464;POINT (-170.0282032302755 273.9482419290464)
9325;-170.0282032302755;284.68624192904633;POINT (-170.0282032302755 284.68624192904633)
9326;-170.02820321457685;-576.7352612247365;POINT (-170.02820321457685 -576.7352612247365)
9327;-170.02820321457685;-565.9972612247366;POINT (-170.02820321457685 -565.9972612247366)
9328;-170.02820321457685;-555.2592612247365;POINT (-170.02820321457685 -555.2592612247365)
9329;-170.02820321457685;-544.5212612247366;POINT (-170.02820321457685 -544.5212612247366)
9330;-170.02820321457685;-244.65227198600806;POINT (-170.02820321457685 -244.65227198600806)
9331;-170.02820321457685;-233.91427198600806;POINT (-170.02820321457685 -233.91427198600806)
9332;-170.02820321457685;-223.17627198600806;POINT (-170.02820321457685 -223.17627198600806)
9333;-170.02820321457685;-212.43827198600806;POINT (-170.02820321457685 -212.43827198600806)
9334;-170.02820321457685;87.43071725272043;POINT (-170.02820321457685 87.43071725272043)
9335;-170.02820321457685;98.16871725272043;POINT (-170.02820321457685 98.16871725272043)
9336;-170.02820321457685;108.90671725272043;POINT (-170.02820321457685 108.90671725272043)
9337;-170.02820321457685;119.64471725272043;POINT (-170.02820321457685 119.64471725272043)
9338;-170.02820321457685;419.51370649144894;POINT (-170.02820321457685 419.51370649144894)
9339;-170.02820321457685;430.25170649144894;POINT (-170.02820321457685 430.25170649144894)
9340;-170.02820321457685;440.98970649144894;POINT (-170.02820321457685 440.98970649144894)
9341;-170.02820321457685;451.7277064914489;POINT (-170.02820321457685 451.7277064914489)
9342;-169.46217785224346;-529.8794345520645;POINT (-169.46217785224346 -529.8794345520645)
9343;-169.46217785224346;-519.1414345520645;POINT (-169.46217785224346 -519.1414345520645)
9344;-169.46217785224346;-508.4034345520645;POINT (-169.46217785224346 -508.4034345520645)
9345;-169.46217785224346;-197.79644531333602;POINT (-169.46217785224346 -197.79644531333602)
9346;-169.46217785224346;-187.05844531333602;POINT (-169.46217785224346 -187.05844531333602)
9347;-169.46217785224346;-176.32044531333602;POINT (-169.46217785224346 -176.32044531333602)
9348;-169.46217785224346;134.28654392539246;POINT (-169.46217785224346 134.28654392539246)
9349;-169.46217785224346;145.02454392539246;POINT (-169.46217785224346 145.02454392539246)
9350;-169.46217785224346;155.76254392539246;POINT (-169.46217785224346 155.76254392539246)
9351;-169.46217785224346;466.369533164121;POINT (-169.46217785224346 466.369533164121)
9352;-169.46217785224346;477.107533164121;POINT (-169.46217785224346 477.107533164121)
9353;-169.46217785224346;487.845533164121;POINT (-169.46217785224346 487.845533164121)
9354;-169.4621778264911;-487.84548385809273;POINT (-169.4621778264911 -487.84548385809273)
9355;-169.4621778264911;-466.36948385809274;POINT (-169.4621778264911 -466.36948385809274)
9356;-169.4621778264911;-155.76249461936425;POINT (-169.4621778264911 -155.76249461936425)
9357;-169.4621778264911;-134.28649461936425;POINT (-169.4621778264911 -134.28649461936425)
9358;-169.4621778264911;176.32049461936424;POINT (-169.4621778264911 176.32049461936424)
9359;-169.4621778264911;197.79649461936424;POINT (-169.4621778264911 197.79649461936424)
9360;-169.4621778264911;508.4034838580927;POINT (-169.4621778264911 508.4034838580927)
9361;-169.4621778264911;529.8794838580927;POINT (-169.4621778264911 529.8794838580927)
9362;-169.46217782649106;-477.10748385809273;POINT (-169.46217782649106 -477.10748385809273)
9363;-169.46217782649106;-145.02449461936425;POINT (-169.46217782649106 -145.02449461936425)
9364;-169.46217782649106;187.05849461936424;POINT (-169.46217782649106 187.05849461936424)
9365;-169.46217782649106;519.1414838580927;POINT (-169.46217782649106 519.1414838580927)
9366;-167.7301270446746;-363.8379399327003;POINT (-167.7301270446746 -363.8379399327003)
9367;-167.7301270446746;-353.0999399327003;POINT (-167.7301270446746 -353.0999399327003)
9368;-167.7301270446746;-342.3619399327003;POINT (-167.7301270446746 -342.3619399327003)
9369;-167.7301270446746;-31.754950693971786;POINT (-167.7301270446746 -31.754950693971786)
9370;-167.7301270446746;-21.016950693971786;POINT (-167.7301270446746 -21.016950693971786)
9371;-167.7301270446746;-10.278950693971787;POINT (-167.7301270446746 -10.278950693971787)
9372;-167.7301270446746;300.3280385447567;POINT (-167.7301270446746 300.3280385447567)
9373;-167.7301270446746;311.0660385447567;POINT (-167.7301270446746 311.0660385447567)
9374;-167.7301270446746;321.8040385447567;POINT (-167.7301270446746 321.8040385447567)
9375;-167.7301270189222;-321.8039892387285;POINT (-167.7301270189222 -321.8039892387285)
9376;-167.7301270189222;-311.0659892387285;POINT (-167.7301270189222 -311.0659892387285)
9377;-167.7301270189222;-300.3279892387285;POINT (-167.7301270189222 -300.3279892387285)
9378;-167.7301270189222;10.278999999999982;POINT (-167.7301270189222 10.278999999999982)
9379;-167.7301270189222;21.01699999999998;POINT (-167.7301270189222 21.01699999999998)
9380;-167.7301270189222;31.754999999999985;POINT (-167.7301270189222 31.754999999999985)
9381;-167.7301270189222;342.3619892387285;POINT (-167.7301270189222 342.3619892387285)
9382;-167.7301270189222;353.0999892387285;POINT (-167.7301270189222 353.0999892387285)
9383;-167.7301270189222;363.8379892387285;POINT (-167.7301270189222 363.8379892387285)
9384;-166.92820327172655;-446.3586571854207;POINT (-166.92820327172655 -446.3586571854207)
9385;-166.92820327172655;-435.6206571854207;POINT (-166.92820327172655 -435.6206571854207)
9386;-166.92820327172655;-424.8826571854207;POINT (-166.92820327172655 -424.8826571854207)
9387;-166.92820327172655;-114.27566794669222;POINT (-166.92820327172655 -114.27566794669222)
9388;-166.92820327172655;-103.53766794669222;POINT (-166.92820327172655 -103.53766794669222)
9389;-166.92820327172655;-92.79966794669222;POINT (-166.92820327172655 -92.79966794669222)
9390;-166.92820327172655;217.80732129203628;POINT (-166.92820327172655 217.80732129203628)
9391;-166.92820327172655;228.54532129203628;POINT (-166.92820327172655 228.54532129203628)
9392;-166.92820327172655;239.28332129203628;POINT (-166.92820327172655 239.28332129203628)
9393;-166.92820327172655;549.8903105307647;POINT (-166.92820327172655 549.8903105307647)
9394;-166.92820327172655;560.6283105307648;POINT (-166.92820327172655 560.6283105307648)
9395;-166.92820327172655;571.3663105307647;POINT (-166.92820327172655 571.3663105307647)
9396;-166.9282032560279;-279.3171926230182;POINT (-166.9282032560279 -279.3171926230182)
9397;-166.9282032560279;-268.5791926230182;POINT (-166.9282032560279 -268.5791926230182)
9398;-166.9282032560279;-257.8411926230182;POINT (-166.9282032560279 -257.8411926230182)
9399;-166.9282032560279;52.76579661571033;POINT (-166.9282032560279 52.76579661571033)
9400;-166.9282032560279;63.50379661571033;POINT (-166.9282032560279 63.50379661571033)
9401;-166.9282032560279;74.24179661571033;POINT (-166.9282032560279 74.24179661571033)
9402;-166.9282032560279;384.8487858544388;POINT (-166.9282032560279 384.8487858544388)
9403;-166.9282032560279;395.5867858544388;POINT (-166.9282032560279 395.5867858544388)
9404;-166.9282032560279;406.3247858544388;POINT (-166.9282032560279 406.3247858544388)
9405;-166.9282032302755;-406.3247365484106;POINT (-166.9282032302755 -406.3247365484106)
9406;-166.9282032302755;-395.5867365484106;POINT (-166.9282032302755 -395.5867365484106)
9407;-166.9282032302755;-384.8487365484106;POINT (-166.9282032302755 -384.8487365484106)
9408;-166.9282032302755;-74.24174730968213;POINT (-166.9282032302755 -74.24174730968213)
9409;-166.9282032302755;-63.50374730968212;POINT (-166.9282032302755 -63.50374730968212)
9410;-166.9282032302755;-52.76574730968212;POINT (-166.9282032302755 -52.76574730968212)
9411;-166.9282032302755;257.84124192904636;POINT (-166.9282032302755 257.84124192904636)
9412;-166.9282032302755;268.57924192904636;POINT (-166.9282032302755 268.57924192904636)
9413;-166.9282032302755;279.31724192904636;POINT (-166.9282032302755 279.31724192904636)
9414;-166.92820321457685;-571.3662612247365;POINT (-166.92820321457685 -571.3662612247365)
9415;-166.92820321457685;-560.6282612247365;POINT (-166.92820321457685 -560.6282612247365)
9416;-166.92820321457685;-549.8902612247365;POINT (-166.92820321457685 -549.8902612247365)
9417;-166.92820321457685;-239.28327198600806;POINT (-166.92820321457685 -239.28327198600806)
9418;-166.92820321457685;-228.54527198600806;POINT (-166.92820321457685 -228.54527198600806)
9419;-166.92820321457685;-217.80727198600806;POINT (-166.92820321457685 -217.80727198600806)
9420;-166.92820321457685;92.79971725272043;POINT (-166.92820321457685 92.79971725272043)
9421;-166.92820321457685;103.53771725272043;POINT (-166.92820321457685 103.53771725272043)
9422;-166.92820321457685;114.27571725272043;POINT (-166.92820321457685 114.27571725272043)
9423;-166.92820321457685;424.8827064914489;POINT (-166.92820321457685 424.8827064914489)
9424;-166.92820321457685;435.6207064914489;POINT (-166.92820321457685 435.6207064914489)
9425;-166.92820321457685;446.3587064914489;POINT (-166.92820321457685 446.3587064914489)
9426;-166.36217785224346;-535.2484345520645;POINT (-166.36217785224346 -535.2484345520645)
9427;-166.36217785224346;-524.5104345520645;POINT (-166.36217785224346 -524.5104345520645)
9428;-166.36217785224346;-513.7724345520645;POINT (-166.36217785224346 -513.7724345520645)
9429;-166.36217785224346;-503.0344345520645;POINT (-166.36217785224346 -503.0344345520645)
9430;-166.36217785224346;-203.16544531333602;POINT (-166.36217785224346 -203.16544531333602)
9431;-166.36217785224346;-192.42744531333602;POINT (-166.36217785224346 -192.42744531333602)
9432;-166.36217785224346;-181.68944531333602;POINT (-166.36217785224346 -181.68944531333602)
9433;-166.36217785224346;-170.95144531333602;POINT (-166.36217785224346 -170.95144531333602)
9434;-166.36217785224346;128.91754392539247;POINT (-166.36217785224346 128.91754392539247)
9435;-166.36217785224346;139.65554392539246;POINT (-166.36217785224346 139.65554392539246)
9436;-166.36217785224346;150.39354392539246;POINT (-166.36217785224346 150.39354392539246)
9437;-166.36217785224346;161.13154392539246;POINT (-166.36217785224346 161.13154392539246)
9438;-166.36217785224346;461.00053316412095;POINT (-166.36217785224346 461.00053316412095)
9439;-166.36217785224346;471.73853316412095;POINT (-166.36217785224346 471.73853316412095)
9440;-166.36217785224346;482.47653316412095;POINT (-166.36217785224346 482.47653316412095)
9441;-166.36217785224346;493.21453316412095;POINT (-166.36217785224346 493.21453316412095)
9442;-166.36217782649106;-493.21448385809276;POINT (-166.36217782649106 -493.21448385809276)
9443;-166.36217782649106;-482.4764838580927;POINT (-166.36217782649106 -482.4764838580927)
9444;-166.36217782649106;-471.73848385809276;POINT (-166.36217782649106 -471.73848385809276)
9445;-166.36217782649106;-461.00048385809276;POINT (-166.36217782649106 -461.00048385809276)
9446;-166.36217782649106;-161.13149461936425;POINT (-166.36217782649106 -161.13149461936425)
9447;-166.36217782649106;-150.39349461936425;POINT (-166.36217782649106 -150.39349461936425)
9448;-166.36217782649106;-139.65549461936425;POINT (-166.36217782649106 -139.65549461936425)
9449;-166.36217782649106;-128.91749461936425;POINT (-166.36217782649106 -128.91749461936425)
9450;-166.36217782649106;170.95149461936424;POINT (-166.36217782649106 170.95149461936424)
9451;-166.36217782649106;181.68949461936424;POINT (-166.36217782649106 181.68949461936424)
9452;-166.36217782649106;192.42749461936424;POINT (-166.36217782649106 192.42749461936424)
9453;-166.36217782649106;203.16549461936424;POINT (-166.36217782649106 203.16549461936424)
9454;-166.36217782649106;503.0344838580927;POINT (-166.36217782649106 503.0344838580927)
9455;-166.36217782649106;513.7724838580928;POINT (-166.36217782649106 513.7724838580928)
9456;-166.36217782649106;524.5104838580927;POINT (-166.36217782649106 524.5104838580927)
9457;-166.36217782649106;535.2484838580928;POINT (-166.36217782649106 535.2484838580928)
9458;-164.6301270446746;-369.20693993270027;POINT (-164.6301270446746 -369.20693993270027)
9459;-164.6301270446746;-358.46893993270027;POINT (-164.6301270446746 -358.46893993270027)
9460;-164.6301270446746;-347.73093993270027;POINT (-164.6301270446746 -347.73093993270027)
9461;-164.6301270446746;-336.99293993270027;POINT (-164.6301270446746 -336.99293993270027)
