robot_number;x [mm];y [mm];geometry
64;-593.7846097165789;42.02779661571034;POINT (-593.7846097165789 42.02779661571034)
65;-593.7846097165789;52.76579661571033;POINT (-593.7846097165789 52.76579661571033)
66;-593.7846097165789;63.50379661571033;POINT (-593.7846097165789 63.50379661571033)
67;-593.7846097165789;74.24179661571033;POINT (-593.7846097165789 74.24179661571033)
68;-593.7846096908265;-74.24174730968213;POINT (-593.7846096908265 -74.24174730968213)
69;-593.7846096908265;-63.50374730968212;POINT (-593.7846096908265 -63.50374730968212)
70;-593.7846096908265;-52.76574730968212;POINT (-593.7846096908265 -52.76574730968212)
71;-593.7846096908265;-42.02774730968213;POINT (-593.7846096908265 -42.02774730968213)
72;-593.7846096751279;92.79971725272043;POINT (-593.7846096751279 92.79971725272043)
73;-593.7846096751279;103.53771725272043;POINT (-593.7846096751279 103.53771725272043)
74;-593.7846096751279;114.27571725272043;POINT (-593.7846096751279 114.27571725272043)
75;-593.7846096751279;125.01371725272043;POINT (-593.7846096751279 125.01371725272043)
76;-590.6846097322775;-130.3826679466922;POINT (-590.6846097322775 -130.3826679466922)
77;-590.6846097322775;-119.64466794669221;POINT (-590.6846097322775 -119.64466794669221)
78;-590.6846097322775;-108.90666794669222;POINT (-590.6846097322775 -108.90666794669222)
79;-590.6846097322775;-98.16866794669222;POINT (-590.6846097322775 -98.16866794669222)
80;-590.6846097322775;-87.43066794669222;POINT (-590.6846097322775 -87.43066794669222)
81;-590.6846097165788;36.658796615710344;POINT (-590.6846097165788 36.658796615710344)
82;-590.6846097165788;47.396796615710336;POINT (-590.6846097165788 47.396796615710336)
83;-590.6846097165788;58.13479661571033;POINT (-590.6846097165788 58.13479661571033)
84;-590.6846097165788;68.87279661571033;POINT (-590.6846097165788 68.87279661571033)
85;-590.6846097165788;79.61079661571033;POINT (-590.6846097165788 79.61079661571033)
86;-590.6846096908265;-79.61074730968213;POINT (-590.6846096908265 -79.61074730968213)
87;-590.6846096908265;-68.87274730968213;POINT (-590.6846096908265 -68.87274730968213)
88;-590.6846096908265;-58.13474730968212;POINT (-590.6846096908265 -58.13474730968212)
89;-590.6846096908265;-47.39674730968213;POINT (-590.6846096908265 -47.39674730968213)
90;-590.6846096908265;-36.65874730968213;POINT (-590.6846096908265 -36.65874730968213)
91;-590.6846096751278;87.43071725272043;POINT (-590.6846096751278 87.43071725272043)
92;-590.6846096751278;98.16871725272043;POINT (-590.6846096751278 98.16871725272043)
93;-590.6846096751278;108.90671725272043;POINT (-590.6846096751278 108.90671725272043)
94;-590.6846096751278;119.64471725272043;POINT (-590.6846096751278 119.64471725272043)
95;-590.6846096751278;130.38271725272043;POINT (-590.6846096751278 130.38271725272043)
96;-587.5846097322775;-135.7516679466922;POINT (-587.5846097322775 -135.7516679466922)
97;-587.5846097322775;-125.01366794669221;POINT (-587.5846097322775 -125.01366794669221)
98;-587.5846097322775;-114.27566794669222;POINT (-587.5846097322775 -114.27566794669222)
99;-587.5846097322775;-103.53766794669222;POINT (-587.5846097322775 -103.53766794669222)
100;-587.5846097322775;-92.79966794669222;POINT (-587.5846097322775 -92.79966794669222)
101;-587.5846097165789;31.289796615710344;POINT (-587.5846097165789 31.289796615710344)
102;-587.5846097165789;42.02779661571034;POINT (-587.5846097165789 42.02779661571034)
103;-587.5846097165789;52.76579661571033;POINT (-587.5846097165789 52.76579661571033)
104;-587.5846097165789;63.50379661571033;POINT (-587.5846097165789 63.50379661571033)
105;-587.5846097165789;74.24179661571033;POINT (-587.5846097165789 74.24179661571033)
106;-587.5846096908265;-74.24174730968213;POINT (-587.5846096908265 -74.24174730968213)
107;-587.5846096908265;-63.50374730968212;POINT (-587.5846096908265 -63.50374730968212)
108;-587.5846096908265;-52.76574730968212;POINT (-587.5846096908265 -52.76574730968212)
109;-587.5846096908265;-42.02774730968213;POINT (-587.5846096908265 -42.02774730968213)
110;-587.5846096908265;-31.289747309682127;POINT (-587.5846096908265 -31.289747309682127)
111;-587.5846096751279;92.79971725272043;POINT (-587.5846096751279 92.79971725272043)
112;-587.5846096751279;114.27571725272043;POINT (-587.5846096751279 114.27571725272043)
113;-587.5846096751278;103.53771725272043;POINT (-587.5846096751278 103.53771725272043)
114;-587.5846096751278;125.01371725272043;POINT (-587.5846096751278 125.01371725272043)
115;-587.5846096751278;135.75171725272043;POINT (-587.5846096751278 135.75171725272043)
116;-584.4846097322776;-119.64466794669221;POINT (-584.4846097322776 -119.64466794669221)
117;-584.4846097322776;-98.16866794669222;POINT (-584.4846097322776 -98.16866794669222)
118;-584.4846097322776;-87.43066794669222;POINT (-584.4846097322776 -87.43066794669222)
119;-584.4846097322775;-141.1206679466922;POINT (-584.4846097322775 -141.1206679466922)
120;-584.4846097322775;-130.3826679466922;POINT (-584.4846097322775 -130.3826679466922)
121;-584.4846097322775;-108.90666794669222;POINT (-584.4846097322775 -108.90666794669222)
122;-584.4846097165789;25.920796615710344;POINT (-584.4846097165789 25.920796615710344)
123;-584.4846097165789;36.658796615710344;POINT (-584.4846097165789 36.658796615710344)
124;-584.4846097165789;47.396796615710336;POINT (-584.4846097165789 47.396796615710336)
125;-584.4846097165789;58.13479661571033;POINT (-584.4846097165789 58.13479661571033)
126;-584.4846097165789;68.87279661571033;POINT (-584.4846097165789 68.87279661571033)
127;-584.4846097165789;79.61079661571033;POINT (-584.4846097165789 79.61079661571033)
128;-584.4846096908265;-79.61074730968213;POINT (-584.4846096908265 -79.61074730968213)
129;-584.4846096908265;-68.87274730968213;POINT (-584.4846096908265 -68.87274730968213)
130;-584.4846096908265;-58.13474730968212;POINT (-584.4846096908265 -58.13474730968212)
131;-584.4846096908265;-47.39674730968213;POINT (-584.4846096908265 -47.39674730968213)
132;-584.4846096908265;-36.65874730968213;POINT (-584.4846096908265 -36.65874730968213)
133;-584.4846096908265;-25.920747309682127;POINT (-584.4846096908265 -25.920747309682127)
134;-584.4846096751279;87.43071725272043;POINT (-584.4846096751279 87.43071725272043)
135;-584.4846096751279;98.16871725272043;POINT (-584.4846096751279 98.16871725272043)
136;-584.4846096751279;108.90671725272043;POINT (-584.4846096751279 108.90671725272043)
137;-584.4846096751279;119.64471725272043;POINT (-584.4846096751279 119.64471725272043)
138;-584.4846096751279;130.38271725272043;POINT (-584.4846096751279 130.38271725272043)
139;-584.4846096751279;141.12071725272042;POINT (-584.4846096751279 141.12071725272042)
140;-581.3846097322776;-146.4896679466922;POINT (-581.3846097322776 -146.4896679466922)
141;-581.3846097322776;-135.7516679466922;POINT (-581.3846097322776 -135.7516679466922)
142;-581.3846097322776;-125.01366794669221;POINT (-581.3846097322776 -125.01366794669221)
143;-581.3846097322776;-114.27566794669222;POINT (-581.3846097322776 -114.27566794669222)
144;-581.3846097322776;-103.53766794669222;POINT (-581.3846097322776 -103.53766794669222)
145;-581.3846097322776;-92.79966794669222;POINT (-581.3846097322776 -92.79966794669222)
146;-581.3846097165789;20.551796615710344;POINT (-581.3846097165789 20.551796615710344)
147;-581.3846097165789;31.289796615710344;POINT (-581.3846097165789 31.289796615710344)
148;-581.3846097165789;42.02779661571034;POINT (-581.3846097165789 42.02779661571034)
149;-581.3846097165789;52.76579661571033;POINT (-581.3846097165789 52.76579661571033)
150;-581.3846097165789;63.50379661571033;POINT (-581.3846097165789 63.50379661571033)
151;-581.3846097165789;74.24179661571033;POINT (-581.3846097165789 74.24179661571033)
152;-581.3846096908266;-74.24174730968213;POINT (-581.3846096908266 -74.24174730968213)
153;-581.3846096908266;-63.50374730968212;POINT (-581.3846096908266 -63.50374730968212)
154;-581.3846096908266;-52.76574730968212;POINT (-581.3846096908266 -52.76574730968212)
155;-581.3846096908266;-42.02774730968213;POINT (-581.3846096908266 -42.02774730968213)
156;-581.3846096908266;-31.289747309682127;POINT (-581.3846096908266 -31.289747309682127)
157;-581.3846096908266;-20.551747309682128;POINT (-581.3846096908266 -20.551747309682128)
158;-581.3846096751279;92.79971725272043;POINT (-581.3846096751279 92.79971725272043)
159;-581.3846096751279;103.53771725272043;POINT (-581.3846096751279 103.53771725272043)
160;-581.3846096751279;114.27571725272043;POINT (-581.3846096751279 114.27571725272043)
161;-581.3846096751279;125.01371725272043;POINT (-581.3846096751279 125.01371725272043)
162;-581.3846096751279;135.75171725272043;POINT (-581.3846096751279 135.75171725272043)
163;-581.3846096751279;146.48971725272042;POINT (-581.3846096751279 146.48971725272042)
164;-578.2846097322775;-151.8586679466922;POINT (-578.2846097322775 -151.8586679466922)
165;-578.2846097322775;-141.1206679466922;POINT (-578.2846097322775 -141.1206679466922)
166;-578.2846097322775;-130.3826679466922;POINT (-578.2846097322775 -130.3826679466922)
167;-578.2846097322775;-119.64466794669221;POINT (-578.2846097322775 -119.64466794669221)
168;-578.2846097322775;-108.90666794669222;POINT (-578.2846097322775 -108.90666794669222)
169;-578.2846097322775;-98.16866794669222;POINT (-578.2846097322775 -98.16866794669222)
170;-578.2846097322775;-87.43066794669222;POINT (-578.2846097322775 -87.43066794669222)
171;-578.2846097165789;15.182796615710345;POINT (-578.2846097165789 15.182796615710345)
172;-578.2846097165789;25.920796615710344;POINT (-578.2846097165789 25.920796615710344)
173;-578.2846097165789;36.658796615710344;POINT (-578.2846097165789 36.658796615710344)
174;-578.2846097165789;47.396796615710336;POINT (-578.2846097165789 47.396796615710336)
175;-578.2846097165789;58.13479661571033;POINT (-578.2846097165789 58.13479661571033)
176;-578.2846097165789;68.87279661571033;POINT (-578.2846097165789 68.87279661571033)
177;-578.2846097165789;79.61079661571033;POINT (-578.2846097165789 79.61079661571033)
178;-578.2846096908265;-79.61074730968213;POINT (-578.2846096908265 -79.61074730968213)
179;-578.2846096908265;-68.87274730968213;POINT (-578.2846096908265 -68.87274730968213)
180;-578.2846096908265;-58.13474730968212;POINT (-578.2846096908265 -58.13474730968212)
181;-578.2846096908265;-47.39674730968213;POINT (-578.2846096908265 -47.39674730968213)
182;-578.2846096908265;-36.65874730968213;POINT (-578.2846096908265 -36.65874730968213)
183;-578.2846096908265;-25.920747309682127;POINT (-578.2846096908265 -25.920747309682127)
184;-578.2846096908265;-15.182747309682128;POINT (-578.2846096908265 -15.182747309682128)
185;-578.2846096751279;87.43071725272043;POINT (-578.2846096751279 87.43071725272043)
186;-578.2846096751279;98.16871725272043;POINT (-578.2846096751279 98.16871725272043)
187;-578.2846096751279;108.90671725272043;POINT (-578.2846096751279 108.90671725272043)
188;-578.2846096751279;119.64471725272043;POINT (-578.2846096751279 119.64471725272043)
189;-578.2846096751279;130.38271725272043;POINT (-578.2846096751279 130.38271725272043)
190;-578.2846096751279;141.12071725272042;POINT (-578.2846096751279 141.12071725272042)
191;-578.2846096751279;151.85871725272042;POINT (-578.2846096751279 151.85871725272042)
192;-575.1846097322775;-146.4896679466922;POINT (-575.1846097322775 -146.4896679466922)
193;-575.1846097322775;-135.7516679466922;POINT (-575.1846097322775 -135.7516679466922)
194;-575.1846097322775;-125.01366794669221;POINT (-575.1846097322775 -125.01366794669221)
195;-575.1846097322775;-114.27566794669222;POINT (-575.1846097322775 -114.27566794669222)
196;-575.1846097322775;-103.53766794669222;POINT (-575.1846097322775 -103.53766794669222)
197;-575.1846097322775;-92.79966794669222;POINT (-575.1846097322775 -92.79966794669222)
198;-575.1846097165788;20.551796615710344;POINT (-575.1846097165788 20.551796615710344)
199;-575.1846097165788;31.289796615710344;POINT (-575.1846097165788 31.289796615710344)
200;-575.1846097165788;42.02779661571034;POINT (-575.1846097165788 42.02779661571034)
201;-575.1846097165788;52.76579661571033;POINT (-575.1846097165788 52.76579661571033)
202;-575.1846097165788;63.50379661571033;POINT (-575.1846097165788 63.50379661571033)
203;-575.1846097165788;74.24179661571033;POINT (-575.1846097165788 74.24179661571033)
204;-575.1846096908265;-74.24174730968213;POINT (-575.1846096908265 -74.24174730968213)
205;-575.1846096908265;-63.50374730968212;POINT (-575.1846096908265 -63.50374730968212)
206;-575.1846096908265;-52.76574730968212;POINT (-575.1846096908265 -52.76574730968212)
207;-575.1846096908265;-42.02774730968213;POINT (-575.1846096908265 -42.02774730968213)
208;-575.1846096908265;-31.289747309682127;POINT (-575.1846096908265 -31.289747309682127)
209;-575.1846096908265;-20.551747309682128;POINT (-575.1846096908265 -20.551747309682128)
210;-575.1846096751278;92.79971725272043;POINT (-575.1846096751278 92.79971725272043)
211;-575.1846096751278;103.53771725272043;POINT (-575.1846096751278 103.53771725272043)
212;-575.1846096751278;114.27571725272043;POINT (-575.1846096751278 114.27571725272043)
213;-575.1846096751278;125.01371725272043;POINT (-575.1846096751278 125.01371725272043)
214;-575.1846096751278;135.75171725272043;POINT (-575.1846096751278 135.75171725272043)
215;-575.1846096751278;146.48971725272042;POINT (-575.1846096751278 146.48971725272042)
216;-572.0846097322775;-151.8586679466922;POINT (-572.0846097322775 -151.8586679466922)
217;-572.0846097322775;-141.1206679466922;POINT (-572.0846097322775 -141.1206679466922)
218;-572.0846097322775;-130.3826679466922;POINT (-572.0846097322775 -130.3826679466922)
219;-572.0846097322775;-119.64466794669221;POINT (-572.0846097322775 -119.64466794669221)
220;-572.0846097322775;-108.90666794669222;POINT (-572.0846097322775 -108.90666794669222)
221;-572.0846097322775;-98.16866794669222;POINT (-572.0846097322775 -98.16866794669222)
222;-572.0846097322775;-87.43066794669222;POINT (-572.0846097322775 -87.43066794669222)
223;-572.0846097165789;15.182796615710345;POINT (-572.0846097165789 15.182796615710345)
224;-572.0846097165789;25.920796615710344;POINT (-572.0846097165789 25.920796615710344)
225;-572.0846097165789;36.658796615710344;POINT (-572.0846097165789 36.658796615710344)
226;-572.0846097165789;47.396796615710336;POINT (-572.0846097165789 47.396796615710336)
227;-572.0846097165789;58.13479661571033;POINT (-572.0846097165789 58.13479661571033)
228;-572.0846097165789;68.87279661571033;POINT (-572.0846097165789 68.87279661571033)
229;-572.0846097165789;79.61079661571033;POINT (-572.0846097165789 79.61079661571033)
230;-572.0846096908265;-79.61074730968213;POINT (-572.0846096908265 -79.61074730968213)
231;-572.0846096908265;-68.87274730968213;POINT (-572.0846096908265 -68.87274730968213)
232;-572.0846096908265;-58.13474730968212;POINT (-572.0846096908265 -58.13474730968212)
233;-572.0846096908265;-47.39674730968213;POINT (-572.0846096908265 -47.39674730968213)
234;-572.0846096908265;-36.65874730968213;POINT (-572.0846096908265 -36.65874730968213)
235;-572.0846096908265;-25.920747309682127;POINT (-572.0846096908265 -25.920747309682127)
236;-572.0846096908265;-15.182747309682128;POINT (-572.0846096908265 -15.182747309682128)
237;-572.0846096751278;87.43071725272043;POINT (-572.0846096751278 87.43071725272043)
238;-572.0846096751278;98.16871725272043;POINT (-572.0846096751278 98.16871725272043)
239;-572.0846096751278;108.90671725272043;POINT (-572.0846096751278 108.90671725272043)
240;-572.0846096751278;119.64471725272043;POINT (-572.0846096751278 119.64471725272043)
241;-572.0846096751278;130.38271725272043;POINT (-572.0846096751278 130.38271725272043)
242;-572.0846096751278;141.12071725272042;POINT (-572.0846096751278 141.12071725272042)
243;-572.0846096751278;151.85871725272042;POINT (-572.0846096751278 151.85871725272042)
244;-568.9846097322776;-135.7516679466922;POINT (-568.9846097322776 -135.7516679466922)
245;-568.9846097322776;-125.01366794669221;POINT (-568.9846097322776 -125.01366794669221)
246;-568.9846097322775;-146.4896679466922;POINT (-568.9846097322775 -146.4896679466922)
247;-568.9846097322775;-114.27566794669222;POINT (-568.9846097322775 -114.27566794669222)
248;-568.9846097322775;-103.53766794669222;POINT (-568.9846097322775 -103.53766794669222)
249;-568.9846097322775;-92.79966794669222;POINT (-568.9846097322775 -92.79966794669222)
250;-568.9846097165789;20.551796615710344;POINT (-568.9846097165789 20.551796615710344)
251;-568.9846097165789;31.289796615710344;POINT (-568.9846097165789 31.289796615710344)
252;-568.9846097165789;42.02779661571034;POINT (-568.9846097165789 42.02779661571034)
253;-568.9846097165789;52.76579661571033;POINT (-568.9846097165789 52.76579661571033)
254;-568.9846097165789;63.50379661571033;POINT (-568.9846097165789 63.50379661571033)
255;-568.9846097165789;74.24179661571033;POINT (-568.9846097165789 74.24179661571033)
256;-568.9846096908265;-74.24174730968213;POINT (-568.9846096908265 -74.24174730968213)
257;-568.9846096908265;-63.50374730968212;POINT (-568.9846096908265 -63.50374730968212)
258;-568.9846096908265;-52.76574730968212;POINT (-568.9846096908265 -52.76574730968212)
259;-568.9846096908265;-42.02774730968213;POINT (-568.9846096908265 -42.02774730968213)
260;-568.9846096908265;-31.289747309682127;POINT (-568.9846096908265 -31.289747309682127)
261;-568.9846096908265;-20.551747309682128;POINT (-568.9846096908265 -20.551747309682128)
262;-568.9846096751279;92.79971725272043;POINT (-568.9846096751279 92.79971725272043)
263;-568.9846096751279;103.53771725272043;POINT (-568.9846096751279 103.53771725272043)
264;-568.9846096751279;114.27571725272043;POINT (-568.9846096751279 114.27571725272043)
265;-568.9846096751279;125.01371725272043;POINT (-568.9846096751279 125.01371725272043)
266;-568.9846096751279;135.75171725272043;POINT (-568.9846096751279 135.75171725272043)
267;-568.9846096751279;146.48971725272042;POINT (-568.9846096751279 146.48971725272042)
268;-565.8846097322776;-141.1206679466922;POINT (-565.8846097322776 -141.1206679466922)
269;-565.8846097322776;-130.3826679466922;POINT (-565.8846097322776 -130.3826679466922)
270;-565.8846097322776;-119.64466794669221;POINT (-565.8846097322776 -119.64466794669221)
271;-565.8846097322776;-108.90666794669222;POINT (-565.8846097322776 -108.90666794669222)
272;-565.8846097322776;-98.16866794669222;POINT (-565.8846097322776 -98.16866794669222)
273;-565.8846097322776;-87.43066794669222;POINT (-565.8846097322776 -87.43066794669222)
274;-565.8846097165789;25.920796615710344;POINT (-565.8846097165789 25.920796615710344)
275;-565.8846097165789;36.658796615710344;POINT (-565.8846097165789 36.658796615710344)
276;-565.8846097165789;47.396796615710336;POINT (-565.8846097165789 47.396796615710336)
277;-565.8846097165789;58.13479661571033;POINT (-565.8846097165789 58.13479661571033)
278;-565.8846097165789;68.87279661571033;POINT (-565.8846097165789 68.87279661571033)
279;-565.8846097165789;79.61079661571033;POINT (-565.8846097165789 79.61079661571033)
280;-565.8846096908266;-79.61074730968213;POINT (-565.8846096908266 -79.61074730968213)
281;-565.8846096908266;-58.13474730968212;POINT (-565.8846096908266 -58.13474730968212)
282;-565.8846096908266;-47.39674730968213;POINT (-565.8846096908266 -47.39674730968213)
283;-565.8846096908266;-36.65874730968213;POINT (-565.8846096908266 -36.65874730968213)
284;-565.8846096908266;-25.920747309682127;POINT (-565.8846096908266 -25.920747309682127)
285;-565.8846096908264;-68.87274730968213;POINT (-565.8846096908264 -68.87274730968213)
286;-565.8846096751279;87.43071725272043;POINT (-565.8846096751279 87.43071725272043)
287;-565.8846096751279;98.16871725272043;POINT (-565.8846096751279 98.16871725272043)
288;-565.8846096751279;108.90671725272043;POINT (-565.8846096751279 108.90671725272043)
289;-565.8846096751279;119.64471725272043;POINT (-565.8846096751279 119.64471725272043)
290;-565.8846096751279;130.38271725272043;POINT (-565.8846096751279 130.38271725272043)
291;-565.8846096751279;141.12071725272042;POINT (-565.8846096751279 141.12071725272042)
292;-565.3185843127944;-176.32044531333602;POINT (-565.3185843127944 -176.32044531333602)
293;-565.3185843127944;155.76254392539246;POINT (-565.3185843127944 155.76254392539246)
294;-565.3185842870421;-155.76249461936425;POINT (-565.3185842870421 -155.76249461936425)
295;-565.3185842870421;176.3204946193642;POINT (-565.3185842870421 176.3204946193642)
296;-563.5865335052256;-10.278950693971787;POINT (-563.5865335052256 -10.278950693971787)
297;-563.5865334794732;10.278999999999982;POINT (-563.5865334794732 10.278999999999982)
298;-562.7846097322775;-135.7516679466922;POINT (-562.7846097322775 -135.7516679466922)
299;-562.7846097322775;-125.01366794669221;POINT (-562.7846097322775 -125.01366794669221)
300;-562.7846097322775;-114.27566794669222;POINT (-562.7846097322775 -114.27566794669222)
301;-562.7846097322775;-103.53766794669222;POINT (-562.7846097322775 -103.53766794669222)
302;-562.7846097322775;-92.79966794669222;POINT (-562.7846097322775 -92.79966794669222)
303;-562.7846097165789;31.289796615710344;POINT (-562.7846097165789 31.289796615710344)
304;-562.7846097165789;42.02779661571034;POINT (-562.7846097165789 42.02779661571034)
305;-562.7846097165789;52.76579661571033;POINT (-562.7846097165789 52.76579661571033)
306;-562.7846097165789;63.50379661571033;POINT (-562.7846097165789 63.50379661571033)
307;-562.7846097165789;74.24179661571033;POINT (-562.7846097165789 74.24179661571033)
308;-562.7846096908265;-74.24174730968213;POINT (-562.7846096908265 -74.24174730968213)
309;-562.7846096908265;-63.50374730968212;POINT (-562.7846096908265 -63.50374730968212)
310;-562.7846096908265;-52.76574730968212;POINT (-562.7846096908265 -52.76574730968212)
311;-562.7846096908265;-42.02774730968213;POINT (-562.7846096908265 -42.02774730968213)
312;-562.7846096908265;-31.289747309682127;POINT (-562.7846096908265 -31.289747309682127)
313;-562.7846096751279;92.79971725272043;POINT (-562.7846096751279 92.79971725272043)
314;-562.7846096751279;103.53771725272043;POINT (-562.7846096751279 103.53771725272043)
315;-562.7846096751279;114.27571725272043;POINT (-562.7846096751279 114.27571725272043)
316;-562.7846096751279;125.01371725272043;POINT (-562.7846096751279 125.01371725272043)
317;-562.7846096751279;135.75171725272043;POINT (-562.7846096751279 135.75171725272043)
318;-562.2185843127944;-181.68944531333602;POINT (-562.2185843127944 -181.68944531333602)
319;-562.2185843127944;-170.95144531333602;POINT (-562.2185843127944 -170.95144531333602)
320;-562.2185843127944;150.39354392539246;POINT (-562.2185843127944 150.39354392539246)
321;-562.2185843127944;161.13154392539246;POINT (-562.2185843127944 161.13154392539246)
322;-562.2185842870421;-161.13149461936425;POINT (-562.2185842870421 -161.13149461936425)
323;-562.2185842870421;-150.39349461936425;POINT (-562.2185842870421 -150.39349461936425)
324;-562.2185842870421;170.9514946193642;POINT (-562.2185842870421 170.9514946193642)
325;-562.2185842870421;181.6894946193642;POINT (-562.2185842870421 181.6894946193642)
326;-560.4865335052257;-15.647950693971787;POINT (-560.4865335052257 -15.647950693971787)
327;-560.4865335052257;-4.909950693971787;POINT (-560.4865335052257 -4.909950693971787)
328;-560.4865334794732;4.909999999999982;POINT (-560.4865334794732 4.909999999999982)
329;-560.4865334794732;15.647999999999982;POINT (-560.4865334794732 15.647999999999982)
330;-559.6846097322775;-130.3826679466922;POINT (-559.6846097322775 -130.3826679466922)
331;-559.6846097322775;-119.64466794669221;POINT (-559.6846097322775 -119.64466794669221)
